facility_id,duration,flag,severity,detail
OK10681,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 27.6%)
OK20845,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 17.1%)
OK20828,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 17.1%)
OK20841,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 17.1%)
OK20834,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 14.6%)
OK20836,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 15.4%)
OK01433,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.1%)
OK01394,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.1%)
OK20884,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.1%)
OK12098,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.4%)
OK21518,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.5%)
OK22056,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.0%)
OK22057,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.0%)
OK22058,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.6%)
OK13298,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.3%)
OK21519,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.3%)
OK13299,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.0%)
OK20642,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.2%)
OK20648,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.8%)
OK12139,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.7%)
OK12140,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.0%)
OK00213,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 18.5%)
OK83018,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.8%)
OK01412,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.5%)
OK01459,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.0%)
OK01453,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.9%)
OK01454,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.4%)
OK12101,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.3%)
OK01218,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.0%)
OK01219,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.0%)
OK01220,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.9%)
OK01217,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.4%)
OK01216,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.4%)
OK01215,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 27.8%)
OK01214,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 27.6%)
OK01213,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.8%)
OK01212,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.8%)
OK21708,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.8%)
OK01211,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.7%)
OK01210,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.7%)
OK01209,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.7%)
OK01208,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.8%)
OK12115,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.7%)
OK01204,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 28.7%)
OK01205,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 28.7%)
OK12118,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.7%)
OK01206,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.0%)
OK01203,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.0%)
OK01455,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.9%)
OK01456,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.1%)
OK01457,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
OK01458,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.4%)
OK01201,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.3%)
OK01202,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.3%)
OK01451,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.6%)
OK01452,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.6%)
OK01444,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.6%)
OK01445,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.6%)
OK01447,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
OK12123,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
OK01448,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
OK01449,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.6%)
OK01450,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.6%)
OK12124,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
OK01441,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.2%)
OK01442,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.8%)
OK01443,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.8%)
OK01435,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.8%)
OK01436,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.2%)
OK21709,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.9%)
OK01422,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.8%)
OK12133,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
OK01416,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.2%)
OK01417,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00665,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.7%)
OK22043,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.8%)
OK00664,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.6%)
OK00663,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.8%)
OK00662,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.8%)
OK00661,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.1%)
OK00660,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.1%)
OK00659,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.7%)
OK00658,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.6%)
OK22210,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.4%)
OK00657,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.4%)
OK00656,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.9%)
OK00655,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.9%)
OK00654,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.7%)
OK00653,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.6%)
OK00652,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00651,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00650,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00649,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00648,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00647,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00646,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00645,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OK00644,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 27.1%)
OK13278,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.8%)
OK01420,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 27.3%)
OK22215,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.9%)
OK01419,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.9%)
OK01418,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.7%)
OK01423,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.3%)
OK01424,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
OK01425,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.8%)
SD02136,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 5.0%)
MO10503,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 6.4%)
WY00182,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 22.7%)
NY01532,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 28.0%)
IA03565,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.9%)
ND00303,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.0%)
WY01297,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.7%)
CO02709,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 2.6%)
MD10005,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 11.5%)
MI00629,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.3%)
MI00631,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.3%)
MI00634,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.3%)
MI00636,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 25.3%)
WY00393,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.1%)
CA10025,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 3.9%)
NY01143,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 7.0%)
MI00448,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.4%)
CO00063,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.7%)
UT00272,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 8.1%)
TX06009,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 27.1%)
IA01385,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.8%)
VT00070,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 26.0%)
OK10408,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 13.8%)
MN00365,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 12.0%)
AR00910,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 28.2%)
MI00216,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 29.3%)
MI00328,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 28.6%)
CO00781,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 4.5%)
CO02870,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 3.7%)
MA01309,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 13.5%)
VA14508,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 11.7%)
KS02547,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.3%)
CO01004,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 12.5%)
WI00314,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 20.2%)
UT00274,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 8.9%)
NH03560,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 26.8%)
IA00990,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.0%)
OH00455,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 19.5%)
OK00667,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 24.5%)
NE00388,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.9%)
IA01293,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 4.1%)
CT00209,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 9.8%)
CT00232,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 1.6%)
VA01520,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 1.6%)
MN00697,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 13.6%)
MN00699,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 41.2%)
MN00700,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 15.2%)
MN00702,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 13.6%)
MN00703,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 15.2%)
MN00695,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 41.1%)
MN00696,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 41.1%)
KS00896,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 7.2%)
NE01077,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 0.8%)
WV08302,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 31.9%)
WV02506,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 17.7%)
VA08704,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.0%)
WA00442,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 12.5%)
PA00412,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 3.0%)
ND00018,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.7%)
OH00436,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 26.6%)
OR00074,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 30.3%)
NE00167,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.6%)
KY00056,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 22.5%)
PA00015,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 4.9%)
CO02148,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 14.4%)
CO02149,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 14.4%)
NY00868,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.9%)
MI00817,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.4%)
VT00333,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 18.8%)
VT00332,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 18.8%)
NY00082,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 29.9%)
NY00511,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.2%)
SD00956,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 30.7%)
CA01018,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 6.1%)
GA00836,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.4%)
NE00406,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.4%)
WY00122,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.3%)
KS07849,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.3%)
NE00239,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 4.4%)
OK22200,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.4%)
WI00481,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 38.3%)
NE00078,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 7.4%)
NE02567,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.3%)
NJ00200,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 28.8%)
NE00326,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.8%)
MA01947,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 12.8%)
MN00754,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 4.3%)
IA00349,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.0%)
PA00263,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 40.2%)
PA01230,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 39.1%)
PA01258,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 39.1%)
PA01259,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 38.7%)
PA01638,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 25.8%)
VA10925,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 6.8%)
ND00284,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 19.9%)
NE01861,both,dur72_lt_dur24,FAIL,72h < 24h from T=200 (6 of 12 T values; max deficit 21.8%)
VA01902,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 23.4%)
VA01523,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 18.9%)
VA03303,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 8.5%)
NE01038,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 24.7%)
MN00521,both,dur72_lt_dur24,FAIL,72h < 24h from T=500 (5 of 12 T values; max deficit 17.4%)
WA00539,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 11.9%)
WA00295,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 8.9%)
WA00307,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 6.6%)
OH00857,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 9.6%)
MO20732,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 0.6%)
IA03638,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.9%)
IA03630,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.6%)
IA03631,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.6%)
IA03939,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.6%)
IA03632,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 1.7%)
IA02829,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.0%)
IA02592,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.6%)
IA02595,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.1%)
IA03569,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.1%)
IA02596,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.6%)
IA04134,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 0.2%)
IA03741,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 1.2%)
IA04018,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 0.1%)
IA04118,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.4%)
IA03844,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 0.5%)
IA04122,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.7%)
IA04123,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.7%)
IA04021,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.7%)
IA03841,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.9%)
IA03842,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.9%)
IA04124,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 2.9%)
CO00932,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 10.2%)
NY00031,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 3.3%)
MO12406,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.6%)
MO12407,both,dur72_lt_dur24,FAIL,72h < 24h from T=5000 (2 of 12 T values; max deficit 3.6%)
TX00013,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.4%)
MI00650,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.4%)
OK11103,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 5.4%)
NH01073,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 0.2%)
VA08502,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 9.7%)
VA10934,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 8.3%)
VA10935,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 11.0%)
VA10931,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 8.2%)
VA10932,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 8.2%)
VA10933,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 12.3%)
VA10905,both,dur72_lt_dur24,FAIL,72h < 24h from T=1000 (4 of 12 T values; max deficit 12.9%)
VA10926,both,dur72_lt_dur24,FAIL,72h < 24h from T=2000 (3 of 12 T values; max deficit 12.0%)
NE02453,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 1.8%)
NE02536,both,dur72_lt_dur24,FAIL,72h < 24h from T=10000 (1 of 12 T values; max deficit 0.9%)
