"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"CONCONULLY","72h",10000,1e-04,257.28,230,275.09,0.059
"GRASSY LAKE","24h",2,0.5,32.65,32.5,32.91,0.004
"GRASSY LAKE","24h",5,0.2,41.89,41.72,42.1,0.003
"GRASSY LAKE","24h",10,0.1,48.2,47.77,48.54,0.005
"GRASSY LAKE","24h",25,0.04,56.41,55.31,57.13,0.011
"GRASSY LAKE","24h",50,0.02,62.67,60.91,63.83,0.016
"GRASSY LAKE","24h",100,0.01,69.03,66.41,70.66,0.021
"GRASSY LAKE","24h",200,0.005,75.52,71.92,77.74,0.026
"GRASSY LAKE","24h",500,0.002,84.32,79.14,87.53,0.034
"GRASSY LAKE","24h",1000,0.001,91.15,84.65,95.3,0.04
"GRASSY LAKE","24h",2000,5e-04,98.14,90.09,103.36,0.046
"GRASSY LAKE","24h",5000,2e-04,107.63,97.26,114.47,0.054
"GRASSY LAKE","24h",10000,1e-04,115.01,102.83,123.26,0.06
"GRASSY LAKE","72h",2,0.5,49.4,49.2,49.75,0.004
"GRASSY LAKE","72h",5,0.2,63.09,62.85,63.37,0.002
"GRASSY LAKE","72h",10,0.1,72.38,71.79,72.85,0.005
"GRASSY LAKE","72h",25,0.04,84.38,82.9,85.38,0.01
"GRASSY LAKE","72h",50,0.02,93.47,91.11,95.01,0.014
"GRASSY LAKE","72h",100,0.01,102.67,99.23,104.86,0.018
"GRASSY LAKE","72h",200,0.005,111.99,107.26,115.04,0.023
"GRASSY LAKE","72h",500,0.002,124.56,117.71,129.05,0.03
"GRASSY LAKE","72h",1000,0.001,134.26,125.6,139.92,0.035
"GRASSY LAKE","72h",2000,5e-04,144.13,133.47,151.05,0.04
"GRASSY LAKE","72h",5000,2e-04,157.46,143.83,166.44,0.047
"GRASSY LAKE","72h",10000,1e-04,167.75,151.7,178.45,0.053
"WASCO DAM","24h",2,0.5,72.01,71.58,72.69,0.005
"WASCO DAM","24h",5,0.2,95.05,94.62,95.57,0.003
"WASCO DAM","24h",10,0.1,110.87,109.83,111.79,0.006
"WASCO DAM","24h",25,0.04,131.52,128.7,133.54,0.012
"WASCO DAM","24h",50,0.02,147.33,142.71,150.54,0.017
"WASCO DAM","24h",100,0.01,163.46,156.7,168.06,0.023
"WASCO DAM","24h",200,0.005,179.97,170.5,186.35,0.029
"WASCO DAM","24h",500,0.002,202.43,188.51,211.8,0.037
"WASCO DAM","24h",1000,0.001,219.94,202.14,232.26,0.043
"WASCO DAM","24h",2000,5e-04,237.92,216.16,253.42,0.05
"WASCO DAM","24h",5000,2e-04,262.43,234.16,282.95,0.059
"WASCO DAM","24h",10000,1e-04,281.56,247.76,306.51,0.065
"WASCO DAM","72h",2,0.5,120.39,119.69,121.73,0.006
"WASCO DAM","72h",5,0.2,153.69,153.04,154.58,0.003
"WASCO DAM","72h",10,0.1,177.55,175.48,178.98,0.006
"WASCO DAM","72h",25,0.04,211.65,206.6,214.98,0.013
"WASCO DAM","72h",50,0.02,240.69,232.26,246.04,0.019
"WASCO DAM","72h",100,0.01,273.33,260.34,281.43,0.026
"WASCO DAM","72h",200,0.005,310.26,291.26,321.99,0.033
"WASCO DAM","72h",500,0.002,366.79,337.18,384.61,0.043
"WASCO DAM","72h",1000,0.001,416.38,376.32,439.5,0.051
"WASCO DAM","72h",2000,5e-04,472.75,419.78,502.54,0.06
"WASCO DAM","72h",5000,2e-04,559.33,484.72,602.36,0.071
"WASCO DAM","72h",10000,1e-04,635.35,541.12,689.83,0.08
"FOURMILE LAKE","24h",2,0.5,51.3,51.02,51.79,0.005
"FOURMILE LAKE","24h",5,0.2,68.88,68.59,69.25,0.003
"FOURMILE LAKE","24h",10,0.1,81.12,80.39,81.67,0.005
"FOURMILE LAKE","24h",25,0.04,97.31,95.38,98.52,0.011
"FOURMILE LAKE","24h",50,0.02,109.87,106.62,111.79,0.016
"FOURMILE LAKE","24h",100,0.01,122.81,117.85,125.84,0.022
"FOURMILE LAKE","24h",200,0.005,136.2,129.19,140.64,0.028
"FOURMILE LAKE","24h",500,0.002,154.65,144.33,160.99,0.036
"FOURMILE LAKE","24h",1000,0.001,169.21,155.96,177.44,0.042
"FOURMILE LAKE","24h",2000,5e-04,184.32,167.68,194.74,0.048
"FOURMILE LAKE","24h",5000,2e-04,205.17,183.31,219.31,0.057
"FOURMILE LAKE","24h",10000,1e-04,221.65,195.33,239.15,0.064
"FOURMILE LAKE","72h",2,0.5,81.56,81.12,82.32,0.005
"FOURMILE LAKE","72h",5,0.2,108.57,108.04,109.2,0.003
"FOURMILE LAKE","72h",10,0.1,126.64,125.39,127.64,0.006
"FOURMILE LAKE","72h",25,0.04,149.68,146.61,151.78,0.011
"FOURMILE LAKE","72h",50,0.02,166.92,162.11,170.2,0.016
"FOURMILE LAKE","72h",100,0.01,184.17,176.82,189.02,0.021
"FOURMILE LAKE","72h",200,0.005,201.48,191.26,208.07,0.027
"FOURMILE LAKE","72h",500,0.002,224.52,209.98,233.77,0.034
"FOURMILE LAKE","72h",1000,0.001,242.09,223.87,253.54,0.04
"FOURMILE LAKE","72h",2000,5e-04,259.78,237.51,273.99,0.045
"FOURMILE LAKE","72h",5000,2e-04,283.37,255.08,302.26,0.053
"FOURMILE LAKE","72h",10000,1e-04,301.36,268.12,323.7,0.059
"SILVER JACK","24h",2,0.5,30.17,30,30.41,0.004
"SILVER JACK","24h",5,0.2,39.62,39.45,39.83,0.003
"SILVER JACK","24h",10,0.1,45.94,45.51,46.27,0.005
"SILVER JACK","24h",25,0.04,53.99,52.95,54.73,0.01
"SILVER JACK","24h",50,0.02,60.02,58.4,61.18,0.015
"SILVER JACK","24h",100,0.01,66.04,63.76,67.73,0.02
"SILVER JACK","24h",200,0.005,72.09,68.9,74.53,0.025
"SILVER JACK","24h",500,0.002,80.13,75.5,83.61,0.031
"SILVER JACK","24h",1000,0.001,86.26,80.42,90.7,0.037
"SILVER JACK","24h",2000,5e-04,92.43,85.31,97.93,0.042
"SILVER JACK","24h",5000,2e-04,100.65,91.56,107.63,0.049
"SILVER JACK","24h",10000,1e-04,106.91,96.16,115.29,0.055
"SILVER JACK","72h",2,0.5,39.96,39.75,40.25,0.004
"SILVER JACK","72h",5,0.2,52.16,51.94,52.41,0.003
"SILVER JACK","72h",10,0.1,60.17,59.65,60.59,0.005
"SILVER JACK","72h",25,0.04,70.22,68.98,71.16,0.01
"SILVER JACK","72h",50,0.02,77.63,75.63,79.1,0.014
"SILVER JACK","72h",100,0.01,84.94,82.14,86.99,0.018
"SILVER JACK","72h",200,0.005,92.19,88.4,95,0.023
"SILVER JACK","72h",500,0.002,101.68,96.37,105.76,0.029
"SILVER JACK","72h",1000,0.001,108.81,102.22,114,0.034
"SILVER JACK","72h",2000,5e-04,115.9,107.88,122.33,0.039
"SILVER JACK","72h",5000,2e-04,125.21,115.18,133.47,0.045
"SILVER JACK","72h",10000,1e-04,132.2,120.5,141.97,0.05
"MANN CREEK","24h",2,0.5,32.8,32.66,33.04,0.004
"MANN CREEK","24h",5,0.2,42.64,42.49,42.83,0.002
"MANN CREEK","24h",10,0.1,49.48,49.07,49.78,0.004
"MANN CREEK","24h",25,0.04,58.51,57.46,59.17,0.009
"MANN CREEK","24h",50,0.02,65.51,63.78,66.58,0.014
"MANN CREEK","24h",100,0.01,72.71,70.16,74.29,0.019
"MANN CREEK","24h",200,0.005,80.16,76.59,82.38,0.024
"MANN CREEK","24h",500,0.002,90.41,85.25,93.71,0.031
"MANN CREEK","24h",1000,0.001,98.49,91.92,102.78,0.036
"MANN CREEK","24h",2000,5e-04,106.87,98.67,112.18,0.042
"MANN CREEK","24h",5000,2e-04,118.42,107.7,125.42,0.049
"MANN CREEK","24h",10000,1e-04,127.53,114.69,136.11,0.055
"MANN CREEK","72h",2,0.5,49.02,48.8,49.33,0.003
"MANN CREEK","72h",5,0.2,63.09,62.85,63.33,0.002
"MANN CREEK","72h",10,0.1,72.49,71.94,72.91,0.004
"MANN CREEK","72h",25,0.04,84.47,83.14,85.47,0.009
"MANN CREEK","72h",50,0.02,93.43,91.31,94.97,0.012
"MANN CREEK","72h",100,0.01,102.38,99.31,104.7,0.016
"MANN CREEK","72h",200,0.005,111.37,107.18,114.53,0.021
"MANN CREEK","72h",500,0.002,123.32,117.42,127.82,0.027
"MANN CREEK","72h",1000,0.001,132.42,124.98,138.16,0.031
"MANN CREEK","72h",2000,5e-04,141.58,132.49,148.72,0.036
"MANN CREEK","72h",5000,2e-04,153.79,142.28,163.03,0.042
"MANN CREEK","72h",10000,1e-04,163.1,149.56,174.08,0.047
"LAKE ALICE NO. 1","24h",2,0.5,42.27,42.01,42.64,0.005
"LAKE ALICE NO. 1","24h",5,0.2,57.96,57.69,58.27,0.003
"LAKE ALICE NO. 1","24h",10,0.1,68.38,67.66,68.91,0.006
"LAKE ALICE NO. 1","24h",25,0.04,81.58,79.92,82.8,0.011
"LAKE ALICE NO. 1","24h",50,0.02,91.4,88.84,93.29,0.016
"LAKE ALICE NO. 1","24h",100,0.01,101.17,97.47,103.87,0.021
"LAKE ALICE NO. 1","24h",200,0.005,110.93,105.87,114.58,0.026
"LAKE ALICE NO. 1","24h",500,0.002,123.84,116.67,129.1,0.032
"LAKE ALICE NO. 1","24h",1000,0.001,133.63,124.69,140.29,0.038
"LAKE ALICE NO. 1","24h",2000,5e-04,143.43,132.72,151.67,0.043
"LAKE ALICE NO. 1","24h",5000,2e-04,156.42,142.85,167.02,0.05
"LAKE ALICE NO. 1","24h",10000,1e-04,166.27,150.24,178.78,0.055
"LAKE ALICE NO. 1","72h",2,0.5,52.24,51.91,52.67,0.005
"LAKE ALICE NO. 1","72h",5,0.2,71.07,70.71,71.44,0.003
"LAKE ALICE NO. 1","72h",10,0.1,83.14,82.32,83.8,0.006
"LAKE ALICE NO. 1","72h",25,0.04,97.97,96.14,99.41,0.01
"LAKE ALICE NO. 1","72h",50,0.02,108.67,105.83,110.88,0.015
"LAKE ALICE NO. 1","72h",100,0.01,119.04,115.09,122.21,0.019
"LAKE ALICE NO. 1","72h",200,0.005,129.14,123.77,133.39,0.023
"LAKE ALICE NO. 1","72h",500,0.002,142.09,134.81,148.15,0.029
"LAKE ALICE NO. 1","72h",1000,0.001,151.63,142.78,159.21,0.034
"LAKE ALICE NO. 1","72h",2000,5e-04,160.94,150.29,170.14,0.039
"LAKE ALICE NO. 1","72h",5000,2e-04,172.91,159.61,184.59,0.045
"LAKE ALICE NO. 1","72h",10000,1e-04,181.72,166.25,195.45,0.049
"NORTH SCOOTENEY DIKE","24h",2,0.5,37.79,37.6,38.18,0.006
"NORTH SCOOTENEY DIKE","24h",5,0.2,48.43,48.29,48.69,0.003
"NORTH SCOOTENEY DIKE","24h",10,0.1,56.24,55.66,56.69,0.006
"NORTH SCOOTENEY DIKE","24h",25,0.04,67.63,66.09,68.63,0.012
"NORTH SCOOTENEY DIKE","24h",50,0.02,77.51,74.92,79.11,0.018
"NORTH SCOOTENEY DIKE","24h",100,0.01,88.79,84.79,91.1,0.025
"NORTH SCOOTENEY DIKE","24h",200,0.005,101.76,95.92,105.13,0.032
"NORTH SCOOTENEY DIKE","24h",500,0.002,121.97,112.91,127.28,0.041
"NORTH SCOOTENEY DIKE","24h",1000,0.001,140.03,127.44,147.15,0.049
"NORTH SCOOTENEY DIKE","24h",2000,5e-04,160.87,143.98,170.29,0.057
"NORTH SCOOTENEY DIKE","24h",5000,2e-04,193.48,169.53,207.15,0.069
"NORTH SCOOTENEY DIKE","24h",10000,1e-04,222.63,191.66,240.7,0.077
"NORTH SCOOTENEY DIKE","72h",2,0.5,53.16,52.92,53.6,0.004
"NORTH SCOOTENEY DIKE","72h",5,0.2,66.42,66.18,66.72,0.003
"NORTH SCOOTENEY DIKE","72h",10,0.1,75.68,74.98,76.25,0.005
"NORTH SCOOTENEY DIKE","72h",25,0.04,88.66,86.99,89.85,0.01
"NORTH SCOOTENEY DIKE","72h",50,0.02,99.5,96.74,101.36,0.015
"NORTH SCOOTENEY DIKE","72h",100,0.01,111.49,107.31,114.29,0.021
"NORTH SCOOTENEY DIKE","72h",200,0.005,124.83,119.02,128.8,0.026
"NORTH SCOOTENEY DIKE","72h",500,0.002,144.89,136.07,150.98,0.034
"NORTH SCOOTENEY DIKE","72h",1000,0.001,162.17,150.42,170.06,0.041
"NORTH SCOOTENEY DIKE","72h",2000,5e-04,181.51,166.21,191.68,0.048
"NORTH SCOOTENEY DIKE","72h",5000,2e-04,210.66,189.26,224.72,0.057
"NORTH SCOOTENEY DIKE","72h",10000,1e-04,235.79,208.75,253.16,0.064
"SCOOTENEY RESERVOIR OUTLET DAM","24h",2,0.5,36.51,36.33,36.91,0.006
"SCOOTENEY RESERVOIR OUTLET DAM","24h",5,0.2,46.68,46.54,46.93,0.003
"SCOOTENEY RESERVOIR OUTLET DAM","24h",10,0.1,54.14,53.6,54.56,0.006
"SCOOTENEY RESERVOIR OUTLET DAM","24h",25,0.04,65.02,63.54,65.9,0.012
"SCOOTENEY RESERVOIR OUTLET DAM","24h",50,0.02,74.46,71.99,75.85,0.018
"SCOOTENEY RESERVOIR OUTLET DAM","24h",100,0.01,85.24,81.28,87.27,0.025
"SCOOTENEY RESERVOIR OUTLET DAM","24h",200,0.005,97.63,91.71,100.64,0.032
"SCOOTENEY RESERVOIR OUTLET DAM","24h",500,0.002,116.95,107.7,121.7,0.041
"SCOOTENEY RESERVOIR OUTLET DAM","24h",1000,0.001,134.19,121.66,140.42,0.049
"SCOOTENEY RESERVOIR OUTLET DAM","24h",2000,5e-04,154.11,137.45,162.53,0.057
"SCOOTENEY RESERVOIR OUTLET DAM","24h",5000,2e-04,185.25,161.18,197.57,0.068
"SCOOTENEY RESERVOIR OUTLET DAM","24h",10000,1e-04,213.09,181.66,229.22,0.077
"SCOOTENEY RESERVOIR OUTLET DAM","72h",2,0.5,50.56,50.31,50.98,0.004
"SCOOTENEY RESERVOIR OUTLET DAM","72h",5,0.2,63.12,62.9,63.43,0.003
"SCOOTENEY RESERVOIR OUTLET DAM","72h",10,0.1,71.94,71.28,72.5,0.005
"SCOOTENEY RESERVOIR OUTLET DAM","72h",25,0.04,84.34,82.65,85.53,0.011
"SCOOTENEY RESERVOIR OUTLET DAM","72h",50,0.02,94.74,91.96,96.53,0.016
"SCOOTENEY RESERVOIR OUTLET DAM","72h",100,0.01,106.28,102.16,109.04,0.021
"SCOOTENEY RESERVOIR OUTLET DAM","72h",200,0.005,119.16,113.32,122.91,0.027
"SCOOTENEY RESERVOIR OUTLET DAM","72h",500,0.002,138.6,129.78,144.26,0.036
"SCOOTENEY RESERVOIR OUTLET DAM","72h",1000,0.001,155.4,143.78,162.99,0.042
"SCOOTENEY RESERVOIR OUTLET DAM","72h",2000,5e-04,174.27,159.13,184.23,0.049
"SCOOTENEY RESERVOIR OUTLET DAM","72h",5000,2e-04,202.81,181.93,216.88,0.059
"SCOOTENEY RESERVOIR OUTLET DAM","72h",10000,1e-04,227.5,201.15,245.65,0.066
"SCOOTENEY DIKE 1","24h",2,0.5,36.77,36.59,37.17,0.006
"SCOOTENEY DIKE 1","24h",5,0.2,47.07,46.93,47.32,0.003
"SCOOTENEY DIKE 1","24h",10,0.1,54.63,54.08,55.04,0.005
"SCOOTENEY DIKE 1","24h",25,0.04,65.66,64.18,66.57,0.012
"SCOOTENEY DIKE 1","24h",50,0.02,75.22,72.6,76.63,0.018
"SCOOTENEY DIKE 1","24h",100,0.01,86.15,82.08,88.25,0.025
"SCOOTENEY DIKE 1","24h",200,0.005,98.7,92.75,101.75,0.032
"SCOOTENEY DIKE 1","24h",500,0.002,118.28,108.92,123.14,0.041
"SCOOTENEY DIKE 1","24h",1000,0.001,135.75,123.07,142.31,0.049
"SCOOTENEY DIKE 1","24h",2000,5e-04,155.94,139.15,164.61,0.058
"SCOOTENEY DIKE 1","24h",5000,2e-04,187.5,163.56,199.82,0.069
"SCOOTENEY DIKE 1","24h",10000,1e-04,215.72,184.62,231.59,0.077
"SCOOTENEY DIKE 1","72h",2,0.5,50.56,50.32,50.98,0.004
"SCOOTENEY DIKE 1","72h",5,0.2,63.12,62.9,63.43,0.003
"SCOOTENEY DIKE 1","72h",10,0.1,71.94,71.28,72.5,0.005
"SCOOTENEY DIKE 1","72h",25,0.04,84.34,82.67,85.49,0.011
"SCOOTENEY DIKE 1","72h",50,0.02,94.74,91.97,96.52,0.016
"SCOOTENEY DIKE 1","72h",100,0.01,106.28,102.17,108.91,0.021
"SCOOTENEY DIKE 1","72h",200,0.005,119.16,113.34,122.87,0.027
"SCOOTENEY DIKE 1","72h",500,0.002,138.6,129.81,144.19,0.036
"SCOOTENEY DIKE 1","72h",1000,0.001,155.4,143.8,162.98,0.042
"SCOOTENEY DIKE 1","72h",2000,5e-04,174.27,159.19,184.18,0.049
"SCOOTENEY DIKE 1","72h",5000,2e-04,202.81,181.81,216.65,0.059
"SCOOTENEY DIKE 1","72h",10000,1e-04,227.5,200.86,245.08,0.066
"LEWISTON","24h",2,0.5,75.22,74.79,75.92,0.005
"LEWISTON","24h",5,0.2,96.83,96.38,97.35,0.003
"LEWISTON","24h",10,0.1,111.82,110.64,112.71,0.006
"LEWISTON","24h",25,0.04,132.66,129.8,134.66,0.012
"LEWISTON","24h",50,0.02,149.95,145.33,153.15,0.017
"LEWISTON","24h",100,0.01,168.98,162.15,173.38,0.022
"LEWISTON","24h",200,0.005,190.05,180.26,196.25,0.028
"LEWISTON","24h",500,0.002,221.53,207.08,230.89,0.036
"LEWISTON","24h",1000,0.001,248.47,229.47,261.37,0.043
"LEWISTON","24h",2000,5e-04,278.47,253.97,295.21,0.05
"LEWISTON","24h",5000,2e-04,323.41,289.93,346.4,0.059
"LEWISTON","24h",10000,1e-04,361.93,320.09,391.14,0.066
"LEWISTON","72h",2,0.5,120.89,120.16,121.86,0.004
"LEWISTON","72h",5,0.2,163.53,162.71,164.35,0.003
"LEWISTON","72h",10,0.1,191.29,189.44,192.75,0.005
"LEWISTON","72h",25,0.04,225.82,221.74,228.86,0.01
"LEWISTON","72h",50,0.02,251.05,244.74,255.51,0.014
"LEWISTON","72h",100,0.01,275.79,266.74,282.38,0.019
"LEWISTON","72h",200,0.005,300.12,287.97,309.3,0.023
"LEWISTON","72h",500,0.002,331.75,314.59,344.69,0.029
"LEWISTON","72h",1000,0.001,355.31,333.97,372.05,0.034
"LEWISTON","72h",2000,5e-04,378.57,352.93,399.56,0.039
"LEWISTON","72h",5000,2e-04,408.86,376.98,435.79,0.045
"LEWISTON","72h",10000,1e-04,431.44,394,462.98,0.05
"WILLOW CREEK","24h",2,0.5,37.48,37.07,38.31,0.012
"WILLOW CREEK","24h",5,0.2,50.56,50.36,51.09,0.005
"WILLOW CREEK","24h",10,0.1,60.93,60.05,61.8,0.009
"WILLOW CREEK","24h",25,0.04,77.07,74.05,79.24,0.022
"WILLOW CREEK","24h",50,0.02,91.96,86.48,95.46,0.034
"WILLOW CREEK","24h",100,0.01,109.86,100.9,115.26,0.046
"WILLOW CREEK","24h",200,0.005,131.5,117.69,139.16,0.06
"WILLOW CREEK","24h",500,0.002,167.3,144.52,180.06,0.079
"WILLOW CREEK","24h",1000,0.001,201.16,168.7,219.12,0.093
"WILLOW CREEK","24h",2000,5e-04,242.29,196.88,267,0.108
"WILLOW CREEK","24h",5000,2e-04,310.52,241.78,347.55,0.128
"WILLOW CREEK","24h",10000,1e-04,375.14,282.74,424.84,0.143
"WILLOW CREEK","72h",2,0.5,49.02,48.5,50.34,0.014
"WILLOW CREEK","72h",5,0.2,67.63,67.46,68.49,0.007
"WILLOW CREEK","72h",10,0.1,82.82,81.48,84.02,0.009
"WILLOW CREEK","72h",25,0.04,107.06,102.27,109.71,0.024
"WILLOW CREEK","72h",50,0.02,129.92,120.94,134.34,0.037
"WILLOW CREEK","72h",100,0.01,157.93,142.93,164.68,0.051
"WILLOW CREEK","72h",200,0.005,192.43,169.03,202.66,0.066
"WILLOW CREEK","72h",500,0.002,250.78,211.16,267.7,0.086
"WILLOW CREEK","72h",1000,0.001,307.18,250.38,331.12,0.102
"WILLOW CREEK","72h",2000,5e-04,376.96,296.43,410.94,0.118
"WILLOW CREEK","72h",5000,2e-04,495.29,371.23,548.48,0.139
"WILLOW CREEK","72h",10000,1e-04,609.78,440.28,682.75,0.154
"SPECTACLE LAKE DIKE","24h",2,0.5,41.3,41.09,41.68,0.005
"SPECTACLE LAKE DIKE","24h",5,0.2,54.32,54.08,54.59,0.003
"SPECTACLE LAKE DIKE","24h",10,0.1,63.26,62.65,63.73,0.006
"SPECTACLE LAKE DIKE","24h",25,0.04,74.91,73.24,75.89,0.012
"SPECTACLE LAKE DIKE","24h",50,0.02,83.83,81.09,85.33,0.017
"SPECTACLE LAKE DIKE","24h",100,0.01,92.91,88.91,95.13,0.023
"SPECTACLE LAKE DIKE","24h",200,0.005,102.2,96.74,105.23,0.029
"SPECTACLE LAKE DIKE","24h",500,0.002,114.84,107.09,119.27,0.037
"SPECTACLE LAKE DIKE","24h",1000,0.001,124.68,114.82,130.37,0.043
"SPECTACLE LAKE DIKE","24h",2000,5e-04,134.77,122.51,141.94,0.05
"SPECTACLE LAKE DIKE","24h",5000,2e-04,148.52,132.65,158.12,0.058
"SPECTACLE LAKE DIKE","24h",10000,1e-04,159.24,140.31,170.87,0.065
"SPECTACLE LAKE DIKE","72h",2,0.5,59.7,59.38,60.22,0.005
"SPECTACLE LAKE DIKE","72h",5,0.2,78.61,78.27,79.02,0.003
"SPECTACLE LAKE DIKE","72h",10,0.1,91.52,90.66,92.2,0.005
"SPECTACLE LAKE DIKE","72h",25,0.04,108.29,106.17,109.74,0.011
"SPECTACLE LAKE DIKE","72h",50,0.02,121.07,117.52,123.47,0.016
"SPECTACLE LAKE DIKE","72h",100,0.01,134.05,128.84,137.67,0.021
"SPECTACLE LAKE DIKE","72h",200,0.005,147.28,140.07,152.29,0.027
"SPECTACLE LAKE DIKE","72h",500,0.002,165.2,154.82,172.13,0.034
"SPECTACLE LAKE DIKE","72h",1000,0.001,179.1,165.72,187.9,0.04
"SPECTACLE LAKE DIKE","72h",2000,5e-04,193.32,176.62,204.56,0.046
"SPECTACLE LAKE DIKE","72h",5000,2e-04,212.61,191.26,227.4,0.054
"SPECTACLE LAKE DIKE","72h",10000,1e-04,227.59,202.37,245.42,0.06
"BOR STATELINE SUMMIT CO.","24h",2,0.5,29.13,28.96,29.43,0.006
"BOR STATELINE SUMMIT CO.","24h",5,0.2,37.97,37.83,38.19,0.003
"BOR STATELINE SUMMIT CO.","24h",10,0.1,44.35,43.9,44.72,0.006
"BOR STATELINE SUMMIT CO.","24h",25,0.04,53.53,52.34,54.28,0.012
"BOR STATELINE SUMMIT CO.","24h",50,0.02,61.39,59.33,62.65,0.018
"BOR STATELINE SUMMIT CO.","24h",100,0.01,70.26,67.11,72.18,0.024
"BOR STATELINE SUMMIT CO.","24h",200,0.005,80.34,75.7,82.97,0.031
"BOR STATELINE SUMMIT CO.","24h",500,0.002,95.86,88.85,99.78,0.04
"BOR STATELINE SUMMIT CO.","24h",1000,0.001,109.55,100.15,114.63,0.047
"BOR STATELINE SUMMIT CO.","24h",2000,5e-04,125.18,112.82,132.17,0.055
"BOR STATELINE SUMMIT CO.","24h",5000,2e-04,149.31,131.76,159.54,0.065
"BOR STATELINE SUMMIT CO.","24h",10000,1e-04,170.6,147.93,183.69,0.073
"BOR STATELINE SUMMIT CO.","72h",2,0.5,39.09,38.87,39.48,0.005
"BOR STATELINE SUMMIT CO.","72h",5,0.2,51.21,51.02,51.48,0.003
"BOR STATELINE SUMMIT CO.","72h",10,0.1,59.81,59.23,60.3,0.006
"BOR STATELINE SUMMIT CO.","72h",25,0.04,72.01,70.49,73.05,0.011
"BOR STATELINE SUMMIT CO.","72h",50,0.02,82.31,79.84,83.91,0.016
"BOR STATELINE SUMMIT CO.","72h",100,0.01,93.82,90.14,96.22,0.022
"BOR STATELINE SUMMIT CO.","72h",200,0.005,106.76,101.36,110.13,0.028
"BOR STATELINE SUMMIT CO.","72h",500,0.002,126.42,118.18,131.47,0.036
"BOR STATELINE SUMMIT CO.","72h",1000,0.001,143.53,132.5,150.34,0.043
"BOR STATELINE SUMMIT CO.","72h",2000,5e-04,162.87,148.5,171.87,0.049
"BOR STATELINE SUMMIT CO.","72h",5000,2e-04,192.36,172.19,205.09,0.059
"BOR STATELINE SUMMIT CO.","72h",10000,1e-04,218.06,192.29,234.26,0.066
"SENATOR WASH","24h",2,0.5,39.5,38.23,40.95,0.022
"SENATOR WASH","24h",5,0.2,60.51,59.46,61.6,0.011
"SENATOR WASH","24h",10,0.1,75.34,72.7,77.79,0.02
"SENATOR WASH","24h",25,0.04,94.99,88.68,100.65,0.038
"SENATOR WASH","24h",50,0.02,110.24,100.1,118.87,0.051
"SENATOR WASH","24h",100,0.01,125.96,112.17,138.21,0.064
"SENATOR WASH","24h",200,0.005,142.26,124.02,159.04,0.076
"SENATOR WASH","24h",500,0.002,164.8,139.58,189.14,0.091
"SENATOR WASH","24h",1000,0.001,182.67,151.89,213.08,0.102
"SENATOR WASH","24h",2000,5e-04,201.28,164.17,238.4,0.113
"SENATOR WASH","24h",5000,2e-04,227.11,181.15,274.62,0.126
"SENATOR WASH","24h",10000,1e-04,247.61,194.23,304.05,0.136
"SENATOR WASH","72h",2,0.5,52.21,50.6,54.13,0.021
"SENATOR WASH","72h",5,0.2,79.86,78.37,81.58,0.012
"SENATOR WASH","72h",10,0.1,99.63,96.47,102.63,0.019
"SENATOR WASH","72h",25,0.04,126.39,117.83,133.71,0.038
"SENATOR WASH","72h",50,0.02,147.62,133.1,159.53,0.054
"SENATOR WASH","72h",100,0.01,169.93,148.93,188.19,0.072
"SENATOR WASH","72h",200,0.005,193.46,164.29,220.44,0.089
"SENATOR WASH","72h",500,0.002,226.62,184.22,268.19,0.114
"SENATOR WASH","72h",1000,0.001,253.37,199.76,309.22,0.134
"SENATOR WASH","72h",2000,5e-04,281.67,215.36,354.67,0.154
"SENATOR WASH","72h",5000,2e-04,321.61,235.3,421.93,0.181
"SENATOR WASH","72h",10000,1e-04,353.86,250.75,479.23,0.203
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",2,0.5,42.49,42.21,42.89,0.005
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",5,0.2,58.14,57.86,58.45,0.003
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",10,0.1,68.47,67.82,69.05,0.006
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",25,0.04,81.51,79.9,82.82,0.011
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",50,0.02,91.16,88.52,93.3,0.016
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",100,0.01,100.72,96.89,103.87,0.02
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",200,0.005,110.24,105.03,114.55,0.025
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",500,0.002,122.77,115.58,128.81,0.032
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",1000,0.001,132.22,123.21,139.66,0.037
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",2000,5e-04,141.65,130.6,150.56,0.043
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",5000,2e-04,154.1,140.16,165.6,0.05
"LAKE ALICE LOWER DAM (NO 1 1-2)","24h",10000,1e-04,163.5,147.19,177.21,0.055
"LAKE ALICE LOWER DAM (NO 1 1-2)","72h",2,0.5,52.51,52.16,52.95,0.004
"LAKE ALICE LOWER DAM (NO 1 1-2)","72h",5,0.2,71.31,70.96,71.68,0.003
"LAKE ALICE LOWER DAM (NO 1 1-2)","72h",10,0.1,83.32,82.52,84,0.005
