"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"BOR ARTHUR V WATKINS","72h",500,0.002,165.44,153.67,171.61,0.037
"BOR ARTHUR V WATKINS","72h",1000,0.001,186.35,170.67,194.69,0.044
"BOR ARTHUR V WATKINS","72h",2000,5e-04,209.88,189.56,220.83,0.051
"BOR ARTHUR V WATKINS","72h",5000,2e-04,245.58,217.18,260.92,0.061
"BOR ARTHUR V WATKINS","72h",10000,1e-04,276.56,240.45,296.07,0.069
"MINIDOKA SOUTH DIKE","24h",2,0.5,26.11,25.98,26.3,0.004
"MINIDOKA SOUTH DIKE","24h",5,0.2,34.89,34.76,35.05,0.003
"MINIDOKA SOUTH DIKE","24h",10,0.1,40.92,40.57,41.18,0.005
"MINIDOKA SOUTH DIKE","24h",25,0.04,48.77,47.92,49.34,0.009
"MINIDOKA SOUTH DIKE","24h",50,0.02,54.77,53.38,55.72,0.014
"MINIDOKA SOUTH DIKE","24h",100,0.01,60.89,58.87,62.28,0.018
"MINIDOKA SOUTH DIKE","24h",200,0.005,67.14,64.33,69.11,0.023
"MINIDOKA SOUTH DIKE","24h",500,0.002,75.64,71.65,78.45,0.03
"MINIDOKA SOUTH DIKE","24h",1000,0.001,82.26,77.16,85.86,0.035
"MINIDOKA SOUTH DIKE","24h",2000,5e-04,89.04,82.72,93.55,0.04
"MINIDOKA SOUTH DIKE","24h",5000,2e-04,98.28,90.17,104.16,0.047
"MINIDOKA SOUTH DIKE","24h",10000,1e-04,105.48,95.86,112.54,0.053
"MINIDOKA SOUTH DIKE","72h",2,0.5,34.63,34.47,34.88,0.004
"MINIDOKA SOUTH DIKE","72h",5,0.2,46.57,46.41,46.77,0.002
"MINIDOKA SOUTH DIKE","72h",10,0.1,54.5,54.05,54.83,0.005
"MINIDOKA SOUTH DIKE","72h",25,0.04,64.54,63.48,65.21,0.009
"MINIDOKA SOUTH DIKE","72h",50,0.02,72.04,70.44,73.07,0.012
"MINIDOKA SOUTH DIKE","72h",100,0.01,79.55,77.31,80.96,0.015
"MINIDOKA SOUTH DIKE","72h",200,0.005,87.15,84.25,88.97,0.018
"MINIDOKA SOUTH DIKE","72h",500,0.002,97.36,93.46,99.85,0.022
"MINIDOKA SOUTH DIKE","72h",1000,0.001,105.26,100.53,108.32,0.024
"MINIDOKA SOUTH DIKE","72h",2000,5e-04,113.32,107.7,117.07,0.027
"MINIDOKA SOUTH DIKE","72h",5000,2e-04,124.25,117.34,128.91,0.031
"MINIDOKA SOUTH DIKE","72h",10000,1e-04,132.75,124.69,138.15,0.033
"WICKIUP RESERVOIR (USBR)","24h",2,0.5,61.13,60.76,61.7,0.005
"WICKIUP RESERVOIR (USBR)","24h",5,0.2,80.56,80.16,80.96,0.003
"WICKIUP RESERVOIR (USBR)","24h",10,0.1,93.53,92.46,94.28,0.006
"WICKIUP RESERVOIR (USBR)","24h",25,0.04,110.02,107.51,111.62,0.012
"WICKIUP RESERVOIR (USBR)","24h",50,0.02,122.39,118.69,124.77,0.016
"WICKIUP RESERVOIR (USBR)","24h",100,0.01,134.83,129.83,138.11,0.02
"WICKIUP RESERVOIR (USBR)","24h",200,0.005,147.42,140.93,151.86,0.024
"WICKIUP RESERVOIR (USBR)","24h",500,0.002,164.41,155.61,170.59,0.03
"WICKIUP RESERVOIR (USBR)","24h",1000,0.001,177.57,166.89,185.2,0.034
"WICKIUP RESERVOIR (USBR)","24h",2000,5e-04,191.03,178.26,200.2,0.037
"WICKIUP RESERVOIR (USBR)","24h",5000,2e-04,209.33,193.48,220.72,0.042
"WICKIUP RESERVOIR (USBR)","24h",10000,1e-04,223.59,205.26,236.75,0.046
"WICKIUP RESERVOIR (USBR)","72h",2,0.5,104.96,104.32,106.18,0.006
"WICKIUP RESERVOIR (USBR)","72h",5,0.2,132.73,132.1,133.54,0.003
"WICKIUP RESERVOIR (USBR)","72h",10,0.1,152.47,150.49,153.89,0.007
"WICKIUP RESERVOIR (USBR)","72h",25,0.04,180.53,175.88,183.69,0.014
"WICKIUP RESERVOIR (USBR)","72h",50,0.02,204.29,196.51,209.21,0.021
"WICKIUP RESERVOIR (USBR)","72h",100,0.01,230.86,219.07,238.01,0.028
"WICKIUP RESERVOIR (USBR)","72h",200,0.005,260.78,243.88,270.84,0.035
"WICKIUP RESERVOIR (USBR)","72h",500,0.002,306.34,280.53,321.7,0.046
"WICKIUP RESERVOIR (USBR)","72h",1000,0.001,346.08,311.23,366.87,0.055
"WICKIUP RESERVOIR (USBR)","72h",2000,5e-04,391.05,345.33,418.28,0.064
"WICKIUP RESERVOIR (USBR)","72h",5000,2e-04,459.74,395.75,498.38,0.076
"WICKIUP RESERVOIR (USBR)","72h",10000,1e-04,519.73,438.51,569.29,0.086
"HORSESHOE","24h",2,0.5,52.27,51.96,52.7,0.004
"HORSESHOE","24h",5,0.2,70.89,70.63,71.24,0.003
"HORSESHOE","24h",10,0.1,83.51,82.78,84.05,0.005
"HORSESHOE","24h",25,0.04,99.78,98.04,101.14,0.01
"HORSESHOE","24h",50,0.02,112.09,109.29,114.25,0.014
"HORSESHOE","24h",100,0.01,124.52,120.35,127.65,0.019
"HORSESHOE","24h",200,0.005,137.11,131.28,141.67,0.024
"HORSESHOE","24h",500,0.002,154.05,145.6,160.77,0.03
"HORSESHOE","24h",1000,0.001,167.11,156.37,175.56,0.036
"HORSESHOE","24h",2000,5e-04,180.38,167.03,190.78,0.041
"HORSESHOE","24h",5000,2e-04,198.27,181.13,211.59,0.048
"HORSESHOE","24h",10000,1e-04,212.06,191.7,227.87,0.053
"HORSESHOE","72h",2,0.5,69.81,69.4,70.49,0.005
"HORSESHOE","72h",5,0.2,96.85,96.47,97.34,0.003
"HORSESHOE","72h",10,0.1,115.75,114.75,116.56,0.005
"HORSESHOE","72h",25,0.04,140.84,138.11,142.7,0.01
"HORSESHOE","72h",50,0.02,160.36,155.8,163.33,0.015
"HORSESHOE","72h",100,0.01,180.55,173.67,185.1,0.02
"HORSESHOE","72h",200,0.005,201.48,191.62,207.78,0.026
"HORSESHOE","72h",500,0.002,230.43,215.72,239.73,0.033
"HORSESHOE","72h",1000,0.001,253.35,234.46,265.52,0.039
"HORSESHOE","72h",2000,5e-04,277.2,253.53,292.7,0.045
"HORSESHOE","72h",5000,2e-04,310.23,279.25,330.93,0.053
"HORSESHOE","72h",10000,1e-04,336.4,299.15,361.59,0.059
"WARM SPRINGS RES. (USBR)","24h",2,0.5,24.27,24.16,24.48,0.005
"WARM SPRINGS RES. (USBR)","24h",5,0.2,32.34,32.22,32.51,0.003
"WARM SPRINGS RES. (USBR)","24h",10,0.1,38,37.67,38.26,0.005
"WARM SPRINGS RES. (USBR)","24h",25,0.04,45.53,44.68,46.11,0.01
"WARM SPRINGS RES. (USBR)","24h",50,0.02,51.41,49.99,52.28,0.015
"WARM SPRINGS RES. (USBR)","24h",100,0.01,57.51,55.38,58.79,0.021
"WARM SPRINGS RES. (USBR)","24h",200,0.005,63.84,60.84,65.64,0.026
"WARM SPRINGS RES. (USBR)","24h",500,0.002,72.63,68.23,75.25,0.034
"WARM SPRINGS RES. (USBR)","24h",1000,0.001,79.6,73.93,82.97,0.04
"WARM SPRINGS RES. (USBR)","24h",2000,5e-04,86.88,79.67,91.04,0.046
"WARM SPRINGS RES. (USBR)","24h",5000,2e-04,96.98,87.42,102.36,0.055
"WARM SPRINGS RES. (USBR)","24h",10000,1e-04,105.01,93.42,111.52,0.061
"WARM SPRINGS RES. (USBR)","72h",2,0.5,32.6,32.44,32.83,0.004
"WARM SPRINGS RES. (USBR)","72h",5,0.2,42.62,42.43,42.83,0.003
"WARM SPRINGS RES. (USBR)","72h",10,0.1,49.17,48.74,49.52,0.005
"WARM SPRINGS RES. (USBR)","72h",25,0.04,57.35,56.29,58.06,0.01
"WARM SPRINGS RES. (USBR)","72h",50,0.02,63.35,61.7,64.42,0.014
"WARM SPRINGS RES. (USBR)","72h",100,0.01,69.25,66.98,70.82,0.018
"WARM SPRINGS RES. (USBR)","72h",200,0.005,75.07,72,77.27,0.022
"WARM SPRINGS RES. (USBR)","72h",500,0.002,82.67,78.42,85.71,0.028
"WARM SPRINGS RES. (USBR)","72h",1000,0.001,88.34,83.15,92.06,0.033
"WARM SPRINGS RES. (USBR)","72h",2000,5e-04,93.97,87.67,98.54,0.037
"WARM SPRINGS RES. (USBR)","72h",5000,2e-04,101.32,93.43,107.18,0.043
"WARM SPRINGS RES. (USBR)","72h",10000,1e-04,106.81,97.65,113.74,0.048
"EL VADO","24h",2,0.5,31.5,31.33,31.74,0.004
"EL VADO","24h",5,0.2,42.23,42.06,42.44,0.003
"EL VADO","24h",10,0.1,49.45,49.04,49.78,0.005
"EL VADO","24h",25,0.04,58.7,57.7,59.45,0.01
"EL VADO","24h",50,0.02,65.66,64.07,66.87,0.014
"EL VADO","24h",100,0.01,72.65,70.38,74.32,0.018
"EL VADO","24h",200,0.005,79.69,76.54,82.08,0.023
"EL VADO","24h",500,0.002,89.11,84.57,92.63,0.03
"EL VADO","24h",1000,0.001,96.32,90.58,100.79,0.035
"EL VADO","24h",2000,5e-04,103.62,96.58,109.15,0.04
"EL VADO","24h",5000,2e-04,113.39,104.35,120.51,0.047
"EL VADO","24h",10000,1e-04,120.89,110.19,129.29,0.052
"EL VADO","72h",2,0.5,41.47,41.24,41.78,0.004
"EL VADO","72h",5,0.2,55.05,54.82,55.33,0.003
"EL VADO","72h",10,0.1,63.91,63.36,64.35,0.005
"EL VADO","72h",25,0.04,74.95,73.67,75.93,0.009
"EL VADO","72h",50,0.02,83.04,81.1,84.7,0.013
"EL VADO","72h",100,0.01,90.98,88.05,93.39,0.017
"EL VADO","72h",200,0.005,98.81,94.86,102.08,0.022
"EL VADO","72h",500,0.002,109.01,103.42,113.56,0.028
"EL VADO","72h",1000,0.001,116.61,109.63,122.21,0.032
"EL VADO","72h",2000,5e-04,124.14,115.69,130.82,0.037
"EL VADO","72h",5000,2e-04,133.96,123.48,142.3,0.043
"EL VADO","72h",10000,1e-04,141.29,129.06,151.17,0.048
"BRADBURY","24h",2,0.5,57.66,57.07,58.59,0.009
"BRADBURY","24h",5,0.2,86.86,86.32,87.49,0.004
"BRADBURY","24h",10,0.1,106.95,105.33,108.16,0.008
"BRADBURY","24h",25,0.04,133.08,129.17,135.67,0.016
"BRADBURY","24h",50,0.02,153.03,146.93,157.01,0.021
"BRADBURY","24h",100,0.01,173.38,164.89,179.16,0.026
"BRADBURY","24h",200,0.005,194.23,182.79,201.93,0.031
"BRADBURY","24h",500,0.002,222.75,207.25,233.06,0.038
"BRADBURY","24h",1000,0.001,245.11,226.12,257.77,0.042
"BRADBURY","24h",2000,5e-04,268.22,245.41,283.57,0.047
"BRADBURY","24h",5000,2e-04,299.99,271.62,319.33,0.053
"BRADBURY","24h",10000,1e-04,324.99,292.02,347.66,0.057
"BRADBURY","72h",2,0.5,74.75,73.71,76.26,0.011
"BRADBURY","72h",5,0.2,120.78,119.99,121.54,0.004
"BRADBURY","72h",10,0.1,151.96,149.43,153.94,0.009
"BRADBURY","72h",25,0.04,190.99,185.35,195.13,0.016
"BRADBURY","72h",50,0.02,219.48,211.25,225.27,0.02
"BRADBURY","72h",100,0.01,247.37,236.52,254.87,0.023
"BRADBURY","72h",200,0.005,274.8,261.32,284.2,0.026
"BRADBURY","72h",500,0.002,310.51,293.5,322.5,0.029
"BRADBURY","72h",1000,0.001,337.2,317.47,351.15,0.031
"BRADBURY","72h",2000,5e-04,363.67,341.19,379.61,0.033
"BRADBURY","72h",5000,2e-04,398.36,372.2,416.97,0.035
"BRADBURY","72h",10000,1e-04,424.42,395.45,445.06,0.037
"TIETON DAM","24h",2,0.5,82.86,82.38,83.69,0.005
"TIETON DAM","24h",5,0.2,111.39,110.91,111.97,0.003
"TIETON DAM","24h",10,0.1,131.28,129.91,132.32,0.006
"TIETON DAM","24h",25,0.04,157.61,154.26,159.86,0.012
"TIETON DAM","24h",50,0.02,178.03,172.62,181.63,0.017
"TIETON DAM","24h",100,0.01,199.1,190.85,204.43,0.023
"TIETON DAM","24h",200,0.005,220.9,209.13,228.3,0.029
"TIETON DAM","24h",500,0.002,250.97,233.61,261.89,0.038
"TIETON DAM","24h",1000,0.001,274.71,252.22,288.85,0.044
"TIETON DAM","24h",2000,5e-04,299.36,271.08,317.25,0.051
"TIETON DAM","24h",5000,2e-04,333.4,296.54,357.08,0.06
"TIETON DAM","24h",10000,1e-04,360.3,315.79,389.43,0.067
"TIETON DAM","72h",2,0.5,138.8,138.06,140.32,0.006
"TIETON DAM","72h",5,0.2,179.21,178.56,180.29,0.003
"TIETON DAM","72h",10,0.1,208.07,205.85,209.78,0.006
"TIETON DAM","72h",25,0.04,249.21,243.23,252.73,0.012
"TIETON DAM","72h",50,0.02,284.15,274.15,289.58,0.018
"TIETON DAM","72h",100,0.01,323.35,308,331.24,0.025
"TIETON DAM","72h",200,0.005,367.58,345.4,379.13,0.031
"TIETON DAM","72h",500,0.002,435.16,401.52,452.92,0.041
"TIETON DAM","72h",1000,0.001,494.28,448.84,518.12,0.049
"TIETON DAM","72h",2000,5e-04,561.36,501.58,593.04,0.057
"TIETON DAM","72h",5000,2e-04,664.13,580.68,709.1,0.067
"TIETON DAM","72h",10000,1e-04,754.15,648.27,811.88,0.076
"WICKIUP","24h",2,0.5,61.13,60.77,61.72,0.005
"WICKIUP","24h",5,0.2,80.56,80.16,80.94,0.003
"WICKIUP","24h",10,0.1,93.53,92.47,94.27,0.006
"WICKIUP","24h",25,0.04,110.02,107.6,111.6,0.012
"WICKIUP","24h",50,0.02,122.39,118.77,124.86,0.016
"WICKIUP","24h",100,0.01,134.83,129.86,138.25,0.02
"WICKIUP","24h",200,0.005,147.42,140.8,151.81,0.024
"WICKIUP","24h",500,0.002,164.41,155.67,170.28,0.03
"WICKIUP","24h",1000,0.001,177.57,166.81,184.78,0.034
"WICKIUP","24h",2000,5e-04,191.03,178.12,199.76,0.037
"WICKIUP","24h",5000,2e-04,209.33,193.22,220.27,0.042
"WICKIUP","24h",10000,1e-04,223.59,204.99,236.4,0.046
"WICKIUP","72h",2,0.5,119.84,119.17,121.06,0.005
"WICKIUP","72h",5,0.2,149.33,148.59,150.23,0.003
"WICKIUP","72h",10,0.1,169.83,168.01,171.31,0.006
"WICKIUP","72h",25,0.04,198.42,193.84,201.45,0.013
"WICKIUP","72h",50,0.02,222.21,214.59,226.82,0.018
"WICKIUP","72h",100,0.01,248.43,236.94,255.15,0.025
"WICKIUP","72h",200,0.005,277.52,261.16,286.88,0.031
"WICKIUP","72h",500,0.002,321.08,296.55,335.56,0.041
"WICKIUP","72h",1000,0.001,358.44,325.82,378.23,0.049
"WICKIUP","72h",2000,5e-04,400.11,357.6,426.46,0.057
"WICKIUP","72h",5000,2e-04,462.7,403.98,499.6,0.068
"WICKIUP","72h",10000,1e-04,516.46,442.56,563.32,0.076
"RYE PATCH","24h",2,0.5,24.72,24.56,24.96,0.005
"RYE PATCH","24h",5,0.2,34.07,33.92,34.28,0.003
"RYE PATCH","24h",10,0.1,40.49,40.06,40.81,0.006
"RYE PATCH","24h",25,0.04,48.84,47.77,49.55,0.012
"RYE PATCH","24h",50,0.02,55.23,53.47,56.37,0.017
"RYE PATCH","24h",100,0.01,61.73,59.16,63.41,0.022
"RYE PATCH","24h",200,0.005,68.38,64.84,70.69,0.028
"RYE PATCH","24h",500,0.002,77.41,72.37,80.8,0.035
"RYE PATCH","24h",1000,0.001,84.43,78.07,88.79,0.041
"RYE PATCH","24h",2000,5e-04,91.64,83.79,97.06,0.047
"RYE PATCH","24h",5000,2e-04,101.44,91.32,108.43,0.055
"RYE PATCH","24h",10000,1e-04,109.08,97.1,117.53,0.062
"RYE PATCH","72h",2,0.5,32.34,32.12,32.71,0.006
"RYE PATCH","72h",5,0.2,44.64,44.4,44.91,0.004
"RYE PATCH","72h",10,0.1,52.84,52.22,53.29,0.006
"RYE PATCH","72h",25,0.04,63.25,61.71,64.19,0.012
"RYE PATCH","72h",50,0.02,71.01,68.51,72.55,0.018
"RYE PATCH","72h",100,0.01,78.76,75.2,80.97,0.023
"RYE PATCH","72h",200,0.005,86.51,81.59,89.57,0.029
"RYE PATCH","72h",500,0.002,96.78,89.82,101.01,0.036
"RYE PATCH","72h",1000,0.001,104.59,95.94,110.05,0.042
"RYE PATCH","72h",2000,5e-04,112.43,101.92,119.28,0.048
"RYE PATCH","72h",5000,2e-04,122.85,109.63,131.58,0.056
"RYE PATCH","72h",10000,1e-04,130.77,115.18,141.09,0.062
"WEST DIKE","24h",2,0.5,69.49,68.7,70.72,0.009
"WEST DIKE","24h",5,0.2,93.6,93.12,94.35,0.004
"WEST DIKE","24h",10,0.1,111.59,109.9,113.02,0.009
"WEST DIKE","24h",25,0.04,138.21,133.41,141.63,0.019
"WEST DIKE","24h",50,0.02,161.61,153.52,167.38,0.027
"WEST DIKE","24h",100,0.01,188.62,176.17,197.93,0.037
"WEST DIKE","24h",200,0.005,220,201.59,233.68,0.047
"WEST DIKE","24h",500,0.002,269.56,240.3,291.18,0.061
"WEST DIKE","24h",1000,0.001,314.36,273.47,344.05,0.072
"WEST DIKE","24h",2000,5e-04,366.65,311,407.16,0.083
"WEST DIKE","24h",5000,2e-04,449.47,369.51,508.95,0.098
"WEST DIKE","24h",10000,1e-04,524.42,421.13,601.69,0.11
"WEST DIKE","72h",2,0.5,84.91,84.05,86.12,0.008
"WEST DIKE","72h",5,0.2,111.9,111.22,112.69,0.004
"WEST DIKE","72h",10,0.1,131.18,129.3,132.77,0.008
"WEST DIKE","72h",25,0.04,158.71,153.87,162.34,0.017
"WEST DIKE","72h",50,0.02,182.1,174.3,188.43,0.024
"WEST DIKE","72h",100,0.01,208.37,196.51,217.99,0.032
"WEST DIKE","72h",200,0.005,238.03,221.24,251.95,0.04
"WEST DIKE","72h",500,0.002,283.39,257.14,304.66,0.052
"WEST DIKE","72h",1000,0.001,323.1,287.43,351.08,0.061
"WEST DIKE","72h",2000,5e-04,368.19,320.57,406.09,0.071
"WEST DIKE","72h",5000,2e-04,437.33,370.55,491.13,0.084
"WEST DIKE","72h",10000,1e-04,497.95,413.85,566.11,0.095
"MEDICINE CREEK","24h",2,0.5,60.03,59.64,60.56,0.005
"MEDICINE CREEK","24h",5,0.2,81.77,81.43,82.2,0.003
"MEDICINE CREEK","24h",10,0.1,96.99,96.13,97.73,0.005
"MEDICINE CREEK","24h",25,0.04,117.2,114.89,119.06,0.011
"MEDICINE CREEK","24h",50,0.02,132.95,129.1,135.87,0.016
"MEDICINE CREEK","24h",100,0.01,149.24,143.53,153.69,0.021
"MEDICINE CREEK","24h",200,0.005,166.15,158.14,172.41,0.027
"MEDICINE CREEK","24h",500,0.002,189.56,178.04,198.51,0.034
"MEDICINE CREEK","24h",1000,0.001,208.1,193.28,219.78,0.04
"MEDICINE CREEK","24h",2000,5e-04,227.42,208.85,242.18,0.047
"MEDICINE CREEK","24h",5000,2e-04,254.2,229.91,273.74,0.055
"MEDICINE CREEK","24h",10000,1e-04,275.43,246.34,299.19,0.061
"MEDICINE CREEK","72h",2,0.5,71.7,71.29,72.23,0.004
"MEDICINE CREEK","72h",5,0.2,96.42,96,96.88,0.003
"MEDICINE CREEK","72h",10,0.1,112.99,112.02,113.75,0.005
"MEDICINE CREEK","72h",25,0.04,134.17,131.82,135.98,0.01
"MEDICINE CREEK","72h",50,0.02,150.06,146.43,152.89,0.014
"MEDICINE CREEK","72h",100,0.01,165.99,160.5,170.27,0.018
"MEDICINE CREEK","72h",200,0.005,182.01,174.53,188.02,0.023
"MEDICINE CREEK","72h",500,0.002,203.37,193.05,212.12,0.029
"MEDICINE CREEK","72h",1000,0.001,219.7,206.67,230.78,0.034
"MEDICINE CREEK","72h",2000,5e-04,236.17,220.26,249.8,0.039
"MEDICINE CREEK","72h",5000,2e-04,258.18,237.98,275.93,0.046
"MEDICINE CREEK","72h",10000,1e-04,275.02,251.19,296.28,0.051
"NORTON","24h",2,0.5,61.22,60.85,61.75,0.005
"NORTON","24h",5,0.2,83.51,83.17,83.94,0.003
"NORTON","24h",10,0.1,99.13,98.25,99.78,0.005
"NORTON","24h",25,0.04,119.91,117.59,121.44,0.01
"NORTON","24h",50,0.02,136.11,132.35,138.59,0.015
"NORTON","24h",100,0.01,152.88,147.19,156.78,0.02
"NORTON","24h",200,0.005,170.31,162.24,176.05,0.025
"NORTON","24h",500,0.002,194.46,182.76,202.89,0.033
"NORTON","24h",1000,0.001,213.61,198.83,224.52,0.038
"NORTON","24h",2000,5e-04,233.58,214.94,247.28,0.044
"NORTON","24h",5000,2e-04,261.28,236.9,279.28,0.052
"NORTON","24h",10000,1e-04,283.28,254.03,305.08,0.058
"NORTON","72h",2,0.5,72.66,72.28,73.14,0.004
"NORTON","72h",5,0.2,96.93,96.53,97.38,0.003
"NORTON","72h",10,0.1,112.91,111.99,113.72,0.005
"NORTON","72h",25,0.04,132.98,130.81,134.73,0.009
"NORTON","72h",50,0.02,147.79,144.42,150.6,0.013
"NORTON","72h",100,0.01,162.43,157.68,166.47,0.017
"NORTON","72h",200,0.005,176.96,170.53,182.43,0.021
"NORTON","72h",500,0.002,196.02,186.95,203.72,0.027
"NORTON","72h",1000,0.001,210.35,199.14,219.97,0.032
"NORTON","72h",2000,5e-04,224.61,211.11,236.37,0.036
"NORTON","72h",5000,2e-04,243.37,226.44,258.48,0.043
"NORTON","72h",10000,1e-04,257.48,237.76,275.52,0.047
"DEER FLAT UPPER","24h",2,0.5,27.52,27.38,27.74,0.004
"DEER FLAT UPPER","24h",5,0.2,36.4,36.27,36.57,0.003
"DEER FLAT UPPER","24h",10,0.1,42.54,42.16,42.82,0.005
"DEER FLAT UPPER","24h",25,0.04,50.61,49.69,51.26,0.01
"DEER FLAT UPPER","24h",50,0.02,56.83,55.32,57.89,0.015
"DEER FLAT UPPER","24h",100,0.01,63.21,60.94,64.77,0.02
"DEER FLAT UPPER","24h",200,0.005,69.78,66.62,72.01,0.025
"DEER FLAT UPPER","24h",500,0.002,78.77,74.18,82.03,0.033
"DEER FLAT UPPER","24h",1000,0.001,85.82,80.02,89.96,0.038
"DEER FLAT UPPER","24h",2000,5e-04,93.1,85.84,98.31,0.044
"DEER FLAT UPPER","24h",5000,2e-04,103.09,93.66,109.98,0.052
"DEER FLAT UPPER","24h",10000,1e-04,110.93,99.61,119.34,0.058
"DEER FLAT UPPER","72h",2,0.5,41.9,41.69,42.16,0.003
"DEER FLAT UPPER","72h",5,0.2,54.43,54.21,54.67,0.003
"DEER FLAT UPPER","72h",10,0.1,62.54,62.03,62.95,0.005
"DEER FLAT UPPER","72h",25,0.04,72.6,71.51,73.5,0.009
"DEER FLAT UPPER","72h",50,0.02,79.92,78.21,81.34,0.012
"DEER FLAT UPPER","72h",100,0.01,87.06,84.64,89.13,0.016
"DEER FLAT UPPER","72h",200,0.005,94.07,90.75,96.86,0.02
"DEER FLAT UPPER","72h",500,0.002,103.15,98.51,107.15,0.026
"DEER FLAT UPPER","72h",1000,0.001,109.89,104.12,114.83,0.03
"DEER FLAT UPPER","72h",2000,5e-04,116.51,109.6,122.56,0.034
"DEER FLAT UPPER","72h",5000,2e-04,125.11,116.48,132.7,0.04
"DEER FLAT UPPER","72h",10000,1e-04,131.49,121.47,140.4,0.044
"STARVATION","24h",2,0.5,31.18,30.99,31.57,0.007
"STARVATION","24h",5,0.2,40.86,40.71,41.1,0.003
"STARVATION","24h",10,0.1,47.9,47.35,48.36,0.006
"STARVATION","24h",25,0.04,58.1,56.54,59.05,0.014
"STARVATION","24h",50,0.02,66.9,64.27,68.33,0.021
"STARVATION","24h",100,0.01,76.88,72.83,79.02,0.028
"STARVATION","24h",200,0.005,88.3,82.42,91.32,0.035
"STARVATION","24h",500,0.002,105.98,96.85,110.95,0.046
"STARVATION","24h",1000,0.001,121.67,109.43,128.55,0.054
"STARVATION","24h",2000,5e-04,139.7,123.54,148.56,0.063
"STARVATION","24h",5000,2e-04,167.71,144.9,180.53,0.075
"STARVATION","24h",10000,1e-04,192.59,163.28,209,0.084
"STARVATION","72h",2,0.5,42.45,42.21,42.8,0.005
"STARVATION","72h",5,0.2,56.75,56.51,57.02,0.003
"STARVATION","72h",10,0.1,66.45,65.84,66.92,0.005
"STARVATION","72h",25,0.04,78.98,77.48,80.12,0.011
"STARVATION","72h",50,0.02,88.48,86,90.28,0.015
"STARVATION","72h",100,0.01,98.08,94.46,100.68,0.02
"STARVATION","72h",200,0.005,107.82,102.91,111.5,0.026
"STARVATION","72h",500,0.002,120.95,113.91,126.02,0.033
"STARVATION","72h",1000,0.001,131.08,122.25,137.57,0.039
"STARVATION","72h",2000,5e-04,141.39,130.56,149.53,0.044
"STARVATION","72h",5000,2e-04,155.3,141.27,166.29,0.052
"STARVATION","72h",10000,1e-04,166.05,149.3,179.29,0.058
"LOVEWELL","24h",2,0.5,65.16,64.74,65.79,0.005
"LOVEWELL","24h",5,0.2,89.07,88.67,89.56,0.003
"LOVEWELL","24h",10,0.1,105.66,104.68,106.42,0.005
"LOVEWELL","24h",25,0.04,127.55,124.96,129.33,0.011
"LOVEWELL","24h",50,0.02,144.48,140.32,147.46,0.016
"LOVEWELL","24h",100,0.01,161.89,155.7,166.42,0.021
"LOVEWELL","24h",200,0.005,179.85,170.97,186.25,0.027
"LOVEWELL","24h",500,0.002,204.54,191.31,214.07,0.035
"LOVEWELL","24h",1000,0.001,223.97,207.04,236.4,0.041
"LOVEWELL","24h",2000,5e-04,244.09,222.79,259.99,0.047
"LOVEWELL","24h",5000,2e-04,271.77,243.86,292.98,0.055
"LOVEWELL","24h",10000,1e-04,293.59,259.98,319.44,0.062
"LOVEWELL","72h",2,0.5,76.81,76.41,77.35,0.004
"LOVEWELL","72h",5,0.2,102.28,101.83,102.74,0.003
"LOVEWELL","72h",10,0.1,118.84,117.82,119.58,0.005
"LOVEWELL","72h",25,0.04,139.4,137.06,141.16,0.009
"LOVEWELL","72h",50,0.02,154.42,150.66,157.29,0.013
"LOVEWELL","72h",100,0.01,169.12,163.86,173.35,0.017
"LOVEWELL","72h",200,0.005,183.56,176.51,189.3,0.021
"LOVEWELL","72h",500,0.002,202.32,192.66,210.57,0.027
"LOVEWELL","72h",1000,0.001,216.28,204.39,226.45,0.032
"LOVEWELL","72h",2000,5e-04,230.04,215.72,241.97,0.036
"LOVEWELL","72h",5000,2e-04,247.94,230.23,262.87,0.042
"LOVEWELL","72h",10000,1e-04,261.27,240.72,278.95,0.047
"ALCOVA","24h",2,0.5,32.02,31.78,32.48,0.007
"ALCOVA","24h",5,0.2,45.39,45.18,45.73,0.004
"ALCOVA","24h",10,0.1,54.9,54.23,55.39,0.007
"ALCOVA","24h",25,0.04,67.7,65.81,68.88,0.014
"ALCOVA","24h",50,0.02,77.81,74.64,79.69,0.021
"ALCOVA","24h",100,0.01,88.39,83.49,91.07,0.028
"ALCOVA","24h",200,0.005,99.5,92.66,103.38,0.036
"ALCOVA","24h",500,0.002,115.08,105.16,121,0.046
"ALCOVA","24h",1000,0.001,127.6,114.49,135.42,0.053
"ALCOVA","24h",2000,5e-04,140.78,124.04,150.85,0.061
"ALCOVA","24h",5000,2e-04,159.29,137.26,172.66,0.072
"ALCOVA","24h",10000,1e-04,174.17,147.54,190.82,0.08
"ALCOVA","72h",2,0.5,40.4,40.07,40.91,0.007
"ALCOVA","72h",5,0.2,57.33,57.04,57.74,0.004
"ALCOVA","72h",10,0.1,69.03,68.19,69.7,0.007
"ALCOVA","72h",25,0.04,84.39,82.26,85.88,0.014
"ALCOVA","72h",50,0.02,96.21,92.64,98.58,0.02
"ALCOVA","72h",100,0.01,108.33,102.96,111.83,0.026
