"site","site_id","duration","return_period_yr","depth_circular_mm","depth_cluster_mm","band_pct","band_source"
"MANN CREEK","ID00285","72h",100,78.52,83.98,6.5,"two_method"
"MANN CREEK","ID00285","72h",200,85.41,90.91,6.05,"two_method"
"MANN CREEK","ID00285","72h",500,94.57,99.96,5.39,"two_method"
"MANN CREEK","ID00285","72h",1000,101.55,106.73,4.85,"two_method"
"MANN CREEK","ID00285","72h",2000,108.58,113.44,4.28,"two_method"
"MANN CREEK","ID00285","72h",5000,117.94,122.21,3.49,"two_method"
"MANN CREEK","ID00285","72h",10000,125.08,128.77,2.87,"two_method"
"MARTINEZ","CA10168","24h",2,89.81,89.81,0,"identical_fallback"
"MARTINEZ","CA10168","24h",5,120.5,120.5,0,"identical_fallback"
"MARTINEZ","CA10168","24h",10,141.7,141.7,0,"identical_fallback"
"MARTINEZ","CA10168","24h",25,169.54,169.54,0,"identical_fallback"
"MARTINEZ","CA10168","24h",50,190.98,190.98,0,"identical_fallback"
"MARTINEZ","CA10168","24h",100,212.94,212.94,0,"identical_fallback"
"MARTINEZ","CA10168","24h",200,235.53,235.53,0,"identical_fallback"
"MARTINEZ","CA10168","24h",500,266.45,266.45,0,"identical_fallback"
"MARTINEZ","CA10168","24h",1000,290.68,290.68,0,"identical_fallback"
"MARTINEZ","CA10168","24h",2000,315.67,315.67,0,"identical_fallback"
"MARTINEZ","CA10168","24h",5000,349.93,349.93,0,"identical_fallback"
"MARTINEZ","CA10168","24h",10000,376.81,376.81,0,"identical_fallback"
"MARTINEZ","CA10168","72h",2,131.65,131.65,0,"identical_fallback"
"MARTINEZ","CA10168","72h",5,183.52,183.52,0,"identical_fallback"
"MARTINEZ","CA10168","72h",10,219.98,219.98,0,"identical_fallback"
"MARTINEZ","CA10168","72h",25,268.61,268.61,0,"identical_fallback"
"MARTINEZ","CA10168","72h",50,306.63,306.63,0,"identical_fallback"
"MARTINEZ","CA10168","72h",100,346.09,346.09,0,"identical_fallback"
"MARTINEZ","CA10168","72h",200,387.18,387.18,0,"identical_fallback"
"MARTINEZ","CA10168","72h",500,444.26,444.26,0,"identical_fallback"
"MARTINEZ","CA10168","72h",1000,489.67,489.67,0,"identical_fallback"
"MARTINEZ","CA10168","72h",2000,537.11,537.11,0,"identical_fallback"
"MARTINEZ","CA10168","72h",5000,603.11,603.11,0,"identical_fallback"
"MARTINEZ","CA10168","72h",10000,655.65,655.65,0,"identical_fallback"
"MARYS LAKE DIKE NO. 1","CO01660","24h",2,41.32,31.01,24.95,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",5,56.06,40.98,26.9,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",10,67.31,48.12,28.51,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",25,84.28,57.8,31.42,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",50,99.46,65.48,34.16,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",100,117.26,73.56,37.27,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",200,138.24,82.09,40.62,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",500,171.97,94.12,45.27,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",1000,202.97,103.84,48.84,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",2000,239.7,114.12,52.39,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",5000,298.89,128.66,56.95,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","24h",10000,353.38,140.4,60.27,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",2,51.79,42.25,18.42,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",5,73.68,54.35,26.24,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",10,89.55,63.31,29.3,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",25,110.96,76.51,31.05,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",50,127.84,88.04,31.13,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",100,145.46,101.3,30.36,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",200,163.92,116.64,28.84,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",500,189.73,140.74,25.82,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",1000,210.41,162.42,22.81,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",2000,232.14,187.61,19.18,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",5000,262.58,227.31,13.43,"two_method"
"MARYS LAKE DIKE NO. 1","CO01660","72h",10000,286.95,263.07,8.32,"two_method"
"MASON DAM","OR00577","24h",2,33.6,31.28,6.9,"two_method"
"MASON DAM","OR00577","24h",5,43.05,40.29,6.41,"two_method"
"MASON DAM","OR00577","24h",10,50,46.4,7.2,"two_method"
"MASON DAM","OR00577","24h",25,60.15,54.29,9.74,"two_method"
"MASON DAM","OR00577","24h",50,68.97,60.27,12.61,"two_method"
"MASON DAM","OR00577","24h",100,79.06,66.31,16.13,"two_method"
"MASON DAM","OR00577","24h",200,90.67,72.43,20.12,"two_method"
"MASON DAM","OR00577","24h",500,108.79,80.68,25.84,"two_method"
"MASON DAM","OR00577","24h",1000,125,87.04,30.37,"two_method"
"MASON DAM","OR00577","24h",2000,143.74,93.52,34.94,"two_method"
"MASON DAM","OR00577","24h",5000,173.09,102.25,40.93,"two_method"
"MASON DAM","OR00577","24h",10000,199.36,109,45.33,"two_method"
"MASON DAM","OR00577","72h",2,48.15,43.47,9.72,"two_method"
"MASON DAM","OR00577","72h",5,62.02,55.18,11.03,"two_method"
"MASON DAM","OR00577","72h",10,71.53,63.21,11.63,"two_method"
"MASON DAM","OR00577","72h",25,83.92,73.68,12.2,"two_method"
"MASON DAM","OR00577","72h",50,93.4,81.69,12.54,"two_method"
"MASON DAM","OR00577","72h",100,103.05,89.84,12.82,"two_method"
"MASON DAM","OR00577","72h",200,112.93,98.18,13.06,"two_method"
"MASON DAM","OR00577","72h",500,126.34,109.52,13.31,"two_method"
"MASON DAM","OR00577","72h",1000,136.79,118.34,13.49,"two_method"
"MASON DAM","OR00577","72h",2000,147.51,127.39,13.64,"two_method"
"MASON DAM","OR00577","72h",5000,162.09,139.72,13.8,"two_method"
"MASON DAM","OR00577","72h",10000,173.46,149.32,13.92,"two_method"
"MCPHEE","CO02707","24h",2,37.37,34.28,8.27,"two_method"
"MCPHEE","CO02707","24h",5,49.73,45.72,8.06,"two_method"
"MCPHEE","CO02707","24h",10,58.13,53.72,7.59,"two_method"
"MCPHEE","CO02707","24h",25,69.01,64.32,6.8,"two_method"
"MCPHEE","CO02707","24h",50,77.27,72.57,6.08,"two_method"
"MCPHEE","CO02707","24h",100,85.64,81.1,5.3,"two_method"
"MCPHEE","CO02707","24h",200,94.14,89.94,4.46,"two_method"
"MCPHEE","CO02707","24h",500,105.62,102.15,3.29,"two_method"
"MCPHEE","CO02707","24h",1000,114.49,111.82,2.33,"two_method"
"MCPHEE","CO02707","24h",2000,123.54,121.88,1.34,"two_method"
"MCPHEE","CO02707","24h",5000,135.77,135.8,0.02,"two_method"
"MCPHEE","CO02707","24h",10000,145.24,146.83,1.08,"two_method"
"MCPHEE","CO02707","72h",2,50.2,47.47,5.44,"two_method"
"MCPHEE","CO02707","72h",5,64.81,60.98,5.91,"two_method"
"MCPHEE","CO02707","72h",10,75.05,70.45,6.13,"two_method"
"MCPHEE","CO02707","72h",25,89.44,83.77,6.34,"two_method"
"MCPHEE","CO02707","72h",50,101.49,94.93,6.46,"two_method"
"MCPHEE","CO02707","72h",100,114.85,107.31,6.57,"two_method"
"MCPHEE","CO02707","72h",200,129.75,121.12,6.65,"two_method"
"MCPHEE","CO02707","72h",500,152.22,141.94,6.75,"two_method"
"MCPHEE","CO02707","72h",1000,171.6,159.92,6.81,"two_method"
"MCPHEE","CO02707","72h",2000,193.35,180.1,6.85,"two_method"
"MCPHEE","CO02707","72h",5000,226.23,210.61,6.9,"two_method"
"MCPHEE","CO02707","72h",10000,254.64,237,6.93,"two_method"
"MEDICINE CREEK","NE01073","24h",2,60.77,61.81,1.68,"two_method"
"MEDICINE CREEK","NE01073","24h",5,82.78,84.12,1.59,"two_method"
"MEDICINE CREEK","NE01073","24h",10,98.19,99.73,1.54,"two_method"
"MEDICINE CREEK","NE01073","24h",25,118.65,120.45,1.49,"two_method"
"MEDICINE CREEK","NE01073","24h",50,134.59,136.59,1.46,"two_method"
"MEDICINE CREEK","NE01073","24h",100,151.08,153.27,1.43,"two_method"
"MEDICINE CREEK","NE01073","24h",200,168.21,170.59,1.4,"two_method"
"MEDICINE CREEK","NE01073","24h",500,191.9,194.54,1.36,"two_method"
"MEDICINE CREEK","NE01073","24h",1000,210.68,213.52,1.33,"two_method"
"MEDICINE CREEK","NE01073","24h",2000,230.23,233.27,1.3,"two_method"
"MEDICINE CREEK","NE01073","24h",5000,257.34,260.64,1.27,"two_method"
"MEDICINE CREEK","NE01073","24h",10000,278.84,282.34,1.24,"two_method"
"MEDICINE CREEK","NE01073","72h",2,72.4,74.03,2.2,"two_method"
"MEDICINE CREEK","NE01073","72h",5,97.36,99.35,2,"two_method"
"MEDICINE CREEK","NE01073","72h",10,114.1,116.44,2.01,"two_method"
"MEDICINE CREEK","NE01073","72h",25,135.49,138.39,2.1,"two_method"
"MEDICINE CREEK","NE01073","72h",50,151.53,154.95,2.21,"two_method"
"MEDICINE CREEK","NE01073","72h",100,167.61,171.62,2.34,"two_method"
"MEDICINE CREEK","NE01073","72h",200,183.79,188.46,2.48,"two_method"
"MEDICINE CREEK","NE01073","72h",500,205.36,211.04,2.69,"two_method"
"MEDICINE CREEK","NE01073","72h",1000,221.85,228.38,2.86,"two_method"
"MEDICINE CREEK","NE01073","72h",2000,238.48,245.96,3.04,"two_method"
"MEDICINE CREEK","NE01073","72h",5000,260.71,269.56,3.28,"two_method"
"MEDICINE CREEK","NE01073","72h",10000,277.71,287.71,3.48,"two_method"
"MEEKS CABIN","WY01390","24h",2,46.72,46.72,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",5,60.32,60.32,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",10,70.14,70.14,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",25,84.27,84.27,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",50,96.37,96.37,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",100,110.05,110.05,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",200,125.6,125.6,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",500,149.55,149.55,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",1000,170.67,170.67,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",2000,194.81,194.81,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",5000,232.11,232.11,0,"identical_fallback"
"MEEKS CABIN","WY01390","24h",10000,265.04,265.04,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",2,64.37,64.37,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",5,83.66,83.66,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",10,97.24,97.24,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",25,116.38,116.38,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",50,132.46,132.46,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",100,150.34,150.34,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",200,170.33,170.33,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",500,200.54,200.54,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",1000,226.7,226.7,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",2000,256.11,256.11,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",5000,300.71,300.71,0,"identical_fallback"
"MEEKS CABIN","WY01390","72h",10000,339.37,339.37,0,"identical_fallback"
"MERRITT DAM","NE01074","24h",2,52.85,55.69,5.1,"two_method"
"MERRITT DAM","NE01074","24h",5,71.98,75.96,5.24,"two_method"
"MERRITT DAM","NE01074","24h",10,84.94,89.78,5.39,"two_method"
"MERRITT DAM","NE01074","24h",25,101.66,107.69,5.6,"two_method"
"MERRITT DAM","NE01074","24h",50,114.33,121.32,5.76,"two_method"
"MERRITT DAM","NE01074","24h",100,127.12,135.14,5.93,"two_method"
"MERRITT DAM","NE01074","24h",200,140.08,149.21,6.12,"two_method"
"MERRITT DAM","NE01074","24h",500,157.53,168.23,6.36,"two_method"
"MERRITT DAM","NE01074","24h",1000,170.98,182.96,6.55,"two_method"
"MERRITT DAM","NE01074","24h",2000,184.66,198.01,6.74,"two_method"
"MERRITT DAM","NE01074","24h",5000,203.1,218.39,7,"two_method"
"MERRITT DAM","NE01074","24h",10000,217.33,234.2,7.2,"two_method"
"MERRITT DAM","NE01074","72h",2,63.86,67.13,4.87,"two_method"
"MERRITT DAM","NE01074","72h",5,85.74,91.61,6.41,"two_method"
"MERRITT DAM","NE01074","72h",10,100.21,108.42,7.57,"two_method"
"MERRITT DAM","NE01074","72h",25,118.48,130.37,9.12,"two_method"
"MERRITT DAM","NE01074","72h",50,132.01,147.18,10.31,"two_method"
"MERRITT DAM","NE01074","72h",100,145.43,164.32,11.5,"two_method"
"MERRITT DAM","NE01074","72h",200,158.79,181.87,12.69,"two_method"
"MERRITT DAM","NE01074","72h",500,176.39,205.75,14.27,"two_method"
"MERRITT DAM","NE01074","72h",1000,189.68,224.37,15.46,"two_method"
"MERRITT DAM","NE01074","72h",2000,202.96,243.49,16.65,"two_method"
"MERRITT DAM","NE01074","72h",5000,220.48,269.56,18.21,"two_method"
"MERRITT DAM","NE01074","72h",10000,233.72,289.9,19.38,"two_method"
"MESILLA DIVERSION","NM00008","24h",2,33.31,33.58,0.8,"two_method"
"MESILLA DIVERSION","NM00008","24h",5,47.47,48.41,1.94,"two_method"
"MESILLA DIVERSION","NM00008","24h",10,56.97,58.68,2.91,"two_method"
"MESILLA DIVERSION","NM00008","24h",25,69.07,72.08,4.18,"two_method"
"MESILLA DIVERSION","NM00008","24h",50,78.16,82.36,5.1,"two_method"
"MESILLA DIVERSION","NM00008","24h",100,87.31,92.85,5.97,"two_method"
"MESILLA DIVERSION","NM00008","24h",200,96.59,103.65,6.81,"two_method"
"MESILLA DIVERSION","NM00008","24h",500,109.13,118.44,7.86,"two_method"
"MESILLA DIVERSION","NM00008","24h",1000,118.86,130.06,8.61,"two_method"
"MESILLA DIVERSION","NM00008","24h",2000,128.82,142.1,9.35,"two_method"
"MESILLA DIVERSION","NM00008","24h",5000,142.38,158.68,10.27,"two_method"
"MESILLA DIVERSION","NM00008","24h",10000,152.95,171.75,10.95,"two_method"
"MESILLA DIVERSION","NM00008","72h",2,40.63,40.98,0.85,"two_method"
"MESILLA DIVERSION","NM00008","72h",5,58.47,59.1,1.07,"two_method"
"MESILLA DIVERSION","NM00008","72h",10,70.81,71.79,1.37,"two_method"
"MESILLA DIVERSION","NM00008","72h",25,87.02,88.69,1.88,"two_method"
"MESILLA DIVERSION","NM00008","72h",50,99.51,101.88,2.33,"two_method"
"MESILLA DIVERSION","NM00008","72h",100,112.33,115.54,2.78,"two_method"
"MESILLA DIVERSION","NM00008","72h",200,125.51,129.74,3.26,"two_method"
"MESILLA DIVERSION","NM00008","72h",500,143.56,149.42,3.92,"two_method"
"MESILLA DIVERSION","NM00008","72h",1000,157.72,165.04,4.44,"two_method"
"MESILLA DIVERSION","NM00008","72h",2000,172.34,181.33,4.96,"two_method"
"MESILLA DIVERSION","NM00008","72h",5000,192.4,203.95,5.66,"two_method"
"MESILLA DIVERSION","NM00008","72h",10000,208.14,221.91,6.21,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",2,29.49,32.11,8.16,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",5,40.85,45.24,9.7,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",10,48.4,54.15,10.62,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",25,57.97,65.68,11.74,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",50,65.1,74.43,12.54,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",100,72.19,83.27,13.31,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",200,79.28,92.26,14.07,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",500,88.65,104.37,15.06,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",1000,95.76,113.73,15.8,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",2000,102.89,123.26,16.53,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",5000,112.34,136.14,17.48,"two_method"
"MIDDLE COTTONWOOD","WY01288","24h",10000,119.51,146.1,18.2,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",2,35.64,39.78,10.41,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",5,49.88,56.54,11.78,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",10,59.13,67.52,12.43,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",25,70.6,81.31,13.17,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",50,78.97,91.53,13.72,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",100,87.16,101.72,14.31,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",200,95.2,111.97,14.98,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",500,105.63,125.67,15.95,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",1000,113.38,136.21,16.76,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",2000,121.02,146.92,17.63,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",5000,130.96,161.4,18.86,"two_method"
"MIDDLE COTTONWOOD","WY01288","72h",10000,138.34,172.6,19.85,"two_method"
"MIDDLEMIST","CO02317","24h",2,44.94,41.59,7.45,"two_method"
"MIDDLEMIST","CO02317","24h",5,60.52,58.47,3.39,"two_method"
"MIDDLEMIST","CO02317","24h",10,71.81,70.26,2.16,"two_method"
"MIDDLEMIST","CO02317","24h",25,88.08,85.91,2.46,"two_method"
"MIDDLEMIST","CO02317","24h",50,102.06,98.08,3.9,"two_method"
"MIDDLEMIST","CO02317","24h",100,117.88,110.65,6.13,"two_method"
"MIDDLEMIST","CO02317","24h",200,135.9,123.69,8.98,"two_method"
"MIDDLEMIST","CO02317","24h",500,163.72,141.71,13.44,"two_method"
"MIDDLEMIST","CO02317","24h",1000,188.32,155.98,17.17,"two_method"
"MIDDLEMIST","CO02317","24h",2000,216.48,170.82,21.09,"two_method"
"MIDDLEMIST","CO02317","24h",5000,260.08,191.35,26.43,"two_method"
"MIDDLEMIST","CO02317","24h",10000,298.68,207.62,30.49,"two_method"
"MIDDLEMIST","CO02317","72h",2,54.38,49.49,8.99,"two_method"
"MIDDLEMIST","CO02317","72h",5,72.16,69.42,3.8,"two_method"
"MIDDLEMIST","CO02317","72h",10,84.72,83.19,1.81,"two_method"
"MIDDLEMIST","CO02317","72h",25,102.47,101.27,1.17,"two_method"
"MIDDLEMIST","CO02317","72h",50,117.41,115.19,1.89,"two_method"
"MIDDLEMIST","CO02317","72h",100,134.05,129.45,3.43,"two_method"
"MIDDLEMIST","CO02317","72h",200,152.69,144.11,5.62,"two_method"
"MIDDLEMIST","CO02317","72h",500,180.94,164.17,9.27,"two_method"
"MIDDLEMIST","CO02317","72h",1000,205.45,179.89,12.44,"two_method"
"MIDDLEMIST","CO02317","72h",2000,233.06,196.1,15.86,"two_method"
"MIDDLEMIST","CO02317","72h",5000,275.01,218.32,20.61,"two_method"
"MIDDLEMIST","CO02317","72h",10000,311.47,235.74,24.31,"two_method"
"MINATARE","NE01075","24h",2,43.42,39.95,7.99,"two_method"
"MINATARE","NE01075","24h",5,59.06,55.13,6.65,"two_method"
"MINATARE","NE01075","24h",10,69.38,64.88,6.49,"two_method"
"MINATARE","NE01075","24h",25,82.4,76.86,6.72,"two_method"
"MINATARE","NE01075","24h",50,92.03,85.51,7.08,"two_method"
"MINATARE","NE01075","24h",100,101.57,93.89,7.56,"two_method"
"MINATARE","NE01075","24h",200,111.05,102.06,8.1,"two_method"
"MINATARE","NE01075","24h",500,123.53,112.55,8.89,"two_method"
"MINATARE","NE01075","24h",1000,132.94,120.27,9.53,"two_method"
"MINATARE","NE01075","24h",2000,142.33,127.82,10.19,"two_method"
"MINATARE","NE01075","24h",5000,154.71,137.53,11.1,"two_method"
"MINATARE","NE01075","24h",10000,164.05,144.68,11.81,"two_method"
"MINATARE","NE01075","72h",2,53.54,49.92,6.76,"two_method"
"MINATARE","NE01075","72h",5,72.25,68.58,5.08,"two_method"
"MINATARE","NE01075","72h",10,84.13,80.36,4.48,"two_method"
"MINATARE","NE01075","72h",25,98.58,94.61,4.03,"two_method"
"MINATARE","NE01075","72h",50,108.92,104.74,3.84,"two_method"
"MINATARE","NE01075","72h",100,118.86,114.45,3.71,"two_method"
"MINATARE","NE01075","72h",200,128.46,123.79,3.64,"two_method"
"MINATARE","NE01075","72h",500,140.68,135.61,3.6,"two_method"
"MINATARE","NE01075","72h",1000,149.59,144.19,3.61,"two_method"
"MINATARE","NE01075","72h",2000,158.22,152.46,3.64,"two_method"
"MINATARE","NE01075","72h",5000,169.24,162.96,3.71,"two_method"
"MINATARE","NE01075","72h",10000,177.27,170.59,3.77,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",2,23.19,23.62,1.82,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",5,31,31.93,2.91,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",10,36.34,37.73,3.68,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",25,43.32,45.42,4.62,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",50,48.65,51.4,5.35,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",100,54.08,57.57,6.06,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",200,59.64,63.96,6.75,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",500,67.19,72.8,7.71,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",1000,73.06,79.78,8.42,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",2000,79.09,87.04,9.13,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",5000,87.3,97.09,10.08,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","24h",10000,93.69,105.04,10.81,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",2,29.92,32.36,7.54,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",5,40.23,43.64,7.81,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",10,47.08,51.26,8.15,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",25,55.75,61.06,8.7,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",50,62.23,68.45,9.09,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",100,68.72,75.89,9.45,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",200,75.28,83.42,9.76,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",500,84.1,93.51,10.06,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",1000,90.92,101.27,10.22,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",2000,97.89,109.13,10.3,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",5000,107.33,119.7,10.33,"two_method"
"MINIDOKA SOUTH DIKE","ID00275","72h",10000,114.67,127.83,10.29,"two_method"
"MONTICELLO","CA10170","24h",2,94.03,94.03,0,"identical_fallback"
"MONTICELLO","CA10170","24h",5,126.1,126.1,0,"identical_fallback"
"MONTICELLO","CA10170","24h",10,148.23,148.23,0,"identical_fallback"
"MONTICELLO","CA10170","24h",25,177.25,177.25,0,"identical_fallback"
"MONTICELLO","CA10170","24h",50,199.56,199.56,0,"identical_fallback"
"MONTICELLO","CA10170","24h",100,222.4,222.4,0,"identical_fallback"
"MONTICELLO","CA10170","24h",200,245.86,245.86,0,"identical_fallback"
"MONTICELLO","CA10170","24h",500,277.92,277.92,0,"identical_fallback"
"MONTICELLO","CA10170","24h",1000,303.02,303.02,0,"identical_fallback"
"MONTICELLO","CA10170","24h",2000,328.89,328.89,0,"identical_fallback"
"MONTICELLO","CA10170","24h",5000,364.3,364.3,0,"identical_fallback"
"MONTICELLO","CA10170","24h",10000,392.04,392.04,0,"identical_fallback"
"MONTICELLO","CA10170","72h",2,141.02,141.02,0,"identical_fallback"
"MONTICELLO","CA10170","72h",5,198.78,198.78,0,"identical_fallback"
"MONTICELLO","CA10170","72h",10,239.02,239.02,0,"identical_fallback"
"MONTICELLO","CA10170","72h",25,291.8,291.8,0,"identical_fallback"
"MONTICELLO","CA10170","72h",50,332.41,332.41,0,"identical_fallback"
"MONTICELLO","CA10170","72h",100,374.04,374.04,0,"identical_fallback"
"MONTICELLO","CA10170","72h",200,416.94,416.94,0,"identical_fallback"
"MONTICELLO","CA10170","72h",500,475.91,475.91,0,"identical_fallback"
"MONTICELLO","CA10170","72h",1000,522.39,522.39,0,"identical_fallback"
"MONTICELLO","CA10170","72h",2000,570.61,570.61,0,"identical_fallback"
"MONTICELLO","CA10170","72h",5000,637.18,637.18,0,"identical_fallback"
"MONTICELLO","CA10170","72h",10000,689.78,689.78,0,"identical_fallback"
"MOON LAKE","UT10128","24h",2,37.55,37.55,0,"identical_fallback"
"MOON LAKE","UT10128","24h",5,49.51,49.51,0,"identical_fallback"
"MOON LAKE","UT10128","24h",10,58.18,58.18,0,"identical_fallback"
"MOON LAKE","UT10128","24h",25,70.71,70.71,0,"identical_fallback"
"MOON LAKE","UT10128","24h",50,81.49,81.49,0,"identical_fallback"
"MOON LAKE","UT10128","24h",100,93.7,93.7,0,"identical_fallback"
"MOON LAKE","UT10128","24h",200,107.63,107.63,0,"identical_fallback"
"MOON LAKE","UT10128","24h",500,129.17,129.17,0,"identical_fallback"
"MOON LAKE","UT10128","24h",1000,148.24,148.24,0,"identical_fallback"
"MOON LAKE","UT10128","24h",2000,170.1,170.1,0,"identical_fallback"
"MOON LAKE","UT10128","24h",5000,203.99,203.99,0,"identical_fallback"
"MOON LAKE","UT10128","24h",10000,234.03,234.03,0,"identical_fallback"
"MOON LAKE","UT10128","72h",2,53.87,53.87,0,"identical_fallback"
"MOON LAKE","UT10128","72h",5,70.93,70.93,0,"identical_fallback"
"MOON LAKE","UT10128","72h",10,83.16,83.16,0,"identical_fallback"
"MOON LAKE","UT10128","72h",25,100.64,100.64,0,"identical_fallback"
"MOON LAKE","UT10128","72h",50,115.54,115.54,0,"identical_fallback"
"MOON LAKE","UT10128","72h",100,132.3,132.3,0,"identical_fallback"
"MOON LAKE","UT10128","72h",200,151.26,151.26,0,"identical_fallback"
"MOON LAKE","UT10128","72h",500,180.32,180.32,0,"identical_fallback"
"MOON LAKE","UT10128","72h",1000,205.81,205.81,0,"identical_fallback"
"MOON LAKE","UT10128","72h",2000,234.81,234.81,0,"identical_fallback"
"MOON LAKE","UT10128","72h",5000,279.37,279.37,0,"identical_fallback"
"MOON LAKE","UT10128","72h",10000,318.52,318.52,0,"identical_fallback"
"MORMON FLAT","AZ10313","24h",2,42.77,42.97,0.47,"two_method"
"MORMON FLAT","AZ10313","24h",5,56.33,60.02,6.15,"two_method"
"MORMON FLAT","AZ10313","24h",10,65.92,70.6,6.63,"two_method"
"MORMON FLAT","AZ10313","24h",25,79.49,83.22,4.48,"two_method"
"MORMON FLAT","AZ10313","24h",50,90.93,92.12,1.29,"two_method"
"MORMON FLAT","AZ10313","24h",100,103.68,100.64,2.93,"two_method"
