"site","site_id","duration","station_id","name","reason"
"STRUCTURE 551","FL00168","72h","US1FLPS0015","DADE CITY 4.3 N","record < 20 yr for 72h duration"
"STRUCTURE 551","FL00168","72h","US1FLLK0003","GROVELAND 1.7 E","record < 20 yr for 72h duration"
"STRUCTURE 551","FL00168","72h","US1FLPK0060","DUNDEE 0.3 E","record < 20 yr for 72h duration"
"STRUCTURE 551","FL00168","72h","US1FLHB0017","US1FLHB0017","discordant (Di >= Dcrit = 3.000)"
"STRUCTURE 551","FL00168","72h","USW00012876","USW00012876","discordant (Di >= Dcrit = 3.000)"
"LITTLE FLINT CREEK DAM","AR01100","24h","US1ARWS0029","FAYETTEVILLE 5.2 NNE","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","US1MOFSA119","ANDERSON 3.2 NNW","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","USC00236834","POWELL","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","USC00346989","PENSACOLA","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","US1MOBY0003","SELIGMAN 3.0 N","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","USC00340601","BEAVER MTN TWR","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","US1MOFSA009","CASSVILLE 0.5 SW","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","US1MONW0004","SHOAL CREEK ESTATES 0.2 SE","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","24h","USC00033540","USC00033540","discordant (Di >= Dcrit = 3.000)"
"LITTLE FLINT CREEK DAM","AR01100","24h","US1MOBY0005","US1MOBY0005","discordant (Di >= Dcrit = 3.000)"
"LITTLE FLINT CREEK DAM","AR01100","24h","USC00341067","USC00341067","discordant (Di >= Dcrit = 3.000)"
"LITTLE FLINT CREEK DAM","AR01100","72h","US1ARWS0029","FAYETTEVILLE 5.2 NNE","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","US1MOFSA119","ANDERSON 3.2 NNW","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","USC00236834","POWELL","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","USC00346989","PENSACOLA","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","US1MOBY0003","SELIGMAN 3.0 N","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","USC00340601","BEAVER MTN TWR","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","US1MOFSA009","CASSVILLE 0.5 SW","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","US1MONW0004","SHOAL CREEK ESTATES 0.2 SE","record < 20 yr for 72h duration"
"LITTLE FLINT CREEK DAM","AR01100","72h","USC00033540","USC00033540","discordant (Di >= Dcrit = 3.000)"
"LITTLE FLINT CREEK DAM","AR01100","72h","USC00341067","USC00341067","discordant (Di >= Dcrit = 3.000)"
"FANCHER CREEK","CA01327","24h","USC00041630","CENTRAL CAMP","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","24h","USC00045526","MENDOTA 1 NNW","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","24h","USC00041609","CEDAR GROVE","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","24h","USC00045352","MARIPOSA RS","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","24h","USC00045280","MAMMOTH LAKES RS","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","24h","USC00045541","MERCED FALLS","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","24h","USW00053150","YOSEMITE VILLAGE 12 W","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","24h","USW00023203","USW00023203","discordant (Di >= Dcrit = 3.000)"
"FANCHER CREEK","CA01327","24h","USC00045532","USC00045532","dropped to achieve homogeneity (greedy H1 reduction)"
"FANCHER CREEK","CA01327","24h","USC00040819","USC00040819","dropped to achieve homogeneity (greedy H1 reduction)"
"FANCHER CREEK","CA01327","72h","USC00041630","CENTRAL CAMP","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","72h","USC00045526","MENDOTA 1 NNW","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","72h","USC00041609","CEDAR GROVE","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","72h","USC00045352","MARIPOSA RS","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","72h","USC00045280","MAMMOTH LAKES RS","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","72h","USC00045541","MERCED FALLS","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","72h","USW00053150","YOSEMITE VILLAGE 12 W","record < 20 yr for 72h duration"
"FANCHER CREEK","CA01327","72h","USC00043256","USC00043256","discordant (Di >= Dcrit = 3.000)"
"FANCHER CREEK","CA01327","72h","USC00040820","USC00040820","discordant (Di >= Dcrit = 3.000)"
"FANCHER CREEK","CA01327","72h","USC00048455","USC00048455","discordant (Di >= Dcrit = 3.000)"
"FANCHER CREEK","CA01327","72h","USC00045532","USC00045532","dropped to achieve homogeneity (greedy H1 reduction)"
"FANCHER CREEK","CA01327","72h","USC00045233","USC00045233","dropped to achieve homogeneity (greedy H1 reduction)"
"FANCHER CREEK","CA01327","72h","USC00042920","USC00042920","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","24h","USC00045808","MONTGOMERY CREEK","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00046944","PIT RIVER PH 1","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00049023","TRINITY CTR RS","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00047298","REDDING CDF","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00040731","BIEBER","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00046761","PAYNES CREEK","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00042899","ETNA","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00049056","TULELAKE 5 WSW","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00040615","BEEGUM","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00045131","LOS MOLINOS","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00355505","MERRILL 2 NW","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","24h","USC00044709","USC00044709","discordant (Di >= Dcrit = 3.000)"
"IRON CANYON","CA00417","24h","USC00045941","USC00045941","discordant (Di >= Dcrit = 3.000)"
"IRON CANYON","CA00417","24h","USC00045449","USC00045449","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","24h","USC00046946","USC00046946","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","24h","USC00049866","USC00049866","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","24h","USC00042574","USC00042574","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","24h","USC00044838","USC00044838","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","24h","USC00047296","USC00047296","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00045808","MONTGOMERY CREEK","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00046944","PIT RIVER PH 1","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00049023","TRINITY CTR RS","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00047298","REDDING CDF","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00040731","BIEBER","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00046761","PAYNES CREEK","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00042899","ETNA","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00049056","TULELAKE 5 WSW","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00040615","BEEGUM","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00045131","LOS MOLINOS","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00355505","MERRILL 2 NW","record < 20 yr for 72h duration"
"IRON CANYON","CA00417","72h","USC00046328","USC00046328","discordant (Di >= Dcrit = 3.000)"
"IRON CANYON","CA00417","72h","USC00045941","USC00045941","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00041476","USC00041476","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00049390","USC00049390","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00044838","USC00044838","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00041907","USC00041907","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00049866","USC00049866","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00045679","USC00045679","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USW00024259","USW00024259","dropped to achieve homogeneity (greedy H1 reduction)"
"IRON CANYON","CA00417","72h","USC00049499","USC00049499","dropped to achieve homogeneity (greedy H1 reduction)"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00293615","G O S RCH","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00290806","BEAR CREEK RCH","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","US1NMGR0009","SILVER CITY 13.4 WSW","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","US1NMGR0014","SILVER CITY 18.0 SW","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00293448","GARFIELD","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00295800","MOGOLLON","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","US1NMLU0027","DEMING 15.5 ESE","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","US1NMLU0001","DEMING 16.68 SE","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","US1NMLU0018","DEMING 16 S","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","US1NMDA0040","HATCH 6.9 ESE","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USW00093063","USW00093063","discordant (Di >= Dcrit = 3.000)"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USS0007S03S","USS0007S03S","discordant (Di >= Dcrit = 3.000)"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00292945","USC00292945","discordant (Di >= Dcrit = 3.000)"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00299691","USC00299691","dropped to achieve homogeneity (greedy H1 reduction)"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00294101","USC00294101","dropped to achieve homogeneity (greedy H1 reduction)"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USC00299508","USC00299508","dropped to achieve homogeneity (greedy H1 reduction)"
"COBRE MAIN TAILINGS DAM","NM00417","24h","USW00093045","USW00093045","dropped to achieve homogeneity (greedy H1 reduction)"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00293615","G O S RCH","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00290806","BEAR CREEK RCH","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","US1NMGR0009","SILVER CITY 13.4 WSW","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","US1NMGR0014","SILVER CITY 18.0 SW","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00293448","GARFIELD","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00295800","MOGOLLON","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","US1NMLU0027","DEMING 15.5 ESE","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","US1NMLU0001","DEMING 16.68 SE","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","US1NMLU0018","DEMING 16 S","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","US1NMDA0040","HATCH 6.9 ESE","record < 20 yr for 72h duration"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USS0007S03S","USS0007S03S","discordant (Di >= Dcrit = 3.000)"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00290119","USC00290119","discordant (Di >= Dcrit = 3.000)"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00299128","USC00299128","discordant (Di >= Dcrit = 3.000)"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00291309","USC00291309","discordant (Di >= Dcrit = 3.000)"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USW00093045","USW00093045","dropped to achieve homogeneity (greedy H1 reduction)"
"COBRE MAIN TAILINGS DAM","NM00417","72h","USC00295754","USC00295754","dropped to achieve homogeneity (greedy H1 reduction)"
"UPPER BALSAM LAKE","WI01070","24h","USC00472934","FREDERIC","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00476320","OSCEOLA","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","US1MNCG0082","CHISAGO CITY 3.7 E","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00479012","WEBSTER 9SE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00470565","BARRON","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00218039","STILLWATER 2SW","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","US1WIBT0002","SPOONER 10.6 WNW","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00470642","BEAVER BROOK","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","US1WIBR0002","CHETEK 2.0 SE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00218477","VADNAIS LAKE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00217381","ST PAUL UNIV FARM","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00475330","MENOMONIE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USW00054932","SANDSTONE 6 W","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","US1MNDK0112","HASTINGS 5.8 W","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","24h","USC00472209","USC00472209","discordant (Di >= Dcrit = 3.000)"
"UPPER BALSAM LAKE","WI01070","24h","USW00094960","USW00094960","discordant (Di >= Dcrit = 3.000)"
"UPPER BALSAM LAKE","WI01070","72h","USC00472934","FREDERIC","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00476320","OSCEOLA","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","US1MNCG0082","CHISAGO CITY 3.7 E","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00479012","WEBSTER 9SE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00470565","BARRON","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00218039","STILLWATER 2SW","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","US1WIBT0002","SPOONER 10.6 WNW","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00470642","BEAVER BROOK","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","US1WIBR0002","CHETEK 2.0 SE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00218477","VADNAIS LAKE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00217381","ST PAUL UNIV FARM","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00475330","MENOMONIE","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USW00054932","SANDSTONE 6 W","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","US1MNDK0112","HASTINGS 5.8 W","record < 20 yr for 72h duration"
"UPPER BALSAM LAKE","WI01070","72h","USC00218986","USC00218986","discordant (Di >= Dcrit = 3.000)"
"UPPER BALSAM LAKE","WI01070","72h","USW00094960","USW00094960","discordant (Di >= Dcrit = 3.000)"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USC00380777","BLAIR 1 NE","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USC00389625","YORK 5 SSE","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USC00388879","WAGENER 1SW","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USC00381645","CHESTERFIELD 3 E","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","US1SCFL0013","FLORENCE 2.1 SW","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USC00380850","BOWMAN","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USW00053867","USW00053867","discordant (Di >= Dcrit = 3.000)"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USW00053854","USW00053854","discordant (Di >= Dcrit = 3.000)"
"RIDGEWAY TAILINGS IMPDAM","SC02325","24h","USC00385493","USC00385493","discordant (Di >= Dcrit = 3.000)"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USC00380777","BLAIR 1 NE","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USC00389625","YORK 5 SSE","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USC00388879","WAGENER 1SW","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USC00381645","CHESTERFIELD 3 E","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","US1SCFL0013","FLORENCE 2.1 SW","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USC00380850","BOWMAN","record < 20 yr for 72h duration"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USW00053867","USW00053867","discordant (Di >= Dcrit = 3.000)"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USW00053871","USW00053871","discordant (Di >= Dcrit = 3.000)"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USW00053872","USW00053872","discordant (Di >= Dcrit = 3.000)"
"RIDGEWAY TAILINGS IMPDAM","SC02325","72h","USC00383109","USC00383109","discordant (Di >= Dcrit = 3.000)"
"LITTLE SENECA DAM","MD00271","24h","US1MDMG0001","MONTGOMERY VILLAGE 1.3 SSW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDMG0003","POTOMAC 0.9 NNW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDFR0004","NEW MARKET 4.8 WSW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDCR0003","MOUNT AIRY 0.2 SE","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDMG0018","COLESVILLE 1.7 W","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDMG0040","KENSINGTON 0.1 W","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","USW00013730","FREDERICK WFMD","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1VAFX0001","HERNDON 3.3 S","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDMG0024","WHITE OAK 1.2 N","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDHW0012","SYKESVILLE 2.6 SE","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDHW0013","ELLICOTT CITY 1.3 WSW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1VAFX0037","MANTUA 1.4 S","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDPG0040","GREENBELT 1.0 N","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","USC00188207","SHARPSBURG 5 S","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","USC00440097","ALEXANDRIA POTOMAC YAR","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","US1MDCR0007","WESTMINSTER 1.0 W","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","24h","USC00182335","USC00182335","discordant (Di >= Dcrit = 3.000)"
"LITTLE SENECA DAM","MD00271","24h","USC00186430","USC00186430","discordant (Di >= Dcrit = 3.000)"
"LITTLE SENECA DAM","MD00271","24h","USC00442922","USC00442922","discordant (Di >= Dcrit = 3.000)"
"LITTLE SENECA DAM","MD00271","72h","US1MDMG0001","MONTGOMERY VILLAGE 1.3 SSW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDMG0003","POTOMAC 0.9 NNW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDFR0004","NEW MARKET 4.8 WSW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDCR0003","MOUNT AIRY 0.2 SE","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDMG0018","COLESVILLE 1.7 W","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDMG0040","KENSINGTON 0.1 W","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","USW00013730","FREDERICK WFMD","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1VAFX0001","HERNDON 3.3 S","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDMG0024","WHITE OAK 1.2 N","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDHW0012","SYKESVILLE 2.6 SE","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDHW0013","ELLICOTT CITY 1.3 WSW","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1VAFX0037","MANTUA 1.4 S","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDPG0040","GREENBELT 1.0 N","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","USC00188207","SHARPSBURG 5 S","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","USC00440097","ALEXANDRIA POTOMAC YAR","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","US1MDCR0007","WESTMINSTER 1.0 W","record < 20 yr for 72h duration"
"LITTLE SENECA DAM","MD00271","72h","USC00182335","USC00182335","discordant (Di >= Dcrit = 3.000)"
"LITTLE SENECA DAM","MD00271","72h","USC00181170","USC00181170","discordant (Di >= Dcrit = 3.000)"
"LITTLE SENECA DAM","MD00271","72h","USC00442922","USC00442922","discordant (Di >= Dcrit = 3.000)"
"LITTLE SANDY","OR02213","24h","US1ORCC0008","OREGON CITY 5.5 ESE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","US1ORMT0006","PORTLAND 2.5 SE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","USC00352697","ESTACADA 24 SE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","US1ORCC0003","CANBY 0.2 S","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","USC00358034","STAFFORD","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","US1ORWS0012","BEAVERTON 1.7 SSE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","USC00350343","AURORA","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","US1ORWS0005","BEAVERTON 1.9 NNE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","USC00355945","NATURE PARK-BEAVERTON","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","24h","USC00351332","USC00351332","discordant (Di >= Dcrit = 3.000)"
"LITTLE SANDY","OR02213","24h","USC00356151","USC00356151","discordant (Di >= Dcrit = 3.000)"
"LITTLE SANDY","OR02213","72h","US1ORCC0008","OREGON CITY 5.5 ESE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","US1ORMT0006","PORTLAND 2.5 SE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","USC00352697","ESTACADA 24 SE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","US1ORCC0003","CANBY 0.2 S","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","USC00358034","STAFFORD","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","US1ORWS0012","BEAVERTON 1.7 SSE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","USC00350343","AURORA","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","US1ORWS0005","BEAVERTON 1.9 NNE","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","USC00355945","NATURE PARK-BEAVERTON","record < 20 yr for 72h duration"
"LITTLE SANDY","OR02213","72h","USC00455670","USC00455670","discordant (Di >= Dcrit = 3.000)"
"LITTLE SANDY","OR02213","72h","USC00351332","USC00351332","discordant (Di >= Dcrit = 3.000)"
"CROOKED ARROYO DET CA-2","CO01837","24h","US1COOT0023","SWINK 0.1 WNW","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","USC00054719","LA JUNTA","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","US1COOT0007","ROCKY FORD .89 WNW","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","US1COOT0006","CHERAW .15 NNE","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","USC00053982","HIGBEE 2 SW","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","USC00050784","BLOOM","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","US1COCR0007","SUGAR CITY 9.6 N","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","US1COBN0008","LAS ANIMAS 8.1 NE","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","US1COBA0019","DEORA 10.7 SW","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","US1COKW0007","HASWELL .07 NNW","record < 20 yr for 72h duration"
"CROOKED ARROYO DET CA-2","CO01837","24h","USC00056763","PUEBLO ARMY DEPOT","record < 20 yr for 72h duration"
