"site","site_id","duration","dist","Z","absZ","acceptable"
"DEER FLAT UPPER","ID00276","24h","gno",-2.72,2.72,FALSE
"DEER FLAT UPPER","ID00276","24h","pe3",-4.741,4.741,FALSE
"DEER FLAT UPPER","ID00276","24h","gpa",-11.318,11.318,FALSE
"DEER FLAT UPPER","ID00276","72h","gev",-0.103,0.103,TRUE
"DEER FLAT UPPER","ID00276","72h","gno",-0.531,0.531,TRUE
"DEER FLAT UPPER","ID00276","72h","pe3",-1.979,1.979,FALSE
"DEER FLAT UPPER","ID00276","72h","glo",5.129,5.129,FALSE
"DEER FLAT UPPER","ID00276","72h","gpa",-11.509,11.509,FALSE
"AARON LAKEZA","MN00173","24h","glo",1.908,1.908,FALSE
"AARON LAKEZA","MN00173","24h","gev",-2.335,2.335,FALSE
"AARON LAKEZA","MN00173","24h","gno",-3.677,3.677,FALSE
"AARON LAKEZA","MN00173","24h","pe3",-6.269,6.269,FALSE
"AARON LAKEZA","MN00173","24h","gpa",-12.455,12.455,FALSE
"AARON LAKEZA","MN00173","72h","glo",1.167,1.167,TRUE
"AARON LAKEZA","MN00173","72h","gev",-3.498,3.498,FALSE
"AARON LAKEZA","MN00173","72h","gno",-4.633,4.633,FALSE
"AARON LAKEZA","MN00173","72h","pe3",-6.971,6.971,FALSE
"AARON LAKEZA","MN00173","72h","gpa",-14.34,14.34,FALSE
"MARION LAKE","KS00006","24h","gev",0.348,0.348,TRUE
"MARION LAKE","KS00006","24h","gno",-0.686,0.686,TRUE
"MARION LAKE","KS00006","24h","pe3",-2.886,2.886,FALSE
"MARION LAKE","KS00006","24h","glo",5.084,5.084,FALSE
"MARION LAKE","KS00006","24h","gpa",-10.557,10.557,FALSE
"MARION LAKE","KS00006","72h","gev",-1.868,1.868,FALSE
"MARION LAKE","KS00006","72h","gno",-2.635,2.635,FALSE
"MARION LAKE","KS00006","72h","glo",3.248,3.248,FALSE
"MARION LAKE","KS00006","72h","pe3",-4.516,4.516,FALSE
"MARION LAKE","KS00006","72h","gpa",-13.34,13.34,FALSE
"PINE RIVER DAM","MN00582","24h","glo",1.854,1.854,FALSE
"PINE RIVER DAM","MN00582","24h","gev",-2.103,2.103,FALSE
"PINE RIVER DAM","MN00582","24h","gno",-3.59,3.59,FALSE
"PINE RIVER DAM","MN00582","24h","pe3",-6.373,6.373,FALSE
"PINE RIVER DAM","MN00582","24h","gpa",-11.733,11.733,FALSE
"PINE RIVER DAM","MN00582","72h","glo",1.835,1.835,FALSE
"PINE RIVER DAM","MN00582","72h","gev",-2.478,2.478,FALSE
"PINE RIVER DAM","MN00582","72h","gno",-3.787,3.787,FALSE
"PINE RIVER DAM","MN00582","72h","pe3",-6.337,6.337,FALSE
"PINE RIVER DAM","MN00582","72h","gpa",-12.718,12.718,FALSE
"BARTLETTS FERRY, MAIN DAM","GA00830","24h","gno",0.492,0.492,TRUE
"BARTLETTS FERRY, MAIN DAM","GA00830","24h","gev",1.643,1.643,FALSE
"BARTLETTS FERRY, MAIN DAM","GA00830","24h","pe3",-1.881,1.881,FALSE
"BARTLETTS FERRY, MAIN DAM","GA00830","24h","glo",6.384,6.384,FALSE
"BARTLETTS FERRY, MAIN DAM","GA00830","24h","gpa",-9.374,9.374,FALSE
"BARTLETTS FERRY, MAIN DAM","GA00830","72h","gev",-0.263,0.263,TRUE
"BARTLETTS FERRY, MAIN DAM","GA00830","72h","gno",-1.404,1.404,TRUE
"BARTLETTS FERRY, MAIN DAM","GA00830","72h","pe3",-3.715,3.715,FALSE
"BARTLETTS FERRY, MAIN DAM","GA00830","72h","glo",4.144,4.144,FALSE
"BARTLETTS FERRY, MAIN DAM","GA00830","72h","gpa",-10.564,10.564,FALSE
"MARTIN LAKE DAM","TX03547","24h","gev",-0.412,0.412,TRUE
"MARTIN LAKE DAM","TX03547","24h","gno",-1.895,1.895,FALSE
"MARTIN LAKE DAM","TX03547","24h","glo",2.985,2.985,FALSE
"MARTIN LAKE DAM","TX03547","24h","pe3",-4.611,4.611,FALSE
"MARTIN LAKE DAM","TX03547","24h","gpa",-8.844,8.844,FALSE
"MARTIN LAKE DAM","TX03547","72h","glo",0.711,0.711,TRUE
"MARTIN LAKE DAM","TX03547","72h","gev",-2.3,2.3,FALSE
"MARTIN LAKE DAM","TX03547","72h","gno",-3.644,3.644,FALSE
"MARTIN LAKE DAM","TX03547","72h","pe3",-6.097,6.097,FALSE
"MARTIN LAKE DAM","TX03547","72h","gpa",-9.798,9.798,FALSE
"LOCK & DAM #6","WI00802","24h","gev",-0.305,0.305,TRUE
"LOCK & DAM #6","WI00802","24h","gno",-2.022,2.022,FALSE
"LOCK & DAM #6","WI00802","24h","glo",3.157,3.157,FALSE
"LOCK & DAM #6","WI00802","24h","pe3",-5.12,5.12,FALSE
"LOCK & DAM #6","WI00802","24h","gpa",-9.058,9.058,FALSE
"LOCK & DAM #6","WI00802","72h","gev",0.084,0.084,TRUE
"LOCK & DAM #6","WI00802","72h","gno",-1.337,1.337,TRUE
"LOCK & DAM #6","WI00802","72h","pe3",-4.04,4.04,FALSE
"LOCK & DAM #6","WI00802","72h","glo",4.244,4.244,FALSE
"LOCK & DAM #6","WI00802","72h","gpa",-9.924,9.924,FALSE
"MOSQUITO CREEK DAM","OH00031","24h","gev",-1.305,1.305,TRUE
"MOSQUITO CREEK DAM","OH00031","24h","glo",2.225,2.225,FALSE
"MOSQUITO CREEK DAM","OH00031","24h","gno",-2.605,2.605,FALSE
"MOSQUITO CREEK DAM","OH00031","24h","pe3",-5.046,5.046,FALSE
"MOSQUITO CREEK DAM","OH00031","24h","gpa",-9.875,9.875,FALSE
"MOSQUITO CREEK DAM","OH00031","72h","gev",-1.23,1.23,TRUE
"MOSQUITO CREEK DAM","OH00031","72h","gno",-2.141,2.141,FALSE
"MOSQUITO CREEK DAM","OH00031","72h","glo",3.352,3.352,FALSE
"MOSQUITO CREEK DAM","OH00031","72h","pe3",-4.141,4.141,FALSE
"MOSQUITO CREEK DAM","OH00031","72h","gpa",-11.703,11.703,FALSE
"STRUCTURE NO. 34","FL00352","24h","gev",-0.307,0.307,TRUE
"STRUCTURE NO. 34","FL00352","24h","gno",-1.601,1.601,TRUE
"STRUCTURE NO. 34","FL00352","24h","glo",2.659,2.659,FALSE
"STRUCTURE NO. 34","FL00352","24h","pe3",-3.97,3.97,FALSE
"STRUCTURE NO. 34","FL00352","24h","gpa",-7.666,7.666,FALSE
"STRUCTURE NO. 34","FL00352","72h","gev",-1.069,1.069,TRUE
"STRUCTURE NO. 34","FL00352","72h","gno",-2.084,2.084,FALSE
"STRUCTURE NO. 34","FL00352","72h","glo",2.188,2.188,FALSE
"STRUCTURE NO. 34","FL00352","72h","pe3",-4.051,4.051,FALSE
"STRUCTURE NO. 34","FL00352","72h","gpa",-8.826,8.826,FALSE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","24h","gev",-0.307,0.307,TRUE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","24h","gno",-1.601,1.601,TRUE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","24h","glo",2.659,2.659,FALSE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","24h","pe3",-3.97,3.97,FALSE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","24h","gpa",-7.666,7.666,FALSE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","72h","gev",-1.069,1.069,TRUE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","72h","gno",-2.084,2.084,FALSE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","72h","glo",2.188,2.188,FALSE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","72h","pe3",-4.051,4.051,FALSE
"STRUCTURE NO. 141 (SPILLWAY L-38E-1)","FL00353","72h","gpa",-8.826,8.826,FALSE
"LAKE TUSCALOOSA DAM","AL01137","24h","gev",-0.432,0.432,TRUE
"LAKE TUSCALOOSA DAM","AL01137","24h","gno",-1.686,1.686,FALSE
"LAKE TUSCALOOSA DAM","AL01137","24h","glo",2.778,2.778,FALSE
"LAKE TUSCALOOSA DAM","AL01137","24h","pe3",-4.019,4.019,FALSE
"LAKE TUSCALOOSA DAM","AL01137","24h","gpa",-8.282,8.282,FALSE
"LAKE TUSCALOOSA DAM","AL01137","72h","gev",-1.451,1.451,TRUE
"LAKE TUSCALOOSA DAM","AL01137","72h","glo",1.877,1.877,FALSE
"LAKE TUSCALOOSA DAM","AL01137","72h","gno",-2.536,2.536,FALSE
"LAKE TUSCALOOSA DAM","AL01137","72h","pe3",-4.619,4.619,FALSE
"LAKE TUSCALOOSA DAM","AL01137","72h","gpa",-9.415,9.415,FALSE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","24h","gno",0.595,0.595,TRUE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","24h","pe3",-1.765,1.765,FALSE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","24h","gev",1.767,1.767,FALSE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","24h","glo",6.2,6.2,FALSE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","24h","gpa",-8.613,8.613,FALSE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","72h","gev",-0.558,0.558,TRUE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","72h","gno",-1.527,1.527,TRUE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","72h","pe3",-3.604,3.604,FALSE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","72h","glo",3.982,3.982,FALSE
"JAMIE L WHITTEN LOCK AND DAM","MS03605","72h","gpa",-10.994,10.994,FALSE
"RESERVATION HIGHWAY DAM","MN00576","24h","gev",-1.656,1.656,FALSE
"RESERVATION HIGHWAY DAM","MN00576","24h","gno",-2.908,2.908,FALSE
"RESERVATION HIGHWAY DAM","MN00576","24h","glo",2.947,2.947,FALSE
"RESERVATION HIGHWAY DAM","MN00576","24h","pe3",-5.41,5.41,FALSE
"RESERVATION HIGHWAY DAM","MN00576","24h","gpa",-12.465,12.465,FALSE
"RESERVATION HIGHWAY DAM","MN00576","72h","glo",2.125,2.125,FALSE
"RESERVATION HIGHWAY DAM","MN00576","72h","gev",-3.097,3.097,FALSE
"RESERVATION HIGHWAY DAM","MN00576","72h","gno",-3.942,3.942,FALSE
"RESERVATION HIGHWAY DAM","MN00576","72h","pe3",-5.949,5.949,FALSE
"RESERVATION HIGHWAY DAM","MN00576","72h","gpa",-14.862,14.862,FALSE
"ISLAND LAKE","MN00612","24h","glo",0.626,0.626,TRUE
"ISLAND LAKE","MN00612","24h","gev",-2.358,2.358,FALSE
"ISLAND LAKE","MN00612","24h","gno",-3.759,3.759,FALSE
"ISLAND LAKE","MN00612","24h","pe3",-6.3,6.3,FALSE
"ISLAND LAKE","MN00612","24h","gpa",-9.842,9.842,FALSE
"ISLAND LAKE","MN00612","72h","glo",0.886,0.886,TRUE
"ISLAND LAKE","MN00612","72h","gev",-2.392,2.392,FALSE
"ISLAND LAKE","MN00612","72h","gno",-3.564,3.564,FALSE
"ISLAND LAKE","MN00612","72h","pe3",-5.774,5.774,FALSE
"ISLAND LAKE","MN00612","72h","gpa",-10.322,10.322,FALSE
"LIBERTY DAM","MD00003","24h","gno",0.044,0.044,TRUE
"LIBERTY DAM","MD00003","24h","gev",1.697,1.697,FALSE
"LIBERTY DAM","MD00003","24h","pe3",-2.896,2.896,FALSE
"LIBERTY DAM","MD00003","24h","glo",4.53,4.53,FALSE
"LIBERTY DAM","MD00003","24h","gpa",-5.657,5.657,FALSE
"LIBERTY DAM","MD00003","72h","gno",0.344,0.344,TRUE
"LIBERTY DAM","MD00003","72h","gev",1.959,1.959,FALSE
"LIBERTY DAM","MD00003","72h","pe3",-2.533,2.533,FALSE
"LIBERTY DAM","MD00003","72h","glo",4.799,4.799,FALSE
"LIBERTY DAM","MD00003","72h","gpa",-5.38,5.38,FALSE
"LOCK & DAM 25","MO10301","24h","gev",-0.549,0.549,TRUE
"LOCK & DAM 25","MO10301","24h","gno",-2.114,2.114,FALSE
"LOCK & DAM 25","MO10301","24h","glo",2.82,2.82,FALSE
"LOCK & DAM 25","MO10301","24h","pe3",-4.958,4.958,FALSE
"LOCK & DAM 25","MO10301","24h","gpa",-8.986,8.986,FALSE
"LOCK & DAM 25","MO10301","72h","gev",-0.18,0.18,TRUE
"LOCK & DAM 25","MO10301","72h","gno",-1.586,1.586,TRUE
"LOCK & DAM 25","MO10301","72h","glo",3.515,3.515,FALSE
"LOCK & DAM 25","MO10301","72h","pe3",-4.212,4.212,FALSE
"LOCK & DAM 25","MO10301","72h","gpa",-9.188,9.188,FALSE
"CASTLE ROCK","WI00724","24h","gev",0.15,0.15,TRUE
"CASTLE ROCK","WI00724","24h","gno",-1.435,1.435,TRUE
"CASTLE ROCK","WI00724","24h","glo",4.04,4.04,FALSE
"CASTLE ROCK","WI00724","24h","pe3",-4.363,4.363,FALSE
"CASTLE ROCK","WI00724","24h","gpa",-9.417,9.417,FALSE
"CASTLE ROCK","WI00724","72h","gev",-1.087,1.087,TRUE
"CASTLE ROCK","WI00724","72h","gno",-2.36,2.36,FALSE
"CASTLE ROCK","WI00724","72h","glo",3.188,3.188,FALSE
"CASTLE ROCK","WI00724","72h","pe3",-4.85,4.85,FALSE
"CASTLE ROCK","WI00724","72h","gpa",-11.218,11.218,FALSE
"CEDAR CREEK","AL05902","24h","gno",0.031,0.031,TRUE
"CEDAR CREEK","AL05902","24h","gev",1.239,1.239,TRUE
"CEDAR CREEK","AL05902","24h","pe3",-2.343,2.343,FALSE
"CEDAR CREEK","AL05902","24h","glo",5.38,5.38,FALSE
"CEDAR CREEK","AL05902","24h","gpa",-8.554,8.554,FALSE
"CEDAR CREEK","AL05902","72h","gev",-0.146,0.146,TRUE
"CEDAR CREEK","AL05902","72h","gno",-1.241,1.241,TRUE
"CEDAR CREEK","AL05902","72h","pe3",-3.459,3.459,FALSE
"CEDAR CREEK","AL05902","72h","glo",4.089,4.089,FALSE
"CEDAR CREEK","AL05902","72h","gpa",-10.042,10.042,FALSE
"MITCHELL","AL01424","24h","gno",-0.216,0.216,TRUE
"MITCHELL","AL01424","24h","gev",1.18,1.18,TRUE
"MITCHELL","AL01424","24h","pe3",-2.855,2.855,FALSE
"MITCHELL","AL01424","24h","glo",5.135,5.135,FALSE
"MITCHELL","AL01424","24h","gpa",-8.374,8.374,FALSE
"MITCHELL","AL01424","72h","gev",-0.189,0.189,TRUE
"MITCHELL","AL01424","72h","gno",-1.459,1.459,TRUE
"MITCHELL","AL01424","72h","glo",3.259,3.259,FALSE
"MITCHELL","AL01424","72h","pe3",-3.842,3.842,FALSE
"MITCHELL","AL01424","72h","gpa",-8.56,8.56,FALSE
"HORSETOOTH","CO01659","24h","pe3",-0.06,0.06,TRUE
"HORSETOOTH","CO01659","24h","gno",1.088,1.088,TRUE
"HORSETOOTH","CO01659","24h","gev",1.645,1.645,FALSE
"HORSETOOTH","CO01659","24h","gpa",-3.687,3.687,FALSE
"HORSETOOTH","CO01659","24h","glo",3.94,3.94,FALSE
"HORSETOOTH","CO01659","72h","pe3",-0.552,0.552,TRUE
"HORSETOOTH","CO01659","72h","gno",0.879,0.879,TRUE
"HORSETOOTH","CO01659","72h","gev",1.613,1.613,TRUE
"HORSETOOTH","CO01659","72h","glo",4.04,4.04,FALSE
"HORSETOOTH","CO01659","72h","gpa",-4.148,4.148,FALSE
"PELICAN LAKE","MN00046","24h","gev",-1.798,1.798,FALSE
"PELICAN LAKE","MN00046","24h","glo",2.355,2.355,FALSE
"PELICAN LAKE","MN00046","24h","gno",-3.292,3.292,FALSE
"PELICAN LAKE","MN00046","24h","pe3",-6.109,6.109,FALSE
"PELICAN LAKE","MN00046","24h","gpa",-11.851,11.851,FALSE
"PELICAN LAKE","MN00046","72h","glo",2.209,2.209,FALSE
"PELICAN LAKE","MN00046","72h","gev",-2.319,2.319,FALSE
"PELICAN LAKE","MN00046","72h","gno",-3.615,3.615,FALSE
"PELICAN LAKE","MN00046","72h","pe3",-6.175,6.175,FALSE
"PELICAN LAKE","MN00046","72h","gpa",-13.007,13.007,FALSE
"INDIAN LAKE STONE DAM","NY00155","24h","gev",-0.989,0.989,TRUE
"INDIAN LAKE STONE DAM","NY00155","24h","gno",-1.825,1.825,FALSE
"INDIAN LAKE STONE DAM","NY00155","24h","glo",3.362,3.362,FALSE
"INDIAN LAKE STONE DAM","NY00155","24h","pe3",-3.683,3.683,FALSE
"INDIAN LAKE STONE DAM","NY00155","24h","gpa",-10.91,10.91,FALSE
"INDIAN LAKE STONE DAM","NY00155","72h","gev",-0.555,0.555,TRUE
"INDIAN LAKE STONE DAM","NY00155","72h","gno",-1.482,1.482,TRUE
"INDIAN LAKE STONE DAM","NY00155","72h","pe3",-3.457,3.457,FALSE
"INDIAN LAKE STONE DAM","NY00155","72h","glo",3.708,3.708,FALSE
"INDIAN LAKE STONE DAM","NY00155","72h","gpa",-10.369,10.369,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","24h","gev",-0.484,0.484,TRUE
"MISSISSIPPI RIVER DAM 11","IA00003","24h","gno",-2.129,2.129,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","24h","glo",3.452,3.452,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","24h","pe3",-5.157,5.157,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","24h","gpa",-10.196,10.196,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","72h","gev",-0.766,0.766,TRUE
"MISSISSIPPI RIVER DAM 11","IA00003","72h","gno",-2.115,2.115,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","72h","glo",3.96,3.96,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","72h","pe3",-4.78,4.78,FALSE
"MISSISSIPPI RIVER DAM 11","IA00003","72h","gpa",-11.918,11.918,FALSE
"IATT LAKE DAM","LA00018","24h","gev",0.342,0.342,TRUE
"IATT LAKE DAM","LA00018","24h","gno",-1.069,1.069,TRUE
"IATT LAKE DAM","LA00018","24h","glo",3.393,3.393,FALSE
"IATT LAKE DAM","LA00018","24h","pe3",-3.634,3.634,FALSE
"IATT LAKE DAM","LA00018","24h","gpa",-7.292,7.292,FALSE
"IATT LAKE DAM","LA00018","72h","gno",-0.136,0.136,TRUE
"IATT LAKE DAM","LA00018","72h","gev",0.875,0.875,TRUE
"IATT LAKE DAM","LA00018","72h","pe3",-2.163,2.163,FALSE
"IATT LAKE DAM","LA00018","72h","glo",4.633,4.633,FALSE
"IATT LAKE DAM","LA00018","72h","gpa",-7.94,7.94,FALSE
"MINOCQUA","WI00767","24h","gev",-0.739,0.739,TRUE
"MINOCQUA","WI00767","24h","gno",-2.503,2.503,FALSE
"MINOCQUA","WI00767","24h","glo",2.646,2.646,FALSE
"MINOCQUA","WI00767","24h","pe3",-5.671,5.671,FALSE
"MINOCQUA","WI00767","24h","gpa",-9.362,9.362,FALSE
"MINOCQUA","WI00767","72h","glo",1.748,1.748,FALSE
"MINOCQUA","WI00767","72h","gev",-2.128,2.128,FALSE
"MINOCQUA","WI00767","72h","gno",-3.608,3.608,FALSE
"MINOCQUA","WI00767","72h","pe3",-6.37,6.37,FALSE
"MINOCQUA","WI00767","72h","gpa",-11.58,11.58,FALSE
"JACKSON BLUFF","FL00108","24h","gev",0.249,0.249,TRUE
"JACKSON BLUFF","FL00108","24h","gno",-0.915,0.915,TRUE
"JACKSON BLUFF","FL00108","24h","pe3",-3.145,3.145,FALSE
"JACKSON BLUFF","FL00108","24h","glo",3.782,3.782,FALSE
"JACKSON BLUFF","FL00108","24h","gpa",-8.215,8.215,FALSE
"JACKSON BLUFF","FL00108","72h","gev",0.074,0.074,TRUE
"JACKSON BLUFF","FL00108","72h","gno",-1.211,1.211,TRUE
"JACKSON BLUFF","FL00108","72h","glo",3.573,3.573,FALSE
"JACKSON BLUFF","FL00108","72h","pe3",-3.623,3.623,FALSE
"JACKSON BLUFF","FL00108","72h","gpa",-8.416,8.416,FALSE
"LOCKINGTON DAM","OH00391","24h","gev",-1.535,1.535,TRUE
"LOCKINGTON DAM","OH00391","24h","gno",-2.493,2.493,FALSE
"LOCKINGTON DAM","OH00391","24h","glo",4.187,4.187,FALSE
"LOCKINGTON DAM","OH00391","24h","pe3",-4.737,4.737,FALSE
"LOCKINGTON DAM","OH00391","24h","gpa",-14.454,14.454,FALSE
"LOCKINGTON DAM","OH00391","72h","gev",-2.733,2.733,FALSE
"LOCKINGTON DAM","OH00391","72h","glo",3.132,3.132,FALSE
"LOCKINGTON DAM","OH00391","72h","gno",-3.678,3.678,FALSE
"LOCKINGTON DAM","OH00391","72h","pe3",-5.927,5.927,FALSE
"LOCKINGTON DAM","OH00391","72h","gpa",-15.944,15.944,FALSE
"GAINER MEMORIAL","RI03001","24h","gev",-0.574,0.574,TRUE
"GAINER MEMORIAL","RI03001","24h","gno",-1.758,1.758,FALSE
"GAINER MEMORIAL","RI03001","24h","glo",3.447,3.447,FALSE
"GAINER MEMORIAL","RI03001","24h","pe3",-4.079,4.079,FALSE
"GAINER MEMORIAL","RI03001","24h","gpa",-10.092,10.092,FALSE
"GAINER MEMORIAL","RI03001","72h","gev",-0.566,0.566,TRUE
"GAINER MEMORIAL","RI03001","72h","gno",-1.925,1.925,FALSE
"GAINER MEMORIAL","RI03001","72h","glo",2.717,2.717,FALSE
"GAINER MEMORIAL","RI03001","72h","pe3",-4.431,4.431,FALSE
"GAINER MEMORIAL","RI03001","72h","gpa",-8.655,8.655,FALSE
"FRANKLIN COUNTY DAM","TX03288","24h","gev",-0.691,0.691,TRUE
"FRANKLIN COUNTY DAM","TX03288","24h","gno",-1.889,1.889,FALSE
"FRANKLIN COUNTY DAM","TX03288","24h","glo",4.198,4.198,FALSE
"FRANKLIN COUNTY DAM","TX03288","24h","pe3",-4.351,4.351,FALSE
"FRANKLIN COUNTY DAM","TX03288","24h","gpa",-12.059,12.059,FALSE
"FRANKLIN COUNTY DAM","TX03288","72h","gev",-1.912,1.912,FALSE
"FRANKLIN COUNTY DAM","TX03288","72h","gno",-2.944,2.944,FALSE
"FRANKLIN COUNTY DAM","TX03288","72h","glo",3.001,3.001,FALSE
"FRANKLIN COUNTY DAM","TX03288","72h","pe3",-5.168,5.168,FALSE
"FRANKLIN COUNTY DAM","TX03288","72h","gpa",-13.19,13.19,FALSE
"WEST GRAND LAKE","ME00223","24h","gev",-0.79,0.79,TRUE
"WEST GRAND LAKE","ME00223","24h","gno",-1.616,1.616,TRUE
"WEST GRAND LAKE","ME00223","24h","pe3",-3.45,3.45,FALSE
"WEST GRAND LAKE","ME00223","24h","glo",3.509,3.509,FALSE
"WEST GRAND LAKE","ME00223","24h","gpa",-10.592,10.592,FALSE
"WEST GRAND LAKE","ME00223","72h","gev",-0.608,0.608,TRUE
"WEST GRAND LAKE","ME00223","72h","gno",-1.257,1.257,TRUE
"WEST GRAND LAKE","ME00223","72h","pe3",-2.869,2.869,FALSE
"WEST GRAND LAKE","ME00223","72h","glo",3.847,3.847,FALSE
"WEST GRAND LAKE","ME00223","72h","gpa",-10.58,10.58,FALSE
"FRANCIS E WALTER DAM","PA00008","24h","gno",-0.581,0.581,TRUE
"FRANCIS E WALTER DAM","PA00008","24h","gev",0.884,0.884,TRUE
"FRANCIS E WALTER DAM","PA00008","24h","pe3",-3.247,3.247,FALSE
"FRANCIS E WALTER DAM","PA00008","24h","glo",4.1,4.1,FALSE
"FRANCIS E WALTER DAM","PA00008","24h","gpa",-7.146,7.146,FALSE
"FRANCIS E WALTER DAM","PA00008","72h","gev",-1.1,1.1,TRUE
"FRANCIS E WALTER DAM","PA00008","72h","glo",1.927,1.927,FALSE
"FRANCIS E WALTER DAM","PA00008","72h","gno",-2.334,2.334,FALSE
"FRANCIS E WALTER DAM","PA00008","72h","pe3",-4.615,4.615,FALSE
"FRANCIS E WALTER DAM","PA00008","72h","gpa",-8.546,8.546,FALSE
"MENDOTA LOCKS","WI00621","24h","gno",-0.721,0.721,TRUE
"MENDOTA LOCKS","WI00621","24h","gev",0.881,0.881,TRUE
"MENDOTA LOCKS","WI00621","24h","pe3",-3.717,3.717,FALSE
"MENDOTA LOCKS","WI00621","24h","glo",5.124,5.124,FALSE
"MENDOTA LOCKS","WI00621","24h","gpa",-9.452,9.452,FALSE
"MENDOTA LOCKS","WI00621","72h","gev",0.428,0.428,TRUE
"MENDOTA LOCKS","WI00621","72h","gno",-0.951,0.951,TRUE
"MENDOTA LOCKS","WI00621","72h","pe3",-3.675,3.675,FALSE
"MENDOTA LOCKS","WI00621","72h","glo",5.255,5.255,FALSE
"MENDOTA LOCKS","WI00621","72h","gpa",-10.962,10.962,FALSE
"CRISP COUNTY (WARWICK)","GA00831","24h","gev",-0.609,0.609,TRUE
"CRISP COUNTY (WARWICK)","GA00831","24h","gno",-2.012,2.012,FALSE
"CRISP COUNTY (WARWICK)","GA00831","24h","glo",2.672,2.672,FALSE
"CRISP COUNTY (WARWICK)","GA00831","24h","pe3",-4.587,4.587,FALSE
"CRISP COUNTY (WARWICK)","GA00831","24h","gpa",-8.728,8.728,FALSE
"CRISP COUNTY (WARWICK)","GA00831","72h","gev",-0.662,0.662,TRUE
"CRISP COUNTY (WARWICK)","GA00831","72h","gno",-1.959,1.959,FALSE
"CRISP COUNTY (WARWICK)","GA00831","72h","glo",2.932,2.932,FALSE
"CRISP COUNTY (WARWICK)","GA00831","72h","pe3",-4.403,4.403,FALSE
"CRISP COUNTY (WARWICK)","GA00831","72h","gpa",-9.366,9.366,FALSE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","24h","gno",-0.589,0.589,TRUE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","24h","gev",0.955,0.955,TRUE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","24h","pe3",-3.486,3.486,FALSE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","24h","glo",5.134,5.134,FALSE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","24h","gpa",-9.193,9.193,FALSE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","72h","gno",-0.502,0.502,TRUE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","72h","gev",0.923,0.923,TRUE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","72h","pe3",-3.199,3.199,FALSE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","72h","glo",4.982,4.982,FALSE
"FALSE RIVER DRAINAGE STRUCTURE","LA00016","72h","gpa",-8.874,8.874,FALSE
"G123 CONTROL STRUCTURE","FL74001","24h","gev",-0.31,0.31,TRUE
"G123 CONTROL STRUCTURE","FL74001","24h","gno",-1.601,1.601,TRUE
"G123 CONTROL STRUCTURE","FL74001","24h","glo",2.646,2.646,FALSE
"G123 CONTROL STRUCTURE","FL74001","24h","pe3",-3.963,3.963,FALSE
"G123 CONTROL STRUCTURE","FL74001","24h","gpa",-7.649,7.649,FALSE
"G123 CONTROL STRUCTURE","FL74001","72h","gev",-1.078,1.078,TRUE
"G123 CONTROL STRUCTURE","FL74001","72h","gno",-2.099,2.099,FALSE
"G123 CONTROL STRUCTURE","FL74001","72h","glo",2.197,2.197,FALSE
"G123 CONTROL STRUCTURE","FL74001","72h","pe3",-4.077,4.077,FALSE
"G123 CONTROL STRUCTURE","FL74001","72h","gpa",-8.879,8.879,FALSE
"HILLSDALE DAM","KS82201","24h","gev",-0.03,0.03,TRUE
"HILLSDALE DAM","KS82201","24h","gno",-1.044,1.044,TRUE
"HILLSDALE DAM","KS82201","24h","pe3",-3.082,3.082,FALSE
"HILLSDALE DAM","KS82201","24h","glo",3.771,3.771,FALSE
