"site","site_id","duration","dist","T","growth_factor","depth_mm"
"BARRE FALLS DAM","MA00962","72h","GEV",10000,5.4768,516.95
"BARRE FALLS DAM","MA00962","72h","GLO",10000,7.8284,738.92
"THOMASTON DAM","CT00501","24h","GPA",10000,3.2982,287.02
"THOMASTON DAM","CT00501","24h","PE3",10000,3.9916,347.36
"THOMASTON DAM","CT00501","24h","GNO",10000,5.1492,448.1
"THOMASTON DAM","CT00501","24h","GEV",10000,6.2649,545.19
"THOMASTON DAM","CT00501","24h","GLO",10000,8.8549,770.58
"THOMASTON DAM","CT00501","72h","GPA",10000,3.812,405.07
"THOMASTON DAM","CT00501","72h","PE3",10000,4.2881,455.67
"THOMASTON DAM","CT00501","72h","GNO",10000,5.7627,612.36
"THOMASTON DAM","CT00501","72h","GEV",10000,7.3432,780.32
"THOMASTON DAM","CT00501","72h","GLO",10000,10.2245,1086.49
"ROBERT A SKINNER","CA00223","24h","GPA",10000,2.7271,163.03
"ROBERT A SKINNER","CA00223","24h","PE3",10000,4.0102,239.73
"ROBERT A SKINNER","CA00223","24h","GNO",10000,4.6644,278.85
"ROBERT A SKINNER","CA00223","24h","GEV",10000,4.97,297.11
"ROBERT A SKINNER","CA00223","24h","GLO",10000,7.4105,443.01
"ROBERT A SKINNER","CA00223","72h","GPA",10000,3.204,257.59
"ROBERT A SKINNER","CA00223","72h","PE3",10000,4.5166,363.11
"ROBERT A SKINNER","CA00223","72h","GNO",10000,5.4657,439.42
"ROBERT A SKINNER","CA00223","72h","GEV",10000,6.1032,490.67
"ROBERT A SKINNER","CA00223","72h","GLO",10000,9.0303,726
"GREEN RIVER LOCK & DAM 1","KY03002","24h","GPA",10000,2.351,203.4
"GREEN RIVER LOCK & DAM 1","KY03002","24h","PE3",10000,3.3055,285.98
"GREEN RIVER LOCK & DAM 1","KY03002","24h","GNO",10000,3.836,331.88
"GREEN RIVER LOCK & DAM 1","KY03002","24h","GEV",10000,4.1138,355.91
"GREEN RIVER LOCK & DAM 1","KY03002","24h","GLO",10000,5.9961,518.76
"GREEN RIVER LOCK & DAM 1","KY03002","72h","GPA",10000,2.4395,269.24
"GREEN RIVER LOCK & DAM 1","KY03002","72h","PE3",10000,3.3741,372.38
"GREEN RIVER LOCK & DAM 1","KY03002","72h","GNO",10000,3.9686,438
"GREEN RIVER LOCK & DAM 1","KY03002","72h","GEV",10000,4.3277,477.63
"GREEN RIVER LOCK & DAM 1","KY03002","72h","GLO",10000,6.2861,693.77
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","24h","GPA",10000,2.1727,144.2
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","24h","PE3",10000,3.1105,206.44
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","24h","GNO",10000,3.5277,234.13
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","24h","GEV",10000,3.6811,244.31
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","24h","GLO",10000,5.3726,356.57
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","72h","GPA",10000,2.0863,171
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","72h","PE3",10000,2.994,245.4
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","72h","GNO",10000,3.3635,275.68
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","72h","GEV",10000,3.473,284.65
"GRAND LAKE ST. MARYS - EAST EMBANKMENT","OH00581","72h","GLO",10000,5.0586,414.62
"MINATARE","NE01075","24h","GPA",10000,2.146,98.77
"MINATARE","NE01075","24h","PE3",10000,3.2705,150.52
"MINATARE","NE01075","24h","GEV",10000,3.5436,163.09
"MINATARE","NE01075","24h","GNO",10000,3.5776,164.65
"MINATARE","NE01075","24h","GLO",10000,5.2842,243.2
"MINATARE","NE01075","72h","GPA",10000,1.9939,112.02
"MINATARE","NE01075","72h","PE3",10000,3.0774,172.89
"MINATARE","NE01075","72h","GEV",10000,3.1381,176.3
"MINATARE","NE01075","72h","GNO",10000,3.2776,184.13
"MINATARE","NE01075","72h","GLO",10000,4.6754,262.66
"ASSAWOMPSET POND DAM","MA03154","24h","GPA",10000,2.3202,199.35
"ASSAWOMPSET POND DAM","MA03154","24h","PE3",10000,3.319,285.16
"ASSAWOMPSET POND DAM","MA03154","24h","GNO",10000,3.812,327.52
"ASSAWOMPSET POND DAM","MA03154","24h","GEV",10000,4.0312,346.35
"ASSAWOMPSET POND DAM","MA03154","24h","GLO",10000,5.9062,507.45
"ASSAWOMPSET POND DAM","MA03154","72h","GPA",10000,2.4497,248.05
"ASSAWOMPSET POND DAM","MA03154","72h","PE3",10000,3.481,352.48
"ASSAWOMPSET POND DAM","MA03154","72h","GNO",10000,4.0476,409.85
"ASSAWOMPSET POND DAM","MA03154","72h","GEV",10000,4.34,439.46
"ASSAWOMPSET POND DAM","MA03154","72h","GLO",10000,6.3637,644.37
"MINERAL RIDGE DAM","OH00337","24h","GPA",10000,2.3909,147.13
"MINERAL RIDGE DAM","OH00337","24h","PE3",10000,3.3106,203.72
"MINERAL RIDGE DAM","OH00337","24h","GNO",10000,3.8793,238.72
"MINERAL RIDGE DAM","OH00337","24h","GEV",10000,4.2137,259.3
"MINERAL RIDGE DAM","OH00337","24h","GLO",10000,6.1157,376.34
"MINERAL RIDGE DAM","OH00337","72h","GPA",10000,1.9809,148.83
"MINERAL RIDGE DAM","OH00337","72h","PE3",10000,2.8838,216.68
"MINERAL RIDGE DAM","OH00337","72h","GNO",10000,3.1781,238.79
"MINERAL RIDGE DAM","OH00337","72h","GEV",10000,3.2041,240.74
"MINERAL RIDGE DAM","OH00337","72h","GLO",10000,4.6721,351.04
"MISSISSIPPI RIVER DAM 21","MO10304","24h","GPA",10000,2.2482,179.72
"MISSISSIPPI RIVER DAM 21","MO10304","24h","PE3",10000,3.2783,262.08
"MISSISSIPPI RIVER DAM 21","MO10304","24h","GNO",10000,3.7086,296.47
"MISSISSIPPI RIVER DAM 21","MO10304","24h","GEV",10000,3.8451,307.39
"MISSISSIPPI RIVER DAM 21","MO10304","24h","GLO",10000,5.661,452.56
"MISSISSIPPI RIVER DAM 21","MO10304","72h","GPA",10000,2.1428,210.5
"MISSISSIPPI RIVER DAM 21","MO10304","72h","PE3",10000,3.1741,311.81
"MISSISSIPPI RIVER DAM 21","MO10304","72h","GNO",10000,3.5272,346.5
"MISSISSIPPI RIVER DAM 21","MO10304","72h","GEV",10000,3.5762,351.31
"MISSISSIPPI RIVER DAM 21","MO10304","72h","GLO",10000,5.2782,518.5
"VAIL","CA00770","24h","GPA",10000,2.6415,153.75
"VAIL","CA00770","24h","PE3",10000,3.9136,227.79
"VAIL","CA00770","24h","GNO",10000,4.5144,262.76
"VAIL","CA00770","24h","GEV",10000,4.7624,277.2
"VAIL","CA00770","24h","GLO",10000,7.1095,413.81
"VAIL","CA00770","72h","GPA",10000,3.1878,262.29
"VAIL","CA00770","72h","PE3",10000,4.4806,368.67
"VAIL","CA00770","72h","GNO",10000,5.426,446.45
"VAIL","CA00770","72h","GEV",10000,6.0661,499.12
"VAIL","CA00770","72h","GLO",10000,8.9654,737.68
"SCHOENS","AZ00207","24h","GPA",10000,2.2192,113.82
"SCHOENS","AZ00207","24h","PE3",10000,3.3172,170.14
"SCHOENS","AZ00207","24h","GNO",10000,3.695,189.52
"SCHOENS","AZ00207","24h","GEV",10000,3.7492,192.3
"SCHOENS","AZ00207","24h","GLO",10000,5.5641,285.38
"SCHOENS","AZ00207","72h","GPA",10000,2.3026,158.05
"SCHOENS","AZ00207","72h","PE3",10000,3.4145,234.37
"SCHOENS","AZ00207","72h","GNO",10000,3.847,264.06
"SCHOENS","AZ00207","72h","GEV",10000,3.9582,271.69
"SCHOENS","AZ00207","72h","GLO",10000,5.8704,402.95
"TAPPAN DAM","OH00010","24h","GPA",10000,2.438,153.32
"TAPPAN DAM","OH00010","24h","PE3",10000,3.3128,208.33
"TAPPAN DAM","OH00010","24h","GNO",10000,3.9262,246.91
"TAPPAN DAM","OH00010","24h","GEV",10000,4.3287,272.22
"TAPPAN DAM","OH00010","24h","GLO",10000,6.2498,393.03
"TAPPAN DAM","OH00010","72h","GPA",10000,2.0486,158
"TAPPAN DAM","OH00010","72h","PE3",10000,2.9514,227.63
"TAPPAN DAM","OH00010","72h","GNO",10000,3.2961,254.21
"TAPPAN DAM","OH00010","72h","GEV",10000,3.379,260.61
"TAPPAN DAM","OH00010","72h","GLO",10000,4.9218,379.6
"BARRETT","CA00106","24h","GPA",10000,2.4008,123.92
"BARRETT","CA00106","24h","PE3",10000,3.6627,189.06
"BARRETT","CA00106","24h","GNO",10000,4.0966,211.45
"BARRETT","CA00106","24h","GEV",10000,4.1585,214.65
"BARRETT","CA00106","24h","GLO",10000,6.2438,322.28
"BARRETT","CA00106","72h","GPA",10000,2.6962,187.18
"BARRETT","CA00106","72h","PE3",10000,4.082,283.39
"BARRETT","CA00106","72h","GNO",10000,4.6728,324.41
"BARRETT","CA00106","72h","GEV",10000,4.8702,338.11
"BARRETT","CA00106","72h","GLO",10000,7.3311,508.96
"INGLIS SPILLWAY & DAM","FL00142","24h","GPA",10000,3.1928,358.6
"INGLIS SPILLWAY & DAM","FL00142","24h","PE3",10000,4.028,452.4
"INGLIS SPILLWAY & DAM","FL00142","24h","GNO",10000,5.0976,572.53
"INGLIS SPILLWAY & DAM","FL00142","24h","GEV",10000,6.054,679.94
"INGLIS SPILLWAY & DAM","FL00142","24h","GLO",10000,8.6521,971.74
"INGLIS SPILLWAY & DAM","FL00142","72h","GPA",10000,3.3512,479.35
"INGLIS SPILLWAY & DAM","FL00142","72h","PE3",10000,4.0672,581.77
"INGLIS SPILLWAY & DAM","FL00142","72h","GNO",10000,5.2503,751
"INGLIS SPILLWAY & DAM","FL00142","72h","GEV",10000,6.3877,913.7
"INGLIS SPILLWAY & DAM","FL00142","72h","GLO",10000,9.0423,1293.42
"POOL NO. 27","MN00630","24h","GPA",10000,2.862,168.4
"POOL NO. 27","MN00630","24h","PE3",10000,3.9285,231.15
"POOL NO. 27","MN00630","24h","GNO",10000,4.7435,279.11
"POOL NO. 27","MN00630","24h","GEV",10000,5.3128,312.6
"POOL NO. 27","MN00630","24h","GLO",10000,7.7594,456.55
"POOL NO. 27","MN00630","72h","GPA",10000,2.7708,193.6
"POOL NO. 27","MN00630","72h","PE3",10000,3.8252,267.27
"POOL NO. 27","MN00630","72h","GNO",10000,4.5879,320.56
"POOL NO. 27","MN00630","72h","GEV",10000,5.1002,356.36
"POOL NO. 27","MN00630","72h","GLO",10000,7.4519,520.68
"ELY LAKE","MN00005","24h","GPA",10000,2.6328,166.65
"ELY LAKE","MN00005","24h","PE3",10000,3.6246,229.43
"ELY LAKE","MN00005","24h","GNO",10000,4.3216,273.55
"ELY LAKE","MN00005","24h","GEV",10000,4.7797,302.54
"ELY LAKE","MN00005","24h","GLO",10000,6.9601,440.55
"ELY LAKE","MN00005","72h","GPA",10000,2.3051,176.77
"ELY LAKE","MN00005","72h","PE3",10000,3.3181,254.44
"ELY LAKE","MN00005","72h","GNO",10000,3.7951,291.02
"ELY LAKE","MN00005","72h","GEV",10000,3.9911,306.05
"ELY LAKE","MN00005","72h","GLO",10000,5.8581,449.21
"FOSTER","OR00012","24h","GPA",10000,1.9394,144.18
"FOSTER","OR00012","24h","PE3",10000,2.794,207.72
"FOSTER","OR00012","24h","GNO",10000,3.0809,229.05
"FOSTER","OR00012","24h","GEV",10000,3.1149,231.58
"FOSTER","OR00012","24h","GLO",10000,4.5168,335.8
"FOSTER","OR00012","72h","GPA",10000,1.8768,228.16
"FOSTER","OR00012","72h","PE3",10000,2.721,330.8
"FOSTER","OR00012","72h","GEV",10000,2.9539,359.11
"FOSTER","OR00012","72h","GNO",10000,2.9647,360.43
"FOSTER","OR00012","72h","GLO",10000,4.2801,520.34
"ADOBE","AZ00203","24h","GPA",10000,2.7412,117.1
"ADOBE","AZ00203","24h","PE3",10000,3.9826,170.13
"ADOBE","AZ00203","24h","GNO",10000,4.6621,199.16
"ADOBE","AZ00203","24h","GEV",10000,5.0112,214.07
"ADOBE","AZ00203","24h","GLO",10000,7.4433,317.97
"ADOBE","AZ00203","72h","GPA",10000,2.873,157.29
"ADOBE","AZ00203","72h","PE3",10000,4.1377,226.53
"ADOBE","AZ00203","72h","GNO",10000,4.8944,267.96
"ADOBE","AZ00203","72h","GEV",10000,5.3247,291.52
"ADOBE","AZ00203","72h","GLO",10000,7.9012,432.57
"SAND HOLLOW WEST DAM","UT50415","24h","GPA",10000,2.3411,93.75
"SAND HOLLOW WEST DAM","UT50415","24h","PE3",10000,3.4282,137.28
"SAND HOLLOW WEST DAM","UT50415","24h","GNO",10000,3.899,156.13
"SAND HOLLOW WEST DAM","UT50415","24h","GEV",10000,4.0623,162.67
"SAND HOLLOW WEST DAM","UT50415","24h","GLO",10000,6.0038,240.42
"SAND HOLLOW WEST DAM","UT50415","72h","GPA",10000,2.5269,128.21
"SAND HOLLOW WEST DAM","UT50415","72h","PE3",10000,3.6129,183.32
"SAND HOLLOW WEST DAM","UT50415","72h","GNO",10000,4.2097,213.6
"SAND HOLLOW WEST DAM","UT50415","72h","GEV",10000,4.518,229.24
"SAND HOLLOW WEST DAM","UT50415","72h","GLO",10000,6.6493,337.38
"SAND HOLLOW NORTH DAM","UT50414","24h","GPA",10000,2.3565,93.77
"SAND HOLLOW NORTH DAM","UT50414","24h","PE3",10000,3.4404,136.9
"SAND HOLLOW NORTH DAM","UT50414","24h","GNO",10000,3.9234,156.12
"SAND HOLLOW NORTH DAM","UT50414","24h","GEV",10000,4.1016,163.22
"SAND HOLLOW NORTH DAM","UT50414","24h","GLO",10000,6.0577,241.06
"SAND HOLLOW NORTH DAM","UT50414","72h","GPA",10000,2.5555,129.75
"SAND HOLLOW NORTH DAM","UT50414","72h","PE3",10000,3.628,184.2
"SAND HOLLOW NORTH DAM","UT50414","72h","GNO",10000,4.2485,215.7
"SAND HOLLOW NORTH DAM","UT50414","72h","GEV",10000,4.5888,232.98
"SAND HOLLOW NORTH DAM","UT50414","72h","GLO",10000,6.7411,342.25
"LONG-ON-DEERSKIN","WI01005","24h","GPA",10000,2.5444,155.6
"LONG-ON-DEERSKIN","WI01005","24h","PE3",10000,3.4965,213.82
"LONG-ON-DEERSKIN","WI01005","24h","GNO",10000,4.1512,253.86
"LONG-ON-DEERSKIN","WI01005","24h","GEV",10000,4.5741,279.72
"LONG-ON-DEERSKIN","WI01005","24h","GLO",10000,6.6449,406.36
"LONG-ON-DEERSKIN","WI01005","72h","GPA",10000,2.2833,171.76
"LONG-ON-DEERSKIN","WI01005","72h","PE3",10000,3.2347,243.32
"LONG-ON-DEERSKIN","WI01005","72h","GNO",10000,3.7216,279.95
"LONG-ON-DEERSKIN","WI01005","72h","GEV",10000,3.9502,297.15
"LONG-ON-DEERSKIN","WI01005","72h","GLO",10000,5.7626,433.48
"JACKSON LAKE","CO00016","24h","GPA",10000,2.3193,105.49
"JACKSON LAKE","CO00016","24h","PE3",10000,3.5009,159.24
"JACKSON LAKE","CO00016","24h","GNO",10000,3.913,177.98
"JACKSON LAKE","CO00016","24h","GEV",10000,3.9774,180.91
"JACKSON LAKE","CO00016","24h","GLO",10000,5.9385,270.11
"JACKSON LAKE","CO00016","72h","GPA",10000,2.0856,115.98
"JACKSON LAKE","CO00016","72h","PE3",10000,3.2297,179.61
"JACKSON LAKE","CO00016","72h","GEV",10000,3.3637,187.06
"JACKSON LAKE","CO00016","72h","GNO",10000,3.4741,193.2
"JACKSON LAKE","CO00016","72h","GLO",10000,5.0351,280.01
"MUDDY RUN MAIN DAM","PA00266","24h","GPA",10000,2.8657,241.21
"MUDDY RUN MAIN DAM","PA00266","24h","PE3",10000,3.7829,318.41
"MUDDY RUN MAIN DAM","PA00266","24h","GNO",10000,4.6428,390.79
"MUDDY RUN MAIN DAM","PA00266","24h","GEV",10000,5.3196,447.76
"MUDDY RUN MAIN DAM","PA00266","24h","GLO",10000,7.6728,645.84
"MUDDY RUN MAIN DAM","PA00266","72h","GPA",10000,3.146,321.02
"MUDDY RUN MAIN DAM","PA00266","72h","PE3",10000,3.97,405.1
"MUDDY RUN MAIN DAM","PA00266","72h","GNO",10000,5.0153,511.76
"MUDDY RUN MAIN DAM","PA00266","72h","GEV",10000,5.947,606.83
"MUDDY RUN MAIN DAM","PA00266","72h","GLO",10000,8.4944,866.76
"TOM BEVILL LOCK AND DAM","AL01979","24h","GPA",10000,2.4144,249.76
"TOM BEVILL LOCK AND DAM","AL01979","24h","PE3",10000,3.3907,350.76
"TOM BEVILL LOCK AND DAM","AL01979","24h","GNO",10000,3.9545,409.08
"TOM BEVILL LOCK AND DAM","AL01979","24h","GEV",10000,4.263,441
"TOM BEVILL LOCK AND DAM","AL01979","24h","GLO",10000,6.2207,643.52
"TOM BEVILL LOCK AND DAM","AL01979","72h","GPA",10000,2.1387,275.63
"TOM BEVILL LOCK AND DAM","AL01979","72h","PE3",10000,3.1195,402.04
"TOM BEVILL LOCK AND DAM","AL01979","72h","GNO",10000,3.4936,450.25
"TOM BEVILL LOCK AND DAM","AL01979","72h","GEV",10000,3.5832,461.8
"TOM BEVILL LOCK AND DAM","AL01979","72h","GLO",10000,5.2589,677.76
"SEBEC","ME00163","24h","GPA",10000,2.2817,161.14
"SEBEC","ME00163","24h","PE3",10000,3.2319,228.24
"SEBEC","ME00163","24h","GNO",10000,3.7182,262.59
"SEBEC","ME00163","24h","GEV",10000,3.9466,278.71
"SEBEC","ME00163","24h","GLO",10000,5.7567,406.55
"SEBEC","ME00163","72h","GPA",10000,2.0755,176.35
"SEBEC","ME00163","72h","PE3",10000,3.0364,258
"SEBEC","ME00163","72h","GNO",10000,3.3734,286.63
"SEBEC","ME00163","72h","GEV",10000,3.428,291.27
"SEBEC","ME00163","72h","GLO",10000,5.0257,427.03
"R. W. MATTHEWS","CA00833","24h","GPA",10000,2.0418,194.47
"R. W. MATTHEWS","CA00833","24h","PE3",10000,3.0055,286.26
"R. W. MATTHEWS","CA00833","24h","GNO",10000,3.3157,315.8
"R. W. MATTHEWS","CA00833","24h","GEV",10000,3.3391,318.03
"R. W. MATTHEWS","CA00833","24h","GLO",10000,4.9001,466.72
"R. W. MATTHEWS","CA00833","72h","GPA",10000,1.981,309.44
"R. W. MATTHEWS","CA00833","72h","PE3",10000,2.9902,467.07
"R. W. MATTHEWS","CA00833","72h","GEV",10000,3.1515,492.27
"R. W. MATTHEWS","CA00833","72h","GNO",10000,3.2262,503.94
"R. W. MATTHEWS","CA00833","72h","GLO",10000,4.6556,727.22
"LAKE PANORAMA DAM","IA00415","24h","GPA",10000,2.6777,212.1
"LAKE PANORAMA DAM","IA00415","24h","PE3",10000,3.665,290.3
"LAKE PANORAMA DAM","IA00415","24h","GNO",10000,4.3912,347.82
"LAKE PANORAMA DAM","IA00415","24h","GEV",10000,4.885,386.94
"LAKE PANORAMA DAM","IA00415","24h","GLO",10000,7.1058,562.84
"LAKE PANORAMA DAM","IA00415","72h","GPA",10000,2.5781,243.47
"LAKE PANORAMA DAM","IA00415","72h","PE3",10000,3.5568,335.9
"LAKE PANORAMA DAM","IA00415","72h","GNO",10000,4.2239,398.9
"LAKE PANORAMA DAM","IA00415","72h","GEV",10000,4.6518,439.31
"LAKE PANORAMA DAM","IA00415","72h","GLO",10000,6.7714,639.48
"TOA VACA DAM","PR00014","24h","GPA",10000,4.429,581.3
"TOA VACA DAM","PR00014","24h","PE3",10000,5.0447,662.11
"TOA VACA DAM","PR00014","24h","GNO",10000,6.8383,897.51
"TOA VACA DAM","PR00014","24h","GEV",10000,8.7464,1147.94
"TOA VACA DAM","PR00014","24h","GLO",10000,12.2878,1612.74
"TOA VACA DAM","PR00014","72h","GPA",10000,3.998,701.78
"TOA VACA DAM","PR00014","72h","PE3",10000,4.8168,845.51
"TOA VACA DAM","PR00014","72h","GNO",10000,6.3423,1113.28
"TOA VACA DAM","PR00014","72h","GEV",10000,7.8493,1377.81
"TOA VACA DAM","PR00014","72h","GLO",10000,11.1634,1959.54
"LAKE ANAHUAC LEVEE","TX09088","24h","GPA",10000,4.0033,531.78
"LAKE ANAHUAC LEVEE","TX09088","24h","PE3",10000,4.7756,634.36
"LAKE ANAHUAC LEVEE","TX09088","24h","GNO",10000,6.3119,838.43
"LAKE ANAHUAC LEVEE","TX09088","24h","GEV",10000,7.8499,1042.73
"LAKE ANAHUAC LEVEE","TX09088","24h","GLO",10000,11.1334,1478.88
"LAKE ANAHUAC LEVEE","TX09088","72h","GPA",10000,4.7723,790.06
"LAKE ANAHUAC LEVEE","TX09088","72h","PE3",10000,5.1998,860.84
"LAKE ANAHUAC LEVEE","TX09088","72h","GNO",10000,7.2024,1192.38
"LAKE ANAHUAC LEVEE","TX09088","72h","GEV",10000,9.4361,1562.17
"LAKE ANAHUAC LEVEE","TX09088","72h","GLO",10000,13.1305,2173.78
"FISHING CREEK","SC01072","24h","GPA",10000,2.7789,250.14
"FISHING CREEK","SC01072","24h","PE3",10000,3.6243,326.23
"FISHING CREEK","SC01072","24h","GNO",10000,4.4518,400.73
"FISHING CREEK","SC01072","24h","GEV",10000,5.117,460.6
"FISHING CREEK","SC01072","24h","GLO",10000,7.3413,660.81
"FISHING CREEK","SC01072","72h","GPA",10000,2.6906,301.37
"FISHING CREEK","SC01072","72h","PE3",10000,3.5298,395.37
"FISHING CREEK","SC01072","72h","GNO",10000,4.3069,482.41
"FISHING CREEK","SC01072","72h","GEV",10000,4.9146,550.48
"FISHING CREEK","SC01072","72h","GLO",10000,7.0524,789.94
"COPCO NO 1","CA00323","24h","GPA",10000,2.1532,122.7
"COPCO NO 1","CA00323","24h","PE3",10000,3.2367,184.44
"COPCO NO 1","CA00323","24h","GNO",10000,3.5715,203.52
"COPCO NO 1","CA00323","24h","GEV",10000,3.5822,204.13
"COPCO NO 1","CA00323","24h","GLO",10000,5.3167,302.97
"COPCO NO 1","CA00323","72h","GPA",10000,2.307,188.95
"COPCO NO 1","CA00323","72h","PE3",10000,3.4857,285.49
"COPCO NO 1","CA00323","72h","GNO",10000,3.8899,318.6
"COPCO NO 1","CA00323","72h","GEV",10000,3.9465,323.24
"COPCO NO 1","CA00323","72h","GLO",10000,5.8928,482.64
"GEIST RESERVOIR DAM","IN00356","24h","GPA",10000,2.0139,149.1
"GEIST RESERVOIR DAM","IN00356","24h","PE3",10000,2.9012,214.78
"GEIST RESERVOIR DAM","IN00356","24h","GNO",10000,3.2278,238.96
"GEIST RESERVOIR DAM","IN00356","24h","GEV",10000,3.2956,243.98
"GEIST RESERVOIR DAM","IN00356","24h","GLO",10000,4.7938,354.9
"GEIST RESERVOIR DAM","IN00356","72h","GPA",10000,1.9258,175.05
"GEIST RESERVOIR DAM","IN00356","72h","PE3",10000,2.8077,255.21
"GEIST RESERVOIR DAM","IN00356","72h","GEV",10000,3.0675,278.83
"GEIST RESERVOIR DAM","IN00356","72h","GNO",10000,3.0701,279.06
"GEIST RESERVOIR DAM","IN00356","72h","GLO",10000,4.4645,405.81
"STRUCTURE 353","FL18003","24h","GPA",10000,3.2421,355.42
"STRUCTURE 353","FL18003","24h","PE3",10000,4.0484,443.82
"STRUCTURE 353","FL18003","24h","GNO",10000,5.1522,564.83
"STRUCTURE 353","FL18003","24h","GEV",10000,6.1603,675.34
"STRUCTURE 353","FL18003","24h","GLO",10000,8.7825,962.81
"STRUCTURE 353","FL18003","72h","GPA",10000,3.598,499.3
"STRUCTURE 353","FL18003","72h","PE3",10000,4.1573,576.92
"STRUCTURE 353","FL18003","72h","GNO",10000,5.5032,763.7
"STRUCTURE 353","FL18003","72h","GEV",10000,6.8967,957.07
"STRUCTURE 353","FL18003","72h","GLO",10000,9.6529,1339.56
"SCOGGINS","OR00685","24h","GPA",10000,1.8432,122.58
"SCOGGINS","OR00685","24h","PE3",10000,2.7198,180.87
"SCOGGINS","OR00685","24h","GEV",10000,2.8436,189.1
"SCOGGINS","OR00685","24h","GNO",10000,2.9171,193.99
"SCOGGINS","OR00685","24h","GLO",10000,4.1389,275.24
"SCOGGINS","OR00685","72h","GPA",10000,1.7907,189.83
"SCOGGINS","OR00685","72h","PE3",10000,2.6281,278.61
"SCOGGINS","OR00685","72h","GEV",10000,2.7187,288.21
"SCOGGINS","OR00685","72h","GNO",10000,2.8035,297.2
"SCOGGINS","OR00685","72h","GLO",10000,3.9369,417.36
"BOYD LAKE","CO00157","24h","GPA",10000,2.2302,102.09
"BOYD LAKE","CO00157","24h","PE3",10000,3.2857,150.41
"BOYD LAKE","CO00157","24h","GNO",10000,3.6917,168.99
"BOYD LAKE","CO00157","24h","GEV",10000,3.7921,173.59
"BOYD LAKE","CO00157","24h","GLO",10000,5.6004,256.37
"BOYD LAKE","CO00157","72h","GPA",10000,2.3949,142.1
"BOYD LAKE","CO00157","72h","PE3",10000,3.5624,211.38
"BOYD LAKE","CO00157","72h","GNO",10000,4.036,239.48
"BOYD LAKE","CO00157","72h","GEV",10000,4.1748,247.72
"BOYD LAKE","CO00157","72h","GLO",10000,6.2118,368.59
"CHERRYFIELD","ME00061","24h","GPA",10000,2.2394,166.36
"CHERRYFIELD","ME00061","24h","PE3",10000,3.2086,238.36
"CHERRYFIELD","ME00061","24h","GNO",10000,3.6587,271.79
"CHERRYFIELD","ME00061","24h","GEV",10000,3.8388,285.17
"CHERRYFIELD","ME00061","24h","GLO",10000,5.6154,417.15
"CHERRYFIELD","ME00061","72h","GPA",10000,2.0534,180.4
"CHERRYFIELD","ME00061","72h","PE3",10000,3.0358,266.71
"CHERRYFIELD","ME00061","72h","GNO",10000,3.3453,293.9
"CHERRYFIELD","ME00061","72h","GEV",10000,3.3617,295.34
"CHERRYFIELD","ME00061","72h","GLO",10000,4.9432,434.28
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","24h","GPA",10000,2.7187,304.18
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","24h","PE3",10000,3.6715,410.77
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","24h","GNO",10000,4.4333,496
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","24h","GEV",10000,4.9815,557.33
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","24h","GLO",10000,7.2197,807.75
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","72h","GPA",10000,2.7559,386.02
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","72h","PE3",10000,3.748,524.99
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","72h","GNO",10000,4.5207,633.22
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","72h","GEV",10000,5.0672,709.77
"JOE D. WAGGONNER, JR. LOCK & DAM","LA00580","72h","GLO",10000,7.3658,1031.73
"DAVID D. TERRY LOCK & DAM","AR00172","24h","GPA",10000,2.1472,227.2
"DAVID D. TERRY LOCK & DAM","AR00172","24h","PE3",10000,3.1155,329.67
"DAVID D. TERRY LOCK & DAM","AR00172","24h","GNO",10000,3.5013,370.49
"DAVID D. TERRY LOCK & DAM","AR00172","24h","GEV",10000,3.6086,381.85
"DAVID D. TERRY LOCK & DAM","AR00172","24h","GLO",10000,5.2877,559.52
"DAVID D. TERRY LOCK & DAM","AR00172","72h","GPA",10000,2.1035,278.87
"DAVID D. TERRY LOCK & DAM","AR00172","72h","PE3",10000,3.0696,406.95
"DAVID D. TERRY LOCK & DAM","AR00172","72h","GNO",10000,3.4249,454.05
"DAVID D. TERRY LOCK & DAM","AR00172","72h","GEV",10000,3.4984,463.79
"DAVID D. TERRY LOCK & DAM","AR00172","72h","GLO",10000,5.1292,679.99
"GREEN SWAMP #1 DAM","NJ00209","24h","GPA",10000,2.8233,248.13
