"site","duration","return_period_yr","AEP","depth_mm","depth_lo_mm","depth_hi_mm","rel_rmse"
"ROCKWALL-FORNEY DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"ROCKWALL-FORNEY DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"ROCKWALL-FORNEY DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"ROCKWALL-FORNEY DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"ROCKWALL-FORNEY DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"ROCKWALL-FORNEY DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"ROCKWALL-FORNEY DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"ROCKWALL-FORNEY DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"ROCKWALL-FORNEY DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"ROCKWALL-FORNEY DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"ROCKWALL-FORNEY DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"ISABELLA DAM","24h",2,0.5,54.38,53.91,55.15,0.007
"ISABELLA DAM","24h",5,0.2,81.78,81.36,82.28,0.003
"ISABELLA DAM","24h",10,0.1,100.59,99.3,101.47,0.007
"ISABELLA DAM","24h",25,0.04,124.99,121.91,126.9,0.013
"ISABELLA DAM","24h",50,0.02,143.59,138.79,146.61,0.018
"ISABELLA DAM","24h",100,0.01,162.52,155.59,166.81,0.022
"ISABELLA DAM","24h",200,0.005,181.91,172.59,187.65,0.027
"ISABELLA DAM","24h",500,0.002,208.39,195.61,216.01,0.032
"ISABELLA DAM","24h",1000,0.001,229.13,213.52,238.44,0.036
"ISABELLA DAM","24h",2000,5e-04,250.53,231.66,261.88,0.04
"ISABELLA DAM","24h",5000,2e-04,279.92,256.43,294.53,0.045
"ISABELLA DAM","24h",10000,1e-04,303.03,275.8,320.46,0.048
"ISABELLA DAM","72h",2,0.5,72.43,71.68,73.55,0.008
"ISABELLA DAM","72h",5,0.2,116.53,115.92,117.08,0.003
"ISABELLA DAM","72h",10,0.1,146.62,144.63,148.13,0.007
"ISABELLA DAM","72h",25,0.04,184.41,180.26,187.41,0.013
"ISABELLA DAM","72h",50,0.02,212.08,205.98,216.29,0.016
"ISABELLA DAM","72h",100,0.01,239.19,231.13,244.75,0.019
"ISABELLA DAM","72h",200,0.005,265.9,255.79,272.75,0.021
"ISABELLA DAM","72h",500,0.002,300.71,287.91,309.41,0.023
"ISABELLA DAM","72h",1000,0.001,326.75,311.72,336.94,0.025
"ISABELLA DAM","72h",2000,5e-04,352.59,335.53,364.2,0.027
"ISABELLA DAM","72h",5000,2e-04,386.49,366.57,399.98,0.028
"ISABELLA DAM","72h",10000,1e-04,411.96,389.86,426.95,0.03
"CHENEY","24h",2,0.5,65.62,64.77,66.76,0.01
"CHENEY","24h",5,0.2,88.01,87.52,88.78,0.005
"CHENEY","24h",10,0.1,105.03,103.35,106.55,0.009
"CHENEY","24h",25,0.04,130.59,125.86,134.3,0.02
"CHENEY","24h",50,0.02,153.38,145.39,159.59,0.03
"CHENEY","24h",100,0.01,180.01,167.73,189.88,0.04
"CHENEY","24h",200,0.005,211.31,192.91,226.18,0.051
"CHENEY","24h",500,0.002,261.44,232.19,285.59,0.067
"CHENEY","24h",1000,0.001,307.37,266.72,341.16,0.079
"CHENEY","24h",2000,5e-04,361.62,306.51,408.05,0.091
"CHENEY","24h",5000,2e-04,448.73,369.07,518.39,0.109
"CHENEY","24h",10000,1e-04,528.65,424.78,621.58,0.122
"CHENEY","72h",2,0.5,78.92,78.2,79.75,0.006
"CHENEY","72h",5,0.2,106.32,105.57,107.08,0.004
"CHENEY","72h",10,0.1,124.4,122.84,125.74,0.007
"CHENEY","72h",25,0.04,147.19,143.43,150.29,0.014
"CHENEY","72h",50,0.02,164.04,158.39,168.96,0.02
"CHENEY","72h",100,0.01,180.73,172.54,188.07,0.026
"CHENEY","72h",200,0.005,197.32,186.39,207.51,0.033
"CHENEY","72h",500,0.002,219.14,203.8,233.53,0.042
"CHENEY","72h",1000,0.001,235.59,216.77,253.73,0.049
"CHENEY","72h",2000,5e-04,251.99,229.42,274.46,0.056
"CHENEY","72h",5000,2e-04,273.61,244.82,302.66,0.065
"CHENEY","72h",10000,1e-04,289.92,256.09,324.55,0.073
"LITTLE GOOSE LOCK AND DAM","24h",2,0.5,34.62,34.46,34.87,0.004
"LITTLE GOOSE LOCK AND DAM","24h",5,0.2,44.66,44.5,44.86,0.003
"LITTLE GOOSE LOCK AND DAM","24h",10,0.1,51.62,51.19,51.94,0.005
"LITTLE GOOSE LOCK AND DAM","24h",25,0.04,60.79,59.71,61.52,0.01
"LITTLE GOOSE LOCK AND DAM","24h",50,0.02,67.88,66.16,69.04,0.015
"LITTLE GOOSE LOCK AND DAM","24h",100,0.01,75.16,72.56,76.96,0.02
"LITTLE GOOSE LOCK AND DAM","24h",200,0.005,82.67,79.06,85.27,0.025
"LITTLE GOOSE LOCK AND DAM","24h",500,0.002,92.98,87.73,96.9,0.032
"LITTLE GOOSE LOCK AND DAM","24h",1000,0.001,101.09,94.38,105.89,0.038
"LITTLE GOOSE LOCK AND DAM","24h",2000,5e-04,109.48,101.11,115.61,0.044
"LITTLE GOOSE LOCK AND DAM","24h",5000,2e-04,121.01,110.24,129.21,0.052
"LITTLE GOOSE LOCK AND DAM","24h",10000,1e-04,130.09,117.19,140.09,0.058
"LITTLE GOOSE LOCK AND DAM","72h",2,0.5,48.87,48.66,49.14,0.003
"LITTLE GOOSE LOCK AND DAM","72h",5,0.2,62.08,61.85,62.34,0.002
"LITTLE GOOSE LOCK AND DAM","72h",10,0.1,70.74,70.2,71.19,0.004
"LITTLE GOOSE LOCK AND DAM","72h",25,0.04,81.57,80.33,82.48,0.008
"LITTLE GOOSE LOCK AND DAM","72h",50,0.02,89.53,87.66,90.98,0.012
"LITTLE GOOSE LOCK AND DAM","72h",100,0.01,97.37,94.72,99.45,0.016
"LITTLE GOOSE LOCK AND DAM","72h",200,0.005,105.12,101.55,108.01,0.02
"LITTLE GOOSE LOCK AND DAM","72h",500,0.002,115.24,110.31,119.41,0.025
"LITTLE GOOSE LOCK AND DAM","72h",1000,0.001,122.83,116.69,128.01,0.029
"LITTLE GOOSE LOCK AND DAM","72h",2000,5e-04,130.35,122.93,136.73,0.034
"LITTLE GOOSE LOCK AND DAM","72h",5000,2e-04,140.2,130.87,148.39,0.039
"LITTLE GOOSE LOCK AND DAM","72h",10000,1e-04,147.59,136.69,157.02,0.044
"STERLING C ROBERTSON DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"STERLING C ROBERTSON DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"STERLING C ROBERTSON DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"STERLING C ROBERTSON DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"STERLING C ROBERTSON DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"STERLING C ROBERTSON DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"STERLING C ROBERTSON DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"STERLING C ROBERTSON DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"STERLING C ROBERTSON DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"STERLING C ROBERTSON DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STERLING C ROBERTSON DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STERLING C ROBERTSON DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STERLING C ROBERTSON DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"STERLING C ROBERTSON DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"STERLING C ROBERTSON DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"STERLING C ROBERTSON DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"STERLING C ROBERTSON DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"STERLING C ROBERTSON DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"STERLING C ROBERTSON DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"STERLING C ROBERTSON DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"STERLING C ROBERTSON DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"STERLING C ROBERTSON DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STERLING C ROBERTSON DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STERLING C ROBERTSON DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"OTTER TAIL LAKE","24h",2,0.5,47.4,46.99,47.99,0.007
"OTTER TAIL LAKE","24h",5,0.2,60.29,59.87,60.76,0.005
"OTTER TAIL LAKE","24h",10,0.1,68.81,67.71,69.68,0.009
"OTTER TAIL LAKE","24h",25,0.04,79.59,77.24,81.42,0.017
"OTTER TAIL LAKE","24h",50,0.02,87.62,83.99,90.42,0.023
"OTTER TAIL LAKE","24h",100,0.01,95.66,90.65,99.6,0.029
"OTTER TAIL LAKE","24h",200,0.005,103.77,97.18,108.91,0.035
"OTTER TAIL LAKE","24h",500,0.002,114.66,105.76,121.64,0.043
"OTTER TAIL LAKE","24h",1000,0.001,123.07,112.38,131.63,0.049
"OTTER TAIL LAKE","24h",2000,5e-04,131.65,118.9,141.83,0.055
"OTTER TAIL LAKE","24h",5000,2e-04,143.27,127.69,155.82,0.062
"OTTER TAIL LAKE","24h",10000,1e-04,152.3,134.29,166.76,0.068
"OTTER TAIL LAKE","72h",2,0.5,52.93,52.49,53.5,0.006
"OTTER TAIL LAKE","72h",5,0.2,66.91,66.44,67.37,0.004
"OTTER TAIL LAKE","72h",10,0.1,75.67,74.51,76.61,0.009
"OTTER TAIL LAKE","72h",25,0.04,86.17,83.93,88.02,0.015
"OTTER TAIL LAKE","72h",50,0.02,93.61,90.48,96.16,0.019
"OTTER TAIL LAKE","72h",100,0.01,100.75,96.7,104.09,0.023
"OTTER TAIL LAKE","72h",200,0.005,107.66,102.66,111.82,0.026
"OTTER TAIL LAKE","72h",500,0.002,116.52,110.22,121.76,0.031
"OTTER TAIL LAKE","72h",1000,0.001,123.07,115.82,129.14,0.034
"OTTER TAIL LAKE","72h",2000,5e-04,129.5,121.26,136.39,0.036
"OTTER TAIL LAKE","72h",5000,2e-04,137.85,128.21,145.81,0.04
"OTTER TAIL LAKE","72h",10000,1e-04,144.07,133.33,152.85,0.042
"MORRIS SHEPPARD","24h",2,0.5,77.24,74.95,79.74,0.019
"MORRIS SHEPPARD","24h",5,0.2,109.78,107.84,111.57,0.011
"MORRIS SHEPPARD","24h",10,0.1,131.7,126.65,136.06,0.023
"MORRIS SHEPPARD","24h",25,0.04,159.04,149.14,168.2,0.038
"MORRIS SHEPPARD","24h",50,0.02,178.96,165.07,192.06,0.047
"MORRIS SHEPPARD","24h",100,0.01,198.43,180.06,215.24,0.056
"MORRIS SHEPPARD","24h",200,0.005,217.55,194.95,238.57,0.063
"MORRIS SHEPPARD","24h",500,0.002,242.44,214.33,269.16,0.072
"MORRIS SHEPPARD","24h",1000,0.001,261.02,228.33,292.06,0.077
"MORRIS SHEPPARD","24h",2000,5e-04,279.43,241.83,314.97,0.082
"MORRIS SHEPPARD","24h",5000,2e-04,303.55,259.93,345.12,0.088
"MORRIS SHEPPARD","24h",10000,1e-04,321.66,273.26,367.86,0.092
"MORRIS SHEPPARD","72h",2,0.5,98.02,95.72,100.64,0.016
"MORRIS SHEPPARD","72h",5,0.2,133.88,131.26,136.55,0.012
"MORRIS SHEPPARD","72h",10,0.1,157.66,152.19,162.04,0.019
"MORRIS SHEPPARD","72h",25,0.04,187.76,176.54,198.04,0.036
"MORRIS SHEPPARD","72h",50,0.02,210.11,192.53,226.65,0.051
"MORRIS SHEPPARD","72h",100,0.01,232.34,207.31,256.41,0.066
"MORRIS SHEPPARD","72h",200,0.005,254.5,222.04,289.28,0.082
"MORRIS SHEPPARD","72h",500,0.002,283.8,239.03,334.71,0.105
"MORRIS SHEPPARD","72h",1000,0.001,305.96,250,369.53,0.123
"MORRIS SHEPPARD","72h",2000,5e-04,328.15,261.52,406.84,0.141
"MORRIS SHEPPARD","72h",5000,2e-04,357.52,274.85,460.44,0.166
"MORRIS SHEPPARD","72h",10000,1e-04,379.77,284.48,504.54,0.186
"RATHBUN DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"RATHBUN DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"RATHBUN DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"RATHBUN DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"RATHBUN DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"RATHBUN DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"RATHBUN DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"RATHBUN DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"RATHBUN DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"RATHBUN DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"RATHBUN DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"RATHBUN DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"RATHBUN DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"RATHBUN DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"RATHBUN DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"RATHBUN DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"RATHBUN DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"RATHBUN DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"RATHBUN DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"RATHBUN DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"RATHBUN DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"RATHBUN DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"RATHBUN DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"RATHBUN DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"WINNIBIGOSHISH DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"WINNIBIGOSHISH DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"WINNIBIGOSHISH DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"WINNIBIGOSHISH DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"WINNIBIGOSHISH DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"WINNIBIGOSHISH DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"WINNIBIGOSHISH DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"WINNIBIGOSHISH DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"WINNIBIGOSHISH DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"WINNIBIGOSHISH DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"WINNIBIGOSHISH DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"WINNIBIGOSHISH DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"WINNIBIGOSHISH DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"WINNIBIGOSHISH DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"WINNIBIGOSHISH DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"WINNIBIGOSHISH DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"WINNIBIGOSHISH DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"WINNIBIGOSHISH DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"WINNIBIGOSHISH DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"WINNIBIGOSHISH DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"WINNIBIGOSHISH DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"WINNIBIGOSHISH DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"WINNIBIGOSHISH DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"WINNIBIGOSHISH DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"OSULLIVAN","24h",2,0.5,50.98,50.69,51.4,0.005
"OSULLIVAN","24h",5,0.2,67.02,66.77,67.35,0.003
"OSULLIVAN","24h",10,0.1,78.06,77.31,78.63,0.005
"OSULLIVAN","24h",25,0.04,92.51,90.63,93.89,0.011
"OSULLIVAN","24h",50,0.02,103.6,100.66,105.78,0.016
"OSULLIVAN","24h",100,0.01,114.93,110.63,118.05,0.022
"OSULLIVAN","24h",200,0.005,126.55,120.52,130.9,0.028
"OSULLIVAN","24h",500,0.002,142.4,133.65,148.75,0.036
"OSULLIVAN","24h",1000,0.001,154.79,143.64,163.06,0.042
"OSULLIVAN","24h",2000,5e-04,167.53,153.9,177.78,0.048
"OSULLIVAN","24h",5000,2e-04,184.93,167.41,198.42,0.057
"OSULLIVAN","24h",10000,1e-04,198.55,177.66,215,0.063
"OSULLIVAN","72h",2,0.5,79.89,79.47,80.58,0.004
"OSULLIVAN","72h",5,0.2,104.45,104.01,104.96,0.003
"OSULLIVAN","72h",10,0.1,120.98,119.84,121.87,0.005
"OSULLIVAN","72h",25,0.04,142.18,139.21,144.13,0.011
"OSULLIVAN","72h",50,0.02,158.15,153.36,161.3,0.016
"OSULLIVAN","72h",100,0.01,174.19,167.27,178.87,0.021
"OSULLIVAN","72h",200,0.005,190.37,180.98,196.61,0.026
"OSULLIVAN","72h",500,0.002,212.03,198.84,221.04,0.034
"OSULLIVAN","72h",1000,0.001,228.63,211.99,239.99,0.04
"OSULLIVAN","72h",2000,5e-04,245.43,224.78,259.32,0.045
"OSULLIVAN","72h",5000,2e-04,267.96,241.87,285.76,0.053
"OSULLIVAN","72h",10000,1e-04,285.24,254.41,306.74,0.059
"STRUCTURE NO. 31","24h",2,0.5,47.4,46.99,47.99,0.007
"STRUCTURE NO. 31","24h",5,0.2,60.29,59.87,60.76,0.005
"STRUCTURE NO. 31","24h",10,0.1,68.81,67.71,69.68,0.009
"STRUCTURE NO. 31","24h",25,0.04,79.59,77.24,81.42,0.017
"STRUCTURE NO. 31","24h",50,0.02,87.62,83.99,90.42,0.023
"STRUCTURE NO. 31","24h",100,0.01,95.66,90.65,99.6,0.029
"STRUCTURE NO. 31","24h",200,0.005,103.77,97.18,108.91,0.035
"STRUCTURE NO. 31","24h",500,0.002,114.66,105.76,121.64,0.043
"STRUCTURE NO. 31","24h",1000,0.001,123.07,112.38,131.63,0.049
"STRUCTURE NO. 31","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STRUCTURE NO. 31","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STRUCTURE NO. 31","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STRUCTURE NO. 31","72h",2,0.5,52.93,52.49,53.5,0.006
"STRUCTURE NO. 31","72h",5,0.2,66.91,66.44,67.37,0.004
"STRUCTURE NO. 31","72h",10,0.1,75.67,74.51,76.61,0.009
"STRUCTURE NO. 31","72h",25,0.04,86.17,83.93,88.02,0.015
"STRUCTURE NO. 31","72h",50,0.02,93.61,90.48,96.16,0.019
"STRUCTURE NO. 31","72h",100,0.01,100.75,96.7,104.09,0.023
"STRUCTURE NO. 31","72h",200,0.005,107.66,102.66,111.82,0.026
"STRUCTURE NO. 31","72h",500,0.002,116.52,110.22,121.76,0.031
"STRUCTURE NO. 31","72h",1000,0.001,123.07,115.82,129.14,0.034
"STRUCTURE NO. 31","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STRUCTURE NO. 31","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STRUCTURE NO. 31","72h",10000,1e-04,144.07,133.33,152.85,0.042
"STRUCTURE 336","24h",2,0.5,47.4,46.99,47.99,0.007
"STRUCTURE 336","24h",5,0.2,60.29,59.87,60.76,0.005
"STRUCTURE 336","24h",10,0.1,68.81,67.71,69.68,0.009
"STRUCTURE 336","24h",25,0.04,79.59,77.24,81.42,0.017
"STRUCTURE 336","24h",50,0.02,87.62,83.99,90.42,0.023
"STRUCTURE 336","24h",100,0.01,95.66,90.65,99.6,0.029
"STRUCTURE 336","24h",200,0.005,103.77,97.18,108.91,0.035
"STRUCTURE 336","24h",500,0.002,114.66,105.76,121.64,0.043
"STRUCTURE 336","24h",1000,0.001,123.07,112.38,131.63,0.049
"STRUCTURE 336","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STRUCTURE 336","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STRUCTURE 336","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STRUCTURE 336","72h",2,0.5,52.93,52.49,53.5,0.006
"STRUCTURE 336","72h",5,0.2,66.91,66.44,67.37,0.004
"STRUCTURE 336","72h",10,0.1,75.67,74.51,76.61,0.009
"STRUCTURE 336","72h",25,0.04,86.17,83.93,88.02,0.015
"STRUCTURE 336","72h",50,0.02,93.61,90.48,96.16,0.019
"STRUCTURE 336","72h",100,0.01,100.75,96.7,104.09,0.023
"STRUCTURE 336","72h",200,0.005,107.66,102.66,111.82,0.026
"STRUCTURE 336","72h",500,0.002,116.52,110.22,121.76,0.031
"STRUCTURE 336","72h",1000,0.001,123.07,115.82,129.14,0.034
"STRUCTURE 336","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STRUCTURE 336","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STRUCTURE 336","72h",10000,1e-04,144.07,133.33,152.85,0.042
"STRUCTURE 337","24h",2,0.5,47.4,46.99,47.99,0.007
"STRUCTURE 337","24h",5,0.2,60.29,59.87,60.76,0.005
"STRUCTURE 337","24h",10,0.1,68.81,67.71,69.68,0.009
"STRUCTURE 337","24h",25,0.04,79.59,77.24,81.42,0.017
"STRUCTURE 337","24h",50,0.02,87.62,83.99,90.42,0.023
"STRUCTURE 337","24h",100,0.01,95.66,90.65,99.6,0.029
"STRUCTURE 337","24h",200,0.005,103.77,97.18,108.91,0.035
"STRUCTURE 337","24h",500,0.002,114.66,105.76,121.64,0.043
"STRUCTURE 337","24h",1000,0.001,123.07,112.38,131.63,0.049
"STRUCTURE 337","24h",2000,5e-04,131.65,118.9,141.83,0.055
"STRUCTURE 337","24h",5000,2e-04,143.27,127.69,155.82,0.062
"STRUCTURE 337","24h",10000,1e-04,152.3,134.29,166.76,0.068
"STRUCTURE 337","72h",2,0.5,52.93,52.49,53.5,0.006
"STRUCTURE 337","72h",5,0.2,66.91,66.44,67.37,0.004
"STRUCTURE 337","72h",10,0.1,75.67,74.51,76.61,0.009
"STRUCTURE 337","72h",25,0.04,86.17,83.93,88.02,0.015
"STRUCTURE 337","72h",50,0.02,93.61,90.48,96.16,0.019
"STRUCTURE 337","72h",100,0.01,100.75,96.7,104.09,0.023
"STRUCTURE 337","72h",200,0.005,107.66,102.66,111.82,0.026
"STRUCTURE 337","72h",500,0.002,116.52,110.22,121.76,0.031
"STRUCTURE 337","72h",1000,0.001,123.07,115.82,129.14,0.034
"STRUCTURE 337","72h",2000,5e-04,129.5,121.26,136.39,0.036
"STRUCTURE 337","72h",5000,2e-04,137.85,128.21,145.81,0.04
"STRUCTURE 337","72h",10000,1e-04,144.07,133.33,152.85,0.042
"GAVINS POINT DAM","24h",2,0.5,60.59,59.98,61.36,0.007
"GAVINS POINT DAM","24h",5,0.2,80.61,79.99,81.26,0.005
"GAVINS POINT DAM","24h",10,0.1,94.27,92.93,95.43,0.008
"GAVINS POINT DAM","24h",25,0.04,112,108.7,114.83,0.016
"GAVINS POINT DAM","24h",50,0.02,125.5,120.14,130.19,0.024
"GAVINS POINT DAM","24h",100,0.01,139.21,131.42,146.05,0.032
"GAVINS POINT DAM","24h",200,0.005,153.17,142.53,162.6,0.04
"GAVINS POINT DAM","24h",500,0.002,172.07,157.25,185.85,0.051
"GAVINS POINT DAM","24h",1000,0.001,186.72,167.96,204.2,0.06
"GAVINS POINT DAM","24h",2000,5e-04,201.69,178.24,223.44,0.069
"GAVINS POINT DAM","24h",5000,2e-04,222,191.76,250.29,0.082
"GAVINS POINT DAM","24h",10000,1e-04,237.76,201.81,271.48,0.091
"GAVINS POINT DAM","72h",2,0.5,73.03,72.4,73.76,0.006
"GAVINS POINT DAM","72h",5,0.2,95.4,94.74,96.09,0.005
"GAVINS POINT DAM","72h",10,0.1,109.97,108.57,111.22,0.007
"GAVINS POINT DAM","72h",25,0.04,128.1,125.07,130.69,0.014
"GAVINS POINT DAM","72h",50,0.02,141.35,136.54,145.61,0.02
"GAVINS POINT DAM","72h",100,0.01,154.34,147.46,160.52,0.026
"GAVINS POINT DAM","72h",200,0.005,167.12,157.98,175.78,0.033
"GAVINS POINT DAM","72h",500,0.002,183.75,171,196.27,0.042
"GAVINS POINT DAM","72h",1000,0.001,196.14,180.29,211.7,0.049
"GAVINS POINT DAM","72h",2000,5e-04,208.37,189.16,227.66,0.056
"GAVINS POINT DAM","72h",5000,2e-04,224.31,200.6,248.82,0.066
"GAVINS POINT DAM","72h",10000,1e-04,236.19,208.59,265.21,0.073
"ROSS BARNETT RESERVOIR DAM","24h",2,0.5,47.4,46.99,47.99,0.007
"ROSS BARNETT RESERVOIR DAM","24h",5,0.2,60.29,59.87,60.76,0.005
"ROSS BARNETT RESERVOIR DAM","24h",10,0.1,68.81,67.71,69.68,0.009
"ROSS BARNETT RESERVOIR DAM","24h",25,0.04,79.59,77.24,81.42,0.017
"ROSS BARNETT RESERVOIR DAM","24h",50,0.02,87.62,83.99,90.42,0.023
"ROSS BARNETT RESERVOIR DAM","24h",100,0.01,95.66,90.65,99.6,0.029
"ROSS BARNETT RESERVOIR DAM","24h",200,0.005,103.77,97.18,108.91,0.035
"ROSS BARNETT RESERVOIR DAM","24h",500,0.002,114.66,105.76,121.64,0.043
"ROSS BARNETT RESERVOIR DAM","24h",1000,0.001,123.07,112.38,131.63,0.049
"ROSS BARNETT RESERVOIR DAM","24h",2000,5e-04,131.65,118.9,141.83,0.055
"ROSS BARNETT RESERVOIR DAM","24h",5000,2e-04,143.27,127.69,155.82,0.062
"ROSS BARNETT RESERVOIR DAM","24h",10000,1e-04,152.3,134.29,166.76,0.068
"ROSS BARNETT RESERVOIR DAM","72h",2,0.5,52.93,52.49,53.5,0.006
"ROSS BARNETT RESERVOIR DAM","72h",5,0.2,66.91,66.44,67.37,0.004
"ROSS BARNETT RESERVOIR DAM","72h",10,0.1,75.67,74.51,76.61,0.009
"ROSS BARNETT RESERVOIR DAM","72h",25,0.04,86.17,83.93,88.02,0.015
"ROSS BARNETT RESERVOIR DAM","72h",50,0.02,93.61,90.48,96.16,0.019
"ROSS BARNETT RESERVOIR DAM","72h",100,0.01,100.75,96.7,104.09,0.023
"ROSS BARNETT RESERVOIR DAM","72h",200,0.005,107.66,102.66,111.82,0.026
"ROSS BARNETT RESERVOIR DAM","72h",500,0.002,116.52,110.22,121.76,0.031
"ROSS BARNETT RESERVOIR DAM","72h",1000,0.001,123.07,115.82,129.14,0.034
"ROSS BARNETT RESERVOIR DAM","72h",2000,5e-04,129.5,121.26,136.39,0.036
"ROSS BARNETT RESERVOIR DAM","72h",5000,2e-04,137.85,128.21,145.81,0.04
"ROSS BARNETT RESERVOIR DAM","72h",10000,1e-04,144.07,133.33,152.85,0.042
"GRANBY","24h",2,0.5,38.2,37.82,39.05,0.011
"GRANBY","24h",5,0.2,51.78,51.61,52.29,0.005
"GRANBY","24h",10,0.1,62.47,61.58,63.36,0.009
"GRANBY","24h",25,0.04,79.04,76.04,81.12,0.021
"GRANBY","24h",50,0.02,94.24,88.75,97.38,0.032
"GRANBY","24h",100,0.01,112.44,103.24,117.25,0.043
"GRANBY","24h",200,0.005,134.35,120.04,141.46,0.055
"GRANBY","24h",500,0.002,170.42,146.98,181.99,0.072
