"site","site_id","duration","T","F","growth_factor"
"BALD EAGLE LAKE","MN00565","72h",2000,0.9995,3.65043081257459
"BALD EAGLE LAKE","MN00565","72h",5000,0.9998,4.25173722634505
"BALD EAGLE LAKE","MN00565","72h",10000,0.9999,4.76791873727114
"POINT MARION LOCK AND DAM","PA00125","24h",2,0.5,0.93758270899726
"POINT MARION LOCK AND DAM","PA00125","24h",5,0.8,1.20781020551768
"POINT MARION LOCK AND DAM","PA00125","24h",10,0.9,1.39878810064164
"POINT MARION LOCK AND DAM","PA00125","24h",25,0.96,1.65476275041927
"POINT MARION LOCK AND DAM","PA00125","24h",50,0.98,1.85584856928228
"POINT MARION LOCK AND DAM","PA00125","24h",100,0.99,2.06540125034393
"POINT MARION LOCK AND DAM","PA00125","24h",200,0.995,2.28454026594814
"POINT MARION LOCK AND DAM","PA00125","24h",500,0.998,2.59032987740072
"POINT MARION LOCK AND DAM","PA00125","24h",1000,0.999,2.83471737383835
"POINT MARION LOCK AND DAM","PA00125","24h",2000,0.9995,3.09106749015285
"POINT MARION LOCK AND DAM","PA00125","24h",5000,0.9998,3.44937619994374
"POINT MARION LOCK AND DAM","PA00125","24h",10000,0.9999,3.73595607273359
"POINT MARION LOCK AND DAM","PA00125","72h",2,0.5,0.940508717947541
"POINT MARION LOCK AND DAM","PA00125","72h",5,0.8,1.21162419415526
"POINT MARION LOCK AND DAM","PA00125","72h",10,0.9,1.39689291724049
"POINT MARION LOCK AND DAM","PA00125","72h",25,0.96,1.63652434378347
"POINT MARION LOCK AND DAM","PA00125","72h",50,0.98,1.81870212340645
"POINT MARION LOCK AND DAM","PA00125","72h",100,0.99,2.00382452989232
"POINT MARION LOCK AND DAM","PA00125","72h",200,0.995,2.19307067245914
"POINT MARION LOCK AND DAM","PA00125","72h",500,0.998,2.45094068072634
"POINT MARION LOCK AND DAM","PA00125","72h",1000,0.999,2.65260608682376
"POINT MARION LOCK AND DAM","PA00125","72h",2000,0.9995,2.86047547995245
"POINT MARION LOCK AND DAM","PA00125","72h",5000,0.9998,3.14544828178017
"POINT MARION LOCK AND DAM","PA00125","72h",10000,0.9999,3.36916403468036
"LAKE THUNDERBIRD DAM","AR00250","24h",2,0.5,0.934504112003246
"LAKE THUNDERBIRD DAM","AR00250","24h",5,0.8,1.23494113615459
"LAKE THUNDERBIRD DAM","AR00250","24h",10,0.9,1.44337077247867
"LAKE THUNDERBIRD DAM","AR00250","24h",25,0.96,1.71808123632739
"LAKE THUNDERBIRD DAM","AR00250","24h",50,0.98,1.93040309431855
"LAKE THUNDERBIRD DAM","AR00250","24h",100,0.99,2.14862405173522
"LAKE THUNDERBIRD DAM","AR00250","24h",200,0.995,2.37370874017576
"LAKE THUNDERBIRD DAM","AR00250","24h",500,0.998,2.68282010187238
"LAKE THUNDERBIRD DAM","AR00250","24h",1000,0.999,2.92597134017255
"LAKE THUNDERBIRD DAM","AR00250","24h",2000,0.9995,3.17755543289631
"LAKE THUNDERBIRD DAM","AR00250","24h",5000,0.9998,3.52364500471839
"LAKE THUNDERBIRD DAM","AR00250","24h",10000,0.9999,3.79609685202105
"LAKE THUNDERBIRD DAM","AR00250","72h",2,0.5,0.935073205769908
"LAKE THUNDERBIRD DAM","AR00250","72h",5,0.8,1.24141583630059
"LAKE THUNDERBIRD DAM","AR00250","72h",10,0.9,1.45209537098073
"LAKE THUNDERBIRD DAM","AR00250","72h",25,0.96,1.72758474701979
"LAKE THUNDERBIRD DAM","AR00250","72h",50,0.98,1.93888365188481
"LAKE THUNDERBIRD DAM","AR00250","72h",100,0.99,2.15464335624312
"LAKE THUNDERBIRD DAM","AR00250","72h",200,0.995,2.37575252054925
"LAKE THUNDERBIRD DAM","AR00250","72h",500,0.998,2.67713223335339
"LAKE THUNDERBIRD DAM","AR00250","72h",1000,0.999,2.91243593273689
"LAKE THUNDERBIRD DAM","AR00250","72h",2000,0.9995,3.15433605548621
"LAKE THUNDERBIRD DAM","AR00250","72h",5000,0.9998,3.48461963010069
"LAKE THUNDERBIRD DAM","AR00250","72h",10000,0.9999,3.74269410792335
"CEDAR LAKE OUTLET","MN00399","24h",2,0.5,0.917660035870303
"CEDAR LAKE OUTLET","MN00399","24h",5,0.8,1.24122005260157
"CEDAR LAKE OUTLET","MN00399","24h",10,0.9,1.48621536153358
"CEDAR LAKE OUTLET","MN00399","24h",25,0.96,1.85309488258426
"CEDAR LAKE OUTLET","MN00399","24h",50,0.98,2.17927395691653
"CEDAR LAKE OUTLET","MN00399","24h",100,0.99,2.55958421009346
"CEDAR LAKE OUTLET","MN00399","24h",200,0.995,3.00551744000701
"CEDAR LAKE OUTLET","MN00399","24h",500,0.998,3.71767455155721
"CEDAR LAKE OUTLET","MN00399","24h",1000,0.999,4.36847044436399
"CEDAR LAKE OUTLET","MN00399","24h",2000,0.9995,5.13536061685666
"CEDAR LAKE OUTLET","MN00399","24h",5000,0.9998,6.36341008106931
"CEDAR LAKE OUTLET","MN00399","24h",10000,0.9999,7.48703215225721
"CEDAR LAKE OUTLET","MN00399","72h",2,0.5,0.947985920801774
"CEDAR LAKE OUTLET","MN00399","72h",5,0.8,1.24284916107558
"CEDAR LAKE OUTLET","MN00399","72h",10,0.9,1.4485674131683
"CEDAR LAKE OUTLET","MN00399","72h",25,0.96,1.73625195556588
"CEDAR LAKE OUTLET","MN00399","72h",50,0.98,1.97621527407727
"CEDAR LAKE OUTLET","MN00399","72h",100,0.99,2.24134619909354
"CEDAR LAKE OUTLET","MN00399","72h",200,0.995,2.5361130166351
"CEDAR LAKE OUTLET","MN00399","72h",500,0.998,2.97860763495511
"CEDAR LAKE OUTLET","MN00399","72h",1000,0.999,3.35911428955942
"CEDAR LAKE OUTLET","MN00399","72h",2000,0.9995,3.78447685638455
"CEDAR LAKE OUTLET","MN00399","72h",5000,0.9998,4.42492532938289
"CEDAR LAKE OUTLET","MN00399","72h",10000,0.9999,4.97640741376355
"VAN SCIVER LAKE","PA00793","24h",2,0.5,0.916433846922576
"VAN SCIVER LAKE","PA00793","24h",5,0.8,1.23900015595526
"VAN SCIVER LAKE","PA00793","24h",10,0.9,1.47608861435307
"VAN SCIVER LAKE","PA00793","24h",25,0.96,1.80541135272724
"VAN SCIVER LAKE","PA00793","24h",50,0.98,2.07318912075632
"VAN SCIVER LAKE","PA00793","24h",100,0.99,2.36055502186376
"VAN SCIVER LAKE","PA00793","24h",200,0.995,2.66996958180858
"VAN SCIVER LAKE","PA00793","24h",500,0.998,3.11662216759094
"VAN SCIVER LAKE","PA00793","24h",1000,0.999,3.48579971841125
"VAN SCIVER LAKE","PA00793","24h",2000,0.9995,3.88446385888525
"VAN SCIVER LAKE","PA00793","24h",5000,0.9998,4.46086424997461
"VAN SCIVER LAKE","PA00793","24h",10000,0.9999,4.93763060417304
"VAN SCIVER LAKE","PA00793","72h",2,0.5,0.916685558798404
"VAN SCIVER LAKE","PA00793","72h",5,0.8,1.23474964474
"VAN SCIVER LAKE","PA00793","72h",10,0.9,1.46945251041075
"VAN SCIVER LAKE","PA00793","72h",25,0.96,1.79663550401301
"VAN SCIVER LAKE","PA00793","72h",50,0.98,2.06359703536785
"VAN SCIVER LAKE","PA00793","72h",100,0.99,2.35093471256712
"VAN SCIVER LAKE","PA00793","72h",200,0.995,2.66122932971723
"VAN SCIVER LAKE","PA00793","72h",500,0.998,3.11068494691059
"VAN SCIVER LAKE","PA00793","72h",1000,0.999,3.48343817370267
"VAN SCIVER LAKE","PA00793","72h",2000,0.9995,3.88714236291363
"VAN SCIVER LAKE","PA00793","72h",5000,0.9998,4.47282252152921
"VAN SCIVER LAKE","PA00793","72h",10000,0.9999,4.95890435568463
"RUN AROUND","ME00142","24h",2,0.5,0.938388202270487
"RUN AROUND","ME00142","24h",5,0.8,1.23061972509011
"RUN AROUND","ME00142","24h",10,0.9,1.43127273663393
"RUN AROUND","ME00142","24h",25,0.96,1.69327072751143
"RUN AROUND","ME00142","24h",50,0.98,1.89393929783323
"RUN AROUND","ME00142","24h",100,0.99,2.09859936133029
"RUN AROUND","ME00142","24h",200,0.995,2.30808440642437
"RUN AROUND","ME00142","24h",500,0.998,2.59322664953753
"RUN AROUND","ME00142","24h",1000,0.999,2.81554743658179
"RUN AROUND","ME00142","24h",2000,0.9995,3.04383036894217
"RUN AROUND","ME00142","24h",5000,0.9998,3.3550929650333
"RUN AROUND","ME00142","24h",10000,0.9999,3.59797167627522
"RUN AROUND","ME00142","72h",2,0.5,0.945678850352013
"RUN AROUND","ME00142","72h",5,0.8,1.2318748885046
"RUN AROUND","ME00142","72h",10,0.9,1.42245264470168
"RUN AROUND","ME00142","72h",25,0.96,1.66449832571549
"RUN AROUND","ME00142","72h",50,0.98,1.84496783197648
"RUN AROUND","ME00142","72h",100,0.99,2.02487180043443
"RUN AROUND","ME00142","72h",200,0.995,2.20488257666411
"RUN AROUND","ME00142","72h",500,0.998,2.44354369543724
"RUN AROUND","ME00142","72h",1000,0.999,2.62480623816788
"RUN AROUND","ME00142","72h",2000,0.9995,2.80677109045504
"RUN AROUND","ME00142","72h",5000,0.9998,3.04845137715445
"RUN AROUND","ME00142","72h",10000,0.9999,3.23215780395745
"P-3","FL12011","24h",2,0.5,0.901776659300943
"P-3","FL12011","24h",5,0.8,1.21608398226446
"P-3","FL12011","24h",10,0.9,1.46864263057296
"P-3","FL12011","24h",25,0.96,1.86627386747742
"P-3","FL12011","24h",50,0.98,2.23660666850481
"P-3","FL12011","24h",100,0.99,2.68570538584277
"P-3","FL12011","24h",200,0.995,3.23317199514658
"P-3","FL12011","24h",500,0.998,4.1480107556763
"P-3","FL12011","24h",1000,0.999,5.02191182228743
"P-3","FL12011","24h",2000,0.9995,6.09213206141128
"P-3","FL12011","24h",5000,0.9998,7.88500770543141
"P-3","FL12011","24h",10000,0.9999,9.59960348635074
"P-3","FL12011","72h",2,0.5,0.907348291141595
"P-3","FL12011","72h",5,0.8,1.21391166077551
"P-3","FL12011","72h",10,0.9,1.45770922870931
"P-3","FL12011","72h",25,0.96,1.83820033913831
"P-3","FL12011","72h",50,0.98,2.18970741297988
"P-3","FL12011","72h",100,0.99,2.61305949708254
"P-3","FL12011","72h",200,0.995,3.12564645606257
"P-3","FL12011","72h",500,0.998,3.97543896611546
"P-3","FL12011","72h",1000,0.999,4.78094782209
"P-3","FL12011","72h",2000,0.9995,5.76079738854244
"P-3","FL12011","72h",5000,0.9998,7.38938063129
"P-3","FL12011","72h",10000,0.9999,8.93487875396706
"MT. ELBERT FOREBAY","CO00446","24h",2,0.5,0.947667094274037
"MT. ELBERT FOREBAY","CO00446","24h",5,0.8,1.22022672384415
"MT. ELBERT FOREBAY","CO00446","24h",10,0.9,1.41352441639695
"MT. ELBERT FOREBAY","CO00446","24h",25,0.96,1.68755214664751
"MT. ELBERT FOREBAY","CO00446","24h",50,0.98,1.91905538171919
"MT. ELBERT FOREBAY","CO00446","24h",100,0.99,2.17759920903021
"MT. ELBERT FOREBAY","CO00446","24h",200,0.995,2.46811075630131
"MT. ELBERT FOREBAY","CO00446","24h",500,0.998,2.90962876712195
"MT. ELBERT FOREBAY","CO00446","24h",1000,0.999,3.29393565565773
"MT. ELBERT FOREBAY","CO00446","24h",2000,0.9995,3.72808760875598
"MT. ELBERT FOREBAY","CO00446","24h",5000,0.9998,4.38984467111992
"MT. ELBERT FOREBAY","CO00446","24h",10000,0.9999,4.96662407008514
"MT. ELBERT FOREBAY","CO00446","72h",2,0.5,0.95263336444608
"MT. ELBERT FOREBAY","CO00446","72h",5,0.8,1.23883626326487
"MT. ELBERT FOREBAY","CO00446","72h",10,0.9,1.42269084109327
"MT. ELBERT FOREBAY","CO00446","72h",25,0.96,1.64876138155505
"MT. ELBERT FOREBAY","CO00446","72h",50,0.98,1.81209323718235
"MT. ELBERT FOREBAY","CO00446","72h",100,0.99,1.9706207243078
"MT. ELBERT FOREBAY","CO00446","72h",200,0.995,2.12508329428792
"MT. ELBERT FOREBAY","CO00446","72h",500,0.998,2.32367267134291
"MT. ELBERT FOREBAY","CO00446","72h",1000,0.999,2.46993611977452
"MT. ELBERT FOREBAY","CO00446","72h",2000,0.9995,2.61293503878371
"MT. ELBERT FOREBAY","CO00446","72h",5000,0.9998,2.79712503595164
"MT. ELBERT FOREBAY","CO00446","72h",10000,0.9999,2.93289932531331
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",2,0.5,0.929831116778762
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",5,0.8,1.22863419926791
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",10,0.9,1.44096235484427
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",25,0.96,1.72696657989985
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",50,0.98,1.95272152122197
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",100,0.99,2.18894313885164
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",200,0.995,2.43697472884501
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",500,0.998,2.78471405817763
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",1000,0.999,3.06393009399363
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",2000,0.9995,3.3579977020223
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",5000,0.9998,3.77095986928784
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","24h",10000,0.9999,4.10279825673481
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",2,0.5,0.938313111149934
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",5,0.8,1.23154270345872
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",10,0.9,1.43274670413838
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",25,0.96,1.69530552468289
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",50,0.98,1.89628592701393
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",100,0.99,2.10116203625828
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",200,0.995,2.3107644535032
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",500,0.998,2.5959028173702
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",1000,0.999,2.81809358617764
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",2000,0.9995,3.04613067165841
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",5000,0.9998,3.3568801164809
"CLIFFORD D. CRAIG MEMORIAL DAM","VA16104","72h",10000,0.9999,3.59922005938066
"BRIDGEPORT (PA-655)","PA01491","24h",2,0.5,0.933918940229694
"BRIDGEPORT (PA-655)","PA01491","24h",5,0.8,1.18692673267901
"BRIDGEPORT (PA-655)","PA01491","24h",10,0.9,1.37983916099742
"BRIDGEPORT (PA-655)","PA01491","24h",25,0.96,1.67041981819015
"BRIDGEPORT (PA-655)","PA01491","24h",50,0.98,1.93017279598171
"BRIDGEPORT (PA-655)","PA01491","24h",100,0.99,2.23442764318099
"BRIDGEPORT (PA-655)","PA01491","24h",200,0.995,2.59280686952604
"BRIDGEPORT (PA-655)","PA01491","24h",500,0.998,3.16817679026249
"BRIDGEPORT (PA-655)","PA01491","24h",1000,0.999,3.69670490955482
"BRIDGEPORT (PA-655)","PA01491","24h",2000,0.9995,4.32232555651447
"BRIDGEPORT (PA-655)","PA01491","24h",5000,0.9998,5.32944730679607
"BRIDGEPORT (PA-655)","PA01491","24h",10000,0.9999,6.25570847150412
"BRIDGEPORT (PA-655)","PA01491","72h",2,0.5,0.938592170310522
"BRIDGEPORT (PA-655)","PA01491","72h",5,0.8,1.20692748428316
"BRIDGEPORT (PA-655)","PA01491","72h",10,0.9,1.39599446792844
"BRIDGEPORT (PA-655)","PA01491","72h",25,0.96,1.64871202700725
"BRIDGEPORT (PA-655)","PA01491","72h",50,0.98,1.84671176851743
"BRIDGEPORT (PA-655)","PA01491","72h",100,0.99,2.05258188170882
"BRIDGEPORT (PA-655)","PA01491","72h",200,0.995,2.26738574654247
"BRIDGEPORT (PA-655)","PA01491","72h",500,0.998,2.56634398037937
"BRIDGEPORT (PA-655)","PA01491","72h",1000,0.999,2.80465235231196
"BRIDGEPORT (PA-655)","PA01491","72h",2000,0.9995,3.05406639594875
"BRIDGEPORT (PA-655)","PA01491","72h",5000,0.9998,3.40177280118785
"BRIDGEPORT (PA-655)","PA01491","72h",10000,0.9999,3.67915257395783
"CHAMBERS LAKE","CO00127","24h",2,0.5,0.932386929816756
"CHAMBERS LAKE","CO00127","24h",5,0.8,1.22140182972802
"CHAMBERS LAKE","CO00127","24h",10,0.9,1.43559733532408
"CHAMBERS LAKE","CO00127","24h",25,0.96,1.75063519362911
"CHAMBERS LAKE","CO00127","24h",50,0.98,2.02607538967863
"CHAMBERS LAKE","CO00127","24h",100,0.99,2.34271979975657
"CHAMBERS LAKE","CO00127","24h",200,0.995,2.70884738298352
"CHAMBERS LAKE","CO00127","24h",500,0.998,3.28411702706773
"CHAMBERS LAKE","CO00127","24h",1000,0.999,3.80149666201051
"CHAMBERS LAKE","CO00127","24h",2000,0.9995,4.40278774857939
"CHAMBERS LAKE","CO00127","24h",5000,0.9998,5.35018400892834
"CHAMBERS LAKE","CO00127","24h",10000,0.9999,6.20332339160875
"CHAMBERS LAKE","CO00127","72h",2,0.5,0.911421249623761
"CHAMBERS LAKE","CO00127","72h",5,0.8,1.24429802727199
"CHAMBERS LAKE","CO00127","72h",10,0.9,1.49940566922928
"CHAMBERS LAKE","CO00127","72h",25,0.96,1.88532060316018
"CHAMBERS LAKE","CO00127","72h",50,0.98,2.23167025330086
"CHAMBERS LAKE","CO00127","72h",100,0.99,2.63872537925516
"CHAMBERS LAKE","CO00127","72h",200,0.995,3.11979097781886
"CHAMBERS LAKE","CO00127","72h",500,0.998,3.89513187389309
"CHAMBERS LAKE","CO00127","72h",1000,0.999,4.6100610501828
"CHAMBERS LAKE","CO00127","72h",2000,0.9995,5.45912010494312
"CHAMBERS LAKE","CO00127","72h",5000,0.9998,6.83121908909982
"CHAMBERS LAKE","CO00127","72h",10000,0.9999,8.09794524829497
"JIM FALLS","WI00729","24h",2,0.5,0.925965290067134
"JIM FALLS","WI00729","24h",5,0.8,1.24226403245789
"JIM FALLS","WI00729","24h",10,0.9,1.46678084168575
"JIM FALLS","WI00729","24h",25,0.96,1.76890527702564
"JIM FALLS","WI00729","24h",50,0.98,2.00715748072793
"JIM FALLS","WI00729","24h",100,0.99,2.2562536947316
"JIM FALLS","WI00729","24h",200,0.995,2.51759270658898
"JIM FALLS","WI00729","24h",500,0.998,2.88364616185202
"JIM FALLS","WI00729","24h",1000,0.999,3.17729430752401
"JIM FALLS","WI00729","24h",2000,0.9995,3.48631357620443
"JIM FALLS","WI00729","24h",5000,0.9998,3.91986737558631
"JIM FALLS","WI00729","24h",10000,0.9999,4.26792889317991
"JIM FALLS","WI00729","72h",2,0.5,0.937773290219673
"JIM FALLS","WI00729","72h",5,0.8,1.2401666022479
"JIM FALLS","WI00729","72h",10,0.9,1.44628315474847
"JIM FALLS","WI00729","72h",25,0.96,1.7136392362971
"JIM FALLS","WI00729","72h",50,0.98,1.9171011559524
"JIM FALLS","WI00729","72h",100,0.99,2.12348099384953
"JIM FALLS","WI00729","72h",200,0.995,2.33358320362776
"JIM FALLS","WI00729","72h",500,0.998,2.61777255060305
"JIM FALLS","WI00729","72h",1000,0.999,2.83796651008769
"JIM FALLS","WI00729","72h",2000,0.9995,3.062848004445
"JIM FALLS","WI00729","72h",5000,0.9998,3.36755467501008
"JIM FALLS","WI00729","72h",10000,0.9999,3.603834481739
"LAKE SHAWNEE","KS02554","24h",2,0.5,0.92566476314804
"LAKE SHAWNEE","KS02554","24h",5,0.8,1.25358827725868
"LAKE SHAWNEE","KS02554","24h",10,0.9,1.48393054309364
"LAKE SHAWNEE","KS02554","24h",25,0.96,1.79096029917859
"LAKE SHAWNEE","KS02554","24h",50,0.98,2.03086345579841
"LAKE SHAWNEE","KS02554","24h",100,0.99,2.27972969950165
"LAKE SHAWNEE","KS02554","24h",200,0.995,2.53880237990715
"LAKE SHAWNEE","KS02554","24h",500,0.998,2.89841725457442
"LAKE SHAWNEE","KS02554","24h",1000,0.999,3.18432174760586
"LAKE SHAWNEE","KS02554","24h",2000,0.9995,3.48286981414816
"LAKE SHAWNEE","KS02554","24h",5000,0.9998,3.89797315185737
"LAKE SHAWNEE","KS02554","24h",10000,0.9999,4.22824696995471
"LAKE SHAWNEE","KS02554","72h",2,0.5,0.93480703007279
"LAKE SHAWNEE","KS02554","72h",5,0.8,1.25049822486207
"LAKE SHAWNEE","KS02554","72h",10,0.9,1.46590627834521
"LAKE SHAWNEE","KS02554","72h",25,0.96,1.7455815434187
"LAKE SHAWNEE","KS02554","72h",50,0.98,1.95861589158004
"LAKE SHAWNEE","KS02554","72h",100,0.99,2.17487568155214
"LAKE SHAWNEE","KS02554","72h",200,0.995,2.39520853641939
"LAKE SHAWNEE","KS02554","72h",500,0.998,2.6935067233788
"LAKE SHAWNEE","KS02554","72h",1000,0.999,2.92484153257945
"LAKE SHAWNEE","KS02554","72h",2000,0.9995,3.16128524711238
"LAKE SHAWNEE","KS02554","72h",5000,0.9998,3.4819485875707
"LAKE SHAWNEE","KS02554","72h",10000,0.9999,3.73082645993876
"BROADWAY LAKE DAM","SC00539","24h",2,0.5,0.924967692573661
"BROADWAY LAKE DAM","SC00539","24h",5,0.8,1.22870779798566
"BROADWAY LAKE DAM","SC00539","24h",10,0.9,1.44827031398509
"BROADWAY LAKE DAM","SC00539","24h",25,0.96,1.74865695198848
"BROADWAY LAKE DAM","SC00539","24h",50,0.98,1.98935642246941
"BROADWAY LAKE DAM","SC00539","24h",100,0.99,2.24446068389554
"BROADWAY LAKE DAM","SC00539","24h",200,0.995,2.51575129952748
"BROADWAY LAKE DAM","SC00539","24h",500,0.998,2.90176492302212
"BROADWAY LAKE DAM","SC00539","24h",1000,0.999,3.216294930838
"BROADWAY LAKE DAM","SC00539","24h",2000,0.9995,3.55177884868302
"BROADWAY LAKE DAM","SC00539","24h",5000,0.9998,4.02990390728554
"BROADWAY LAKE DAM","SC00539","24h",10000,0.9999,4.41977740571227
"BROADWAY LAKE DAM","SC00539","72h",2,0.5,0.935793711833253
"BROADWAY LAKE DAM","SC00539","72h",5,0.8,1.20209233107764
"BROADWAY LAKE DAM","SC00539","72h",10,0.9,1.40093694269419
"BROADWAY LAKE DAM","SC00539","72h",25,0.96,1.69523996519433
"BROADWAY LAKE DAM","SC00539","72h",50,0.98,1.95406041508313
"BROADWAY LAKE DAM","SC00539","72h",100,0.99,2.2530711461392
"BROADWAY LAKE DAM","SC00539","72h",200,0.995,2.60050163336349
"BROADWAY LAKE DAM","SC00539","72h",500,0.998,3.14950457572817
"BROADWAY LAKE DAM","SC00539","72h",1000,0.999,3.64602144446487
"BROADWAY LAKE DAM","SC00539","72h",2000,0.9995,4.22586337378747
"BROADWAY LAKE DAM","SC00539","72h",5000,0.9998,5.14464724119997
"BROADWAY LAKE DAM","SC00539","72h",10000,0.9999,5.97663682684001
"POISON SPRINGS","CA00916","24h",2,0.5,0.926282389002367
"POISON SPRINGS","CA00916","24h",5,0.8,1.22688024540059
"POISON SPRINGS","CA00916","24h",10,0.9,1.45230649892795
"POISON SPRINGS","CA00916","24h",25,0.96,1.78716181795426
"POISON SPRINGS","CA00916","24h",50,0.98,2.08263855667884
"POISON SPRINGS","CA00916","24h",100,0.99,2.42496953033143
"POISON SPRINGS","CA00916","24h",200,0.995,2.82385546950759
"POISON SPRINGS","CA00916","24h",500,0.998,3.45623402387662
"POISON SPRINGS","CA00916","24h",1000,0.999,4.02999486153955
"POISON SPRINGS","CA00916","24h",2000,0.9995,4.70191270422219
"POISON SPRINGS","CA00916","24h",5000,0.9998,5.77007022782578
"POISON SPRINGS","CA00916","24h",10000,0.9999,6.7404265497745
"POISON SPRINGS","CA00916","72h",2,0.5,0.919868397513933
"POISON SPRINGS","CA00916","72h",5,0.8,1.24111020612106
"POISON SPRINGS","CA00916","72h",10,0.9,1.48307735333734
"POISON SPRINGS","CA00916","72h",25,0.96,1.84382923379103
"POISON SPRINGS","CA00916","72h",50,0.98,2.16324933115562
"POISON SPRINGS","CA00916","72h",100,0.99,2.53439247134376
"POISON SPRINGS","CA00916","72h",200,0.995,2.96808976670127
"POISON SPRINGS","CA00916","72h",500,0.998,3.65795119269522
"POISON SPRINGS","CA00916","72h",1000,0.999,4.28591445889157
"POISON SPRINGS","CA00916","72h",2000,0.9995,5.02339460903889
"POISON SPRINGS","CA00916","72h",5000,0.9998,6.19967220447165
"POISON SPRINGS","CA00916","72h",10000,0.9999,7.27173763889353
"NORALYN N-5","FL00673","24h",2,0.5,0.902678805467133
"NORALYN N-5","FL00673","24h",5,0.8,1.22057714251219
"NORALYN N-5","FL00673","24h",10,0.9,1.47439011258115
"NORALYN N-5","FL00673","24h",25,0.96,1.87183734654107
"NORALYN N-5","FL00673","24h",50,0.98,2.2401466456586
"NORALYN N-5","FL00673","24h",100,0.99,2.68489850023653
"NORALYN N-5","FL00673","24h",200,0.995,3.2247929320368
"NORALYN N-5","FL00673","24h",500,0.998,4.12256645799232
"NORALYN N-5","FL00673","24h",1000,0.999,4.97607151521284
"NORALYN N-5","FL00673","24h",2000,0.9995,6.01697309563414
"NORALYN N-5","FL00673","24h",5000,0.9998,7.75224308377597
"NORALYN N-5","FL00673","24h",10000,0.9999,9.40384242329184
"NORALYN N-5","FL00673","72h",2,0.5,0.908139571186664
"NORALYN N-5","FL00673","72h",5,0.8,1.21773598688933
"NORALYN N-5","FL00673","72h",10,0.9,1.46257240084233
"NORALYN N-5","FL00673","72h",25,0.96,1.84288403044841
"NORALYN N-5","FL00673","72h",50,0.98,2.1926907499821
"NORALYN N-5","FL00673","72h",100,0.99,2.61243698637557
"NORALYN N-5","FL00673","72h",200,0.995,3.11879884490894
"NORALYN N-5","FL00673","72h",500,0.998,3.95469036853223
"NORALYN N-5","FL00673","72h",1000,0.999,4.74372083876895
"NORALYN N-5","FL00673","72h",2000,0.9995,5.70004777784954
"NORALYN N-5","FL00673","72h",5000,0.9998,7.28278457260541
"NORALYN N-5","FL00673","72h",10000,0.9999,8.77852956416092
"COTTONWOOD - LAKE CO.","OR00535","24h",2,0.5,0.929409934442888
"COTTONWOOD - LAKE CO.","OR00535","24h",5,0.8,1.22157463048767
"COTTONWOOD - LAKE CO.","OR00535","24h",10,0.9,1.43984837208455
"COTTONWOOD - LAKE CO.","OR00535","24h",25,0.96,1.76305058045367
"COTTONWOOD - LAKE CO.","OR00535","24h",50,0.98,2.04740288855026
"COTTONWOOD - LAKE CO.","OR00535","24h",100,0.99,2.37602419722419
"COTTONWOOD - LAKE CO.","OR00535","24h",200,0.995,2.75799135177044
"COTTONWOOD - LAKE CO.","OR00535","24h",500,0.998,3.36180977458891
"COTTONWOOD - LAKE CO.","OR00535","24h",1000,0.999,3.9081157947165
"COTTONWOOD - LAKE CO.","OR00535","24h",2000,0.9995,4.54631948633736
"COTTONWOOD - LAKE CO.","OR00535","24h",5000,0.9998,5.55798252558704
"COTTONWOOD - LAKE CO.","OR00535","24h",10000,0.9999,6.4744358143236
"COTTONWOOD - LAKE CO.","OR00535","72h",2,0.5,0.913476883796506
"COTTONWOOD - LAKE CO.","OR00535","72h",5,0.8,1.24490471924653
"COTTONWOOD - LAKE CO.","OR00535","72h",10,0.9,1.49757905281118
"COTTONWOOD - LAKE CO.","OR00535","72h",25,0.96,1.87813813231448
"COTTONWOOD - LAKE CO.","OR00535","72h",50,0.98,2.21829059117613
