"site","site_id","duration","T","F","growth_factor"
"CARRY FALLS SPILLWAY","NY00261","24h",100,0.99,2.09583723434789
"CARRY FALLS SPILLWAY","NY00261","24h",200,0.995,2.30711013875946
"CARRY FALLS SPILLWAY","NY00261","24h",500,0.998,2.59571678712496
"CARRY FALLS SPILLWAY","NY00261","24h",1000,0.999,2.82154186978442
"CARRY FALLS SPILLWAY","NY00261","24h",2000,0.9995,3.05413637504287
"CARRY FALLS SPILLWAY","NY00261","24h",5000,0.9998,3.3724120576981
"CARRY FALLS SPILLWAY","NY00261","24h",10000,0.9999,3.62164852456248
"CARRY FALLS SPILLWAY","NY00261","72h",2,0.5,0.946688265433632
"CARRY FALLS SPILLWAY","NY00261","72h",5,0.8,1.21028768963852
"CARRY FALLS SPILLWAY","NY00261","72h",10,0.9,1.38904067056108
"CARRY FALLS SPILLWAY","NY00261","72h",25,0.96,1.61982835282474
"CARRY FALLS SPILLWAY","NY00261","72h",50,0.98,1.79467115718572
"CARRY FALLS SPILLWAY","NY00261","72h",100,0.99,1.97134343670535
"CARRY FALLS SPILLWAY","NY00261","72h",200,0.995,2.15051845301976
"CARRY FALLS SPILLWAY","NY00261","72h",500,0.998,2.39180754056218
"CARRY FALLS SPILLWAY","NY00261","72h",1000,0.999,2.57794112581152
"CARRY FALLS SPILLWAY","NY00261","72h",2000,0.9995,2.76731795192097
"CARRY FALLS SPILLWAY","NY00261","72h",5000,0.9998,3.02278943198921
"CARRY FALLS SPILLWAY","NY00261","72h",10000,0.9999,3.22002201202357
"CHEATHAM DAM","TN02101","24h",2,0.5,0.919399824050268
"CHEATHAM DAM","TN02101","24h",5,0.8,1.21315118303853
"CHEATHAM DAM","TN02101","24h",10,0.9,1.43360439189876
"CHEATHAM DAM","TN02101","24h",25,0.96,1.74569503187321
"CHEATHAM DAM","TN02101","24h",50,0.98,2.00415062039809
"CHEATHAM DAM","TN02101","24h",100,0.99,2.28587772438393
"CHEATHAM DAM","TN02101","24h",200,0.995,2.59396874220857
"CHEATHAM DAM","TN02101","24h",500,0.998,3.04681563285062
"CHEATHAM DAM","TN02101","24h",1000,0.999,3.42786326344759
"CHEATHAM DAM","TN02101","24h",2000,0.9995,3.84575455399409
"CHEATHAM DAM","TN02101","24h",5000,0.9998,4.4609402210485
"CHEATHAM DAM","TN02101","24h",10000,0.9999,4.97895414499482
"CHEATHAM DAM","TN02101","72h",2,0.5,0.923022472717041
"CHEATHAM DAM","TN02101","72h",5,0.8,1.19869716626557
"CHEATHAM DAM","TN02101","72h",10,0.9,1.41284802065543
"CHEATHAM DAM","TN02101","72h",25,0.96,1.74052105891577
"CHEATHAM DAM","TN02101","72h",50,0.98,2.03772995123349
"CHEATHAM DAM","TN02101","72h",100,0.99,2.39017186269425
"CHEATHAM DAM","TN02101","72h",200,0.995,2.81039893419186
"CHEATHAM DAM","TN02101","72h",500,0.998,3.49470932748488
"CHEATHAM DAM","TN02101","72h",1000,0.999,4.13210496846527
"CHEATHAM DAM","TN02101","72h",2000,0.9995,4.89575181019773
"CHEATHAM DAM","TN02101","72h",5000,0.9998,6.14256414239008
"CHEATHAM DAM","TN02101","72h",10000,0.9999,7.30528250382523
"BURNT ROLLWAYS","WI00764","24h",2,0.5,0.919081614286255
"BURNT ROLLWAYS","WI00764","24h",5,0.8,1.23175551648713
"BURNT ROLLWAYS","WI00764","24h",10,0.9,1.46148719733122
"BURNT ROLLWAYS","WI00764","24h",25,0.96,1.78048258727892
"BURNT ROLLWAYS","WI00764","24h",50,0.98,2.03977790939222
"BURNT ROLLWAYS","WI00764","24h",100,0.99,2.31796303509492
"BURNT ROLLWAYS","WI00764","24h",200,0.995,2.61740908596988
"BURNT ROLLWAYS","WI00764","24h",500,0.998,3.04953195608963
"BURNT ROLLWAYS","WI00764","24h",1000,0.999,3.40658568173949
"BURNT ROLLWAYS","WI00764","24h",2000,0.9995,3.79205091801032
"BURNT ROLLWAYS","WI00764","24h",5000,0.9998,4.34918814584545
"BURNT ROLLWAYS","WI00764","24h",10000,0.9999,4.80987365338697
"BURNT ROLLWAYS","WI00764","72h",2,0.5,0.93107314102005
"BURNT ROLLWAYS","WI00764","72h",5,0.8,1.22572838517759
"BURNT ROLLWAYS","WI00764","72h",10,0.9,1.43484008881157
"BURNT ROLLWAYS","WI00764","72h",25,0.96,1.71618308747431
"BURNT ROLLWAYS","WI00764","72h",50,0.98,1.93800813355302
"BURNT ROLLWAYS","WI00764","72h",100,0.99,2.16989469251999
"BURNT ROLLWAYS","WI00764","72h",200,0.995,2.41314189095687
"BURNT ROLLWAYS","WI00764","72h",500,0.998,2.7537953808705
"BURNT ROLLWAYS","WI00764","72h",1000,0.999,3.02702063003801
"BURNT ROLLWAYS","WI00764","72h",2000,0.9995,3.31450523802104
"BURNT ROLLWAYS","WI00764","72h",5000,0.9998,3.71777618123296
"BURNT ROLLWAYS","WI00764","72h",10000,0.9999,4.04147063855552
"BELTZVILLE DAM","PA00010","24h",2,0.5,0.916985273735095
"BELTZVILLE DAM","PA00010","24h",5,0.8,1.24543045834401
"BELTZVILLE DAM","PA00010","24h",10,0.9,1.48013931110572
"BELTZVILLE DAM","PA00010","24h",25,0.96,1.79383895889178
"BELTZVILLE DAM","PA00010","24h",50,0.98,2.0389616795858
"BELTZVILLE DAM","PA00010","24h",100,0.99,2.2932493277718
"BELTZVILLE DAM","PA00010","24h",200,0.995,2.5581239550009
"BELTZVILLE DAM","PA00010","24h",500,0.998,2.92631687244993
"BELTZVILLE DAM","PA00010","24h",1000,0.999,3.21960321890649
"BELTZVILLE DAM","PA00010","24h",2000,0.9995,3.52642877663533
"BELTZVILLE DAM","PA00010","24h",5000,0.9998,3.95395557091735
"BELTZVILLE DAM","PA00010","24h",10000,0.9999,4.2947705358173
"BELTZVILLE DAM","PA00010","72h",2,0.5,0.921881346874328
"BELTZVILLE DAM","PA00010","72h",5,0.8,1.23774347926194
"BELTZVILLE DAM","PA00010","72h",10,0.9,1.46616112965239
"BELTZVILLE DAM","PA00010","72h",25,0.96,1.77877788076511
"BELTZVILLE DAM","PA00010","72h",50,0.98,2.02936655407728
"BELTZVILLE DAM","PA00010","72h",100,0.99,2.29503242587376
"BELTZVILLE DAM","PA00010","72h",200,0.995,2.57764003736566
"BELTZVILLE DAM","PA00010","72h",500,0.998,2.97989732376303
"BELTZVILLE DAM","PA00010","72h",1000,0.999,3.30777687389131
"BELTZVILLE DAM","PA00010","72h",2000,0.9995,3.65760469358418
"BELTZVILLE DAM","PA00010","72h",5000,0.9998,4.15634676795687
"BELTZVILLE DAM","PA00010","72h",10000,0.9999,4.563173055281
"MAPLE RIVER DAM","ND01031","24h",2,0.5,0.911728874786861
"MAPLE RIVER DAM","ND01031","24h",5,0.8,1.25869472067088
"MAPLE RIVER DAM","ND01031","24h",10,0.9,1.5120857954066
"MAPLE RIVER DAM","ND01031","24h",25,0.96,1.86200150728674
"MAPLE RIVER DAM","ND01031","24h",50,0.98,2.14492364481548
"MAPLE RIVER DAM","ND01031","24h",100,0.99,2.44708577461673
"MAPLE RIVER DAM","ND01031","24h",200,0.995,2.77088019724051
"MAPLE RIVER DAM","ND01031","24h",500,0.998,3.23570094853743
"MAPLE RIVER DAM","ND01031","24h",1000,0.999,3.61778617827691
"MAPLE RIVER DAM","ND01031","24h",2000,0.9995,4.02843070778339
"MAPLE RIVER DAM","ND01031","24h",5000,0.9998,4.61887040393302
"MAPLE RIVER DAM","ND01031","24h",10000,0.9999,5.10457121516852
"MAPLE RIVER DAM","ND01031","72h",2,0.5,0.926255363707233
"MAPLE RIVER DAM","ND01031","72h",5,0.8,1.25845742436184
"MAPLE RIVER DAM","ND01031","72h",10,0.9,1.49024497986669
"MAPLE RIVER DAM","ND01031","72h",25,0.96,1.79732744472736
"MAPLE RIVER DAM","ND01031","72h",50,0.98,2.03586289947914
"MAPLE RIVER DAM","ND01031","72h",100,0.99,2.28207382276152
"MAPLE RIVER DAM","ND01031","72h",200,0.995,2.53710850790922
"MAPLE RIVER DAM","ND01031","72h",500,0.998,2.88907811307112
"MAPLE RIVER DAM","ND01031","72h",1000,0.999,3.16730080792653
"MAPLE RIVER DAM","ND01031","72h",2000,0.9995,3.45639055748259
"MAPLE RIVER DAM","ND01031","72h",5000,0.9998,3.85603165922033
"MAPLE RIVER DAM","ND01031","72h",10000,0.9999,4.17218290766472
"RAYMOND DAM","NJ00213","24h",2,0.5,0.919601785859227
"RAYMOND DAM","NJ00213","24h",5,0.8,1.21303579388042
"RAYMOND DAM","NJ00213","24h",10,0.9,1.43975586216627
"RAYMOND DAM","NJ00213","24h",25,0.96,1.78508803715426
"RAYMOND DAM","NJ00213","24h",50,0.98,2.09699584445903
"RAYMOND DAM","NJ00213","24h",100,0.99,2.46555142021113
"RAYMOND DAM","NJ00213","24h",200,0.995,2.90344354490197
"RAYMOND DAM","NJ00213","24h",500,0.998,3.61359421291017
"RAYMOND DAM","NJ00213","24h",1000,0.999,4.27240257046385
"RAYMOND DAM","NJ00213","24h",2000,0.9995,5.0589499802687
"RAYMOND DAM","NJ00213","24h",5000,0.9998,6.33790583185081
"RAYMOND DAM","NJ00213","24h",10000,0.9999,7.52582096911907
"RAYMOND DAM","NJ00213","72h",2,0.5,0.922788491346443
"RAYMOND DAM","NJ00213","72h",5,0.8,1.24102844803092
"RAYMOND DAM","NJ00213","72h",10,0.9,1.46965977645597
"RAYMOND DAM","NJ00213","72h",25,0.96,1.78070605414286
"RAYMOND DAM","NJ00213","72h",50,0.98,2.02860200971136
"RAYMOND DAM","NJ00213","72h",100,0.99,2.29012531189017
"RAYMOND DAM","NJ00213","72h",200,0.995,2.56697038361083
"RAYMOND DAM","NJ00213","72h",500,0.998,2.95879581746474
"RAYMOND DAM","NJ00213","72h",1000,0.999,3.27637964005182
"RAYMOND DAM","NJ00213","72h",2000,0.9995,3.61357921880257
"RAYMOND DAM","NJ00213","72h",5000,0.9998,4.09160348530196
"RAYMOND DAM","NJ00213","72h",10000,0.9999,4.47934382493452
"DEER CREEK DAM","OH00008","24h",2,0.5,0.936365085896842
"DEER CREEK DAM","OH00008","24h",5,0.8,1.21991709036289
"DEER CREEK DAM","OH00008","24h",10,0.9,1.41844944195014
"DEER CREEK DAM","OH00008","24h",25,0.96,1.68230485905059
"DEER CREEK DAM","OH00008","24h",50,0.98,1.8878892756179
"DEER CREEK DAM","OH00008","24h",100,0.99,2.10064080854966
"DEER CREEK DAM","OH00008","24h",200,0.995,2.32158701896441
"DEER CREEK DAM","OH00008","24h",500,0.998,2.62742677656928
"DEER CREEK DAM","OH00008","24h",1000,0.999,2.86990660744784
"DEER CREEK DAM","OH00008","24h",2000,0.9995,3.12250594985235
"DEER CREEK DAM","OH00008","24h",5000,0.9998,3.47274795746955
"DEER CREEK DAM","OH00008","24h",10000,0.9999,3.75064622319081
"DEER CREEK DAM","OH00008","72h",2,0.5,0.952216618223847
"DEER CREEK DAM","OH00008","72h",5,0.8,1.22038335170219
"DEER CREEK DAM","OH00008","72h",10,0.9,1.39592392231326
"DEER CREEK DAM","OH00008","72h",25,0.96,1.61545694070555
"DEER CREEK DAM","OH00008","72h",50,0.98,1.77670246716276
"DEER CREEK DAM","OH00008","72h",100,0.99,1.93540839430374
"DEER CREEK DAM","OH00008","72h",200,0.995,2.092209826535
"DEER CREEK DAM","OH00008","72h",500,0.998,2.29707419960592
"DEER CREEK DAM","OH00008","72h",1000,0.999,2.45040613527769
"DEER CREEK DAM","OH00008","72h",2000,0.9995,2.60240422547327
"DEER CREEK DAM","OH00008","72h",5000,0.9998,2.80135213629936
"DEER CREEK DAM","OH00008","72h",10000,0.9999,2.95038066566843
"HAMLIN LAKE DAM","MI00236","24h",2,0.5,0.916192702382018
"HAMLIN LAKE DAM","MI00236","24h",5,0.8,1.23242266671553
"HAMLIN LAKE DAM","MI00236","24h",10,0.9,1.4667550928023
"HAMLIN LAKE DAM","MI00236","24h",25,0.96,1.79467644613761
"HAMLIN LAKE DAM","MI00236","24h",50,0.98,2.06323101417178
"HAMLIN LAKE DAM","MI00236","24h",100,0.99,2.35319553538894
"HAMLIN LAKE DAM","MI00236","24h",200,0.995,2.6673096613072
"HAMLIN LAKE DAM","MI00236","24h",500,0.998,3.12395846097275
"HAMLIN LAKE DAM","MI00236","24h",1000,0.999,3.50404583676293
"HAMLIN LAKE DAM","MI00236","24h",2000,0.9995,3.91697886698349
"HAMLIN LAKE DAM","MI00236","24h",5000,0.9998,4.51822962783175
"HAMLIN LAKE DAM","MI00236","24h",10000,0.9999,5.01903539015071
"HAMLIN LAKE DAM","MI00236","72h",2,0.5,0.923906971718483
"HAMLIN LAKE DAM","MI00236","72h",5,0.8,1.22873664762382
"HAMLIN LAKE DAM","MI00236","72h",10,0.9,1.44988459339675
"HAMLIN LAKE DAM","MI00236","72h",25,0.96,1.7534370286505
"HAMLIN LAKE DAM","MI00236","72h",50,0.98,1.99744687958163
"HAMLIN LAKE DAM","MI00236","72h",100,0.99,2.25676018866941
"HAMLIN LAKE DAM","MI00236","72h",200,0.995,2.53326983966856
"HAMLIN LAKE DAM","MI00236","72h",500,0.998,2.92794108573806
"HAMLIN LAKE DAM","MI00236","72h",1000,0.999,3.25052372300485
"HAMLIN LAKE DAM","MI00236","72h",2000,0.9995,3.59551916417653
"HAMLIN LAKE DAM","MI00236","72h",5000,0.9998,4.08873551042274
"HAMLIN LAKE DAM","MI00236","72h",10000,0.9999,4.49216183226645
"MOHICANVILLE DAM","OH00019","24h",2,0.5,0.928739472068762
"MOHICANVILLE DAM","OH00019","24h",5,0.8,1.20257936347206
"MOHICANVILLE DAM","OH00019","24h",10,0.9,1.41116897847286
"MOHICANVILLE DAM","OH00019","24h",25,0.96,1.7251022892532
"MOHICANVILLE DAM","OH00019","24h",50,0.98,2.00551332135643
"MOHICANVILLE DAM","OH00019","24h",100,0.99,2.33375069065963
"MOHICANVILLE DAM","OH00019","24h",200,0.995,2.72012866713097
"MOHICANVILLE DAM","OH00019","24h",500,0.998,3.33998269463963
"MOHICANVILLE DAM","OH00019","24h",1000,0.999,3.90895323485875
"MOHICANVILLE DAM","OH00019","24h",2000,0.9995,4.58201429666391
"MOHICANVILLE DAM","OH00019","24h",5000,0.9998,5.66469288575611
"MOHICANVILLE DAM","OH00019","24h",10000,0.9999,6.6597113315269
"MOHICANVILLE DAM","OH00019","72h",2,0.5,0.931375333653798
"MOHICANVILLE DAM","OH00019","72h",5,0.8,1.21427606462963
"MOHICANVILLE DAM","OH00019","72h",10,0.9,1.41750592516588
"MOHICANVILLE DAM","OH00019","72h",25,0.96,1.69397827678224
"MOHICANVILLE DAM","OH00019","72h",50,0.98,1.91430740103187
"MOHICANVILLE DAM","OH00019","72h",100,0.99,2.14673742275146
"MOHICANVILLE DAM","OH00019","72h",200,0.995,2.39277311016556
"MOHICANVILLE DAM","OH00019","72h",500,0.998,2.74097417889376
"MOHICANVILLE DAM","OH00019","72h",1000,0.999,3.02318404904777
"MOHICANVILLE DAM","OH00019","72h",2000,0.9995,3.3228106917874
"MOHICANVILLE DAM","OH00019","72h",5000,0.9998,3.7475471772114
"MOHICANVILLE DAM","OH00019","72h",10000,0.9999,4.09204540205793
"LAKE CHEROKEE DAM","TX03453","24h",2,0.5,0.918241336684256
"LAKE CHEROKEE DAM","TX03453","24h",5,0.8,1.24147608601039
"LAKE CHEROKEE DAM","TX03453","24h",10,0.9,1.47705691651684
"LAKE CHEROKEE DAM","TX03453","24h",25,0.96,1.80177627976939
"LAKE CHEROKEE DAM","TX03453","24h",50,0.98,2.06385754323839
"LAKE CHEROKEE DAM","TX03453","24h",100,0.99,2.34333581319649
"LAKE CHEROKEE DAM","TX03453","24h",200,0.995,2.64236939862256
"LAKE CHEROKEE DAM","TX03453","24h",500,0.998,3.07089048114474
"LAKE CHEROKEE DAM","TX03453","24h",1000,0.999,3.42252363181366
"LAKE CHEROKEE DAM","TX03453","24h",2000,0.9995,3.79987105609987
"LAKE CHEROKEE DAM","TX03453","24h",5000,0.9998,4.34148355616105
"LAKE CHEROKEE DAM","TX03453","24h",10000,0.9999,4.78624350694268
"LAKE CHEROKEE DAM","TX03453","72h",2,0.5,0.92126351253524
"LAKE CHEROKEE DAM","TX03453","72h",5,0.8,1.22551984513642
"LAKE CHEROKEE DAM","TX03453","72h",10,0.9,1.45693121785856
"LAKE CHEROKEE DAM","TX03453","72h",25,0.96,1.80477344729501
"LAKE CHEROKEE DAM","TX03453","72h",50,0.98,2.11510906378133
"LAKE CHEROKEE DAM","TX03453","72h",100,0.99,2.47801575681989
"LAKE CHEROKEE DAM","TX03453","72h",200,0.995,2.90478624436141
"LAKE CHEROKEE DAM","TX03453","72h",500,0.998,3.58866093533856
"LAKE CHEROKEE DAM","TX03453","72h",1000,0.999,4.21569627909346
"LAKE CHEROKEE DAM","TX03453","72h",2000,0.9995,4.95672636338085
"LAKE CHEROKEE DAM","TX03453","72h",5000,0.9998,6.14738753786657
"LAKE CHEROKEE DAM","TX03453","72h",10000,0.9999,7.24042730344382
"STRUCTURE 78","FL00424","24h",2,0.5,0.900461932461058
"STRUCTURE 78","FL00424","24h",5,0.8,1.24340619491569
"STRUCTURE 78","FL00424","24h",10,0.9,1.50626714088339
"STRUCTURE 78","FL00424","24h",25,0.96,1.88564493720755
"STRUCTURE 78","FL00424","24h",50,0.98,2.2057112360295
"STRUCTURE 78","FL00424","24h",100,0.99,2.56016944977088
"STRUCTURE 78","FL00424","24h",200,0.995,2.9539554459857
"STRUCTURE 78","FL00424","24h",500,0.998,3.54347568189633
"STRUCTURE 78","FL00424","24h",1000,0.999,4.04859907360268
"STRUCTURE 78","FL00424","24h",2000,0.9995,4.61132017180028
"STRUCTURE 78","FL00424","24h",5000,0.9998,5.4550132476979
"STRUCTURE 78","FL00424","24h",10000,0.9999,6.17841899406344
"STRUCTURE 78","FL00424","72h",2,0.5,0.91404536354791
"STRUCTURE 78","FL00424","72h",5,0.8,1.24572536555724
"STRUCTURE 78","FL00424","72h",10,0.9,1.48954014470947
"STRUCTURE 78","FL00424","72h",25,0.96,1.82824100215357
"STRUCTURE 78","FL00424","72h",50,0.98,2.10367177229996
"STRUCTURE 78","FL00424","72h",100,0.99,2.39927565590283
"STRUCTURE 78","FL00424","72h",200,0.995,2.71758721431085
"STRUCTURE 78","FL00424","72h",500,0.998,3.17712819247325
"STRUCTURE 78","FL00424","72h",1000,0.999,3.55699557109677
"STRUCTURE 78","FL00424","72h",2000,0.9995,3.96723790149321
"STRUCTURE 78","FL00424","72h",5000,0.9998,4.56043661206687
"STRUCTURE 78","FL00424","72h",10000,0.9999,5.0511453685732
"DEAD LAKE EAST","MN00206","24h",2,0.5,0.920115275579255
"DEAD LAKE EAST","MN00206","24h",5,0.8,1.26150615510499
"DEAD LAKE EAST","MN00206","24h",10,0.9,1.50381071157373
"DEAD LAKE EAST","MN00206","24h",25,0.96,1.82984304650781
"DEAD LAKE EAST","MN00206","24h",50,0.98,2.08692707797533
"DEAD LAKE EAST","MN00206","24h",100,0.99,2.35569294263755
"DEAD LAKE EAST","MN00206","24h",200,0.995,2.63764820545162
"DEAD LAKE EAST","MN00206","24h",500,0.998,3.03254577691667
"DEAD LAKE EAST","MN00206","24h",1000,0.999,3.34930659006748
"DEAD LAKE EAST","MN00206","24h",2000,0.9995,3.68262467367644
"DEAD LAKE EAST","MN00206","24h",5000,0.9998,4.15023100663913
"DEAD LAKE EAST","MN00206","24h",10000,0.9999,4.52559937374182
"DEAD LAKE EAST","MN00206","72h",2,0.5,0.933762056878715
"DEAD LAKE EAST","MN00206","72h",5,0.8,1.22964584216499
"DEAD LAKE EAST","MN00206","72h",10,0.9,1.44662736606116
"DEAD LAKE EAST","MN00206","72h",25,0.96,1.76295170582006
"DEAD LAKE EAST","MN00206","72h",50,0.98,2.03724735730042
"DEAD LAKE EAST","MN00206","72h",100,0.99,2.35039110188232
"DEAD LAKE EAST","MN00206","72h",200,0.995,2.70998913852351
"DEAD LAKE EAST","MN00206","72h",500,0.998,3.27049642562583
"DEAD LAKE EAST","MN00206","72h",1000,0.999,3.7706543087266
"DEAD LAKE EAST","MN00206","72h",2000,0.9995,4.34798439857084
"DEAD LAKE EAST","MN00206","72h",5000,0.9998,5.25040995272004
"DEAD LAKE EAST","MN00206","72h",10000,0.9999,6.05670707582522
"DEAD LAKE WEST","MN00207","24h",2,0.5,0.920137463298469
"DEAD LAKE WEST","MN00207","24h",5,0.8,1.26184500348234
"DEAD LAKE WEST","MN00207","24h",10,0.9,1.50427767017375
"DEAD LAKE WEST","MN00207","24h",25,0.96,1.83036433899245
"DEAD LAKE WEST","MN00207","24h",50,0.98,2.08740123314308
"DEAD LAKE WEST","MN00207","24h",100,0.99,2.35603777604422
"DEAD LAKE WEST","MN00207","24h",200,0.995,2.63777388611179
"DEAD LAKE WEST","MN00207","24h",500,0.998,3.03222884282919
"DEAD LAKE WEST","MN00207","24h",1000,0.999,3.34852655665154
"DEAD LAKE WEST","MN00207","24h",2000,0.9995,3.68125921870017
"DEAD LAKE WEST","MN00207","24h",5000,0.9998,4.14788413207164
"DEAD LAKE WEST","MN00207","24h",10000,0.9999,4.52233688040904
"DEAD LAKE WEST","MN00207","72h",2,0.5,0.935438000116048
"DEAD LAKE WEST","MN00207","72h",5,0.8,1.22862537796697
"DEAD LAKE WEST","MN00207","72h",10,0.9,1.44280576165196
"DEAD LAKE WEST","MN00207","72h",25,0.96,1.75404518107042
"DEAD LAKE WEST","MN00207","72h",50,0.98,2.02312508560181
"DEAD LAKE WEST","MN00207","72h",100,0.99,2.32953980996831
"DEAD LAKE WEST","MN00207","72h",200,0.995,2.68053293275744
"DEAD LAKE WEST","MN00207","72h",500,0.998,3.22604088274469
"DEAD LAKE WEST","MN00207","72h",1000,0.999,3.71142742854369
"DEAD LAKE WEST","MN00207","72h",2000,0.9995,4.27032295975393
"DEAD LAKE WEST","MN00207","72h",5000,0.9998,5.14141075508021
"DEAD LAKE WEST","MN00207","72h",10000,0.9999,5.91749549879845
"HERON LAKE OUTLET","MN00115","24h",2,0.5,0.912312592283864
"HERON LAKE OUTLET","MN00115","24h",5,0.8,1.25177829329086
"HERON LAKE OUTLET","MN00115","24h",10,0.9,1.50102865108734
"HERON LAKE OUTLET","MN00115","24h",25,0.96,1.84691672353537
"HERON LAKE OUTLET","MN00115","24h",50,0.98,2.12790715014541
"HERON LAKE OUTLET","MN00115","24h",100,0.99,2.4292174273224
"HERON LAKE OUTLET","MN00115","24h",200,0.995,2.75339503654334
"HERON LAKE OUTLET","MN00115","24h",500,0.998,3.22093750140398
"HERON LAKE OUTLET","MN00115","24h",1000,0.999,3.60703690134047
"HERON LAKE OUTLET","MN00115","24h",2000,0.9995,4.02365315240555
"HERON LAKE OUTLET","MN00115","24h",5000,0.9998,4.62546829619601
"HERON LAKE OUTLET","MN00115","24h",10000,0.9999,5.12281300814489
"HERON LAKE OUTLET","MN00115","72h",2,0.5,0.919145783237751
"HERON LAKE OUTLET","MN00115","72h",5,0.8,1.25259719702547
"HERON LAKE OUTLET","MN00115","72h",10,0.9,1.49210859380606
"HERON LAKE OUTLET","MN00115","72h",25,0.96,1.81789725860896
"HERON LAKE OUTLET","MN00115","72h",50,0.98,2.07749661651228
"HERON LAKE OUTLET","MN00115","72h",100,0.99,2.35132544610518
"HERON LAKE OUTLET","MN00115","72h",200,0.995,2.64115357995679
"HERON LAKE OUTLET","MN00115","72h",500,0.998,3.05128292232844
"HERON LAKE OUTLET","MN00115","72h",1000,0.999,3.38364513756286
"HERON LAKE OUTLET","MN00115","72h",2000,0.9995,3.73648332133309
"HERON LAKE OUTLET","MN00115","72h",5000,0.9998,4.23659056094786
"HERON LAKE OUTLET","MN00115","72h",10000,0.9999,4.64217316727402
"BAYOU COCODRIE DAM","LA00012","24h",2,0.5,0.904093413988082
"BAYOU COCODRIE DAM","LA00012","24h",5,0.8,1.25429483948718
"BAYOU COCODRIE DAM","LA00012","24h",10,0.9,1.51692813288284
"BAYOU COCODRIE DAM","LA00012","24h",25,0.96,1.88849400635828
"BAYOU COCODRIE DAM","LA00012","24h",50,0.98,2.19601379882898
"BAYOU COCODRIE DAM","LA00012","24h",100,0.99,2.53104648609238
"BAYOU COCODRIE DAM","LA00012","24h",200,0.995,2.89723965637273
"BAYOU COCODRIE DAM","LA00012","24h",500,0.998,3.4351601857193
"BAYOU COCODRIE DAM","LA00012","24h",1000,0.999,3.8875204553712
"BAYOU COCODRIE DAM","LA00012","24h",2000,0.9995,4.38336126077924
"BAYOU COCODRIE DAM","LA00012","24h",5000,0.9998,5.11285449229719
"BAYOU COCODRIE DAM","LA00012","24h",10000,0.9999,5.72675110804858
"BAYOU COCODRIE DAM","LA00012","72h",2,0.5,0.918463748499535
"BAYOU COCODRIE DAM","LA00012","72h",5,0.8,1.26599242331864
"BAYOU COCODRIE DAM","LA00012","72h",10,0.9,1.51286945093122
"BAYOU COCODRIE DAM","LA00012","72h",25,0.96,1.8453185950498
"BAYOU COCODRIE DAM","LA00012","72h",50,0.98,2.10766413783911
"BAYOU COCODRIE DAM","LA00012","72h",100,0.99,2.3821102168121
"BAYOU COCODRIE DAM","LA00012","72h",200,0.995,2.67021196813356
"BAYOU COCODRIE DAM","LA00012","72h",500,0.998,3.07402319280094
"BAYOU COCODRIE DAM","LA00012","72h",1000,0.999,3.39817719177373
"BAYOU COCODRIE DAM","LA00012","72h",2000,0.9995,3.73949598801013
"BAYOU COCODRIE DAM","LA00012","72h",5000,0.9998,4.21868760464689
"BAYOU COCODRIE DAM","LA00012","72h",10000,0.9999,4.60364453936662
