"site","site_id","duration","station","n","mean","Lcv","Lskew","Lkurt"
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00164732",36,117.526,0.1915,0.1504,0.1456
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00164739",45,127.248,0.1996,0.3073,0.245
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00168046",41,115.819,0.1896,0.1628,0.1205
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00160617",40,140.044,0.2487,0.3666,0.2172
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00165896",36,140.732,0.2142,0.2234,0.1266
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00164734",40,115.218,0.216,0.1736,0.2018
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00161941",42,162.755,0.239,0.1708,0.1499
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00161232",51,169.869,0.2419,0.226,0.1658
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00163741",45,155.367,0.2444,0.3219,0.2221
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00167421",30,153.082,0.233,0.2876,0.3305
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USW00093915",30,153.377,0.2018,0.0871,0.1906
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00164260",25,138.646,0.1516,0.1236,0.1355
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00168513",21,153.504,0.2257,0.1999,0.1394
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00160103",35,154.715,0.198,0.1143,0.0568
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USW00013935",53,147.931,0.1912,0.0711,0.1134
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00166582",80,158.25,0.2291,0.2638,0.1361
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00163804",47,145.986,0.2571,0.2919,0.1776
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00165630",34,181.907,0.2277,0.3731,0.2769
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00169803",59,167.944,0.2719,0.3297,0.1843
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00169860",25,171.866,0.2233,0.3819,0.1303
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00169865",30,166.894,0.2337,0.1634,0.0946
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00160639",34,166.5,0.2454,0.2587,0.1685
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00169235",41,155.696,0.1887,0.1336,0.2455
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00167732",33,153.76,0.1907,0.0914,0.1273
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00169809",44,157.354,0.2572,0.2225,0.1385
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00167905",54,143.29,0.2006,0.1943,0.1132
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00164696",36,168.528,0.2243,0.3253,0.2546
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00166978",38,172.471,0.2693,0.349,0.1872
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00165266",98,156.047,0.2351,0.2319,0.1184
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00164288",46,154.941,0.1955,0.1496,0.0685
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00162525",33,142.455,0.2024,0.2157,0.3131
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00165081",26,125.018,0.2094,0.0697,0.1483
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00161729",48,145.839,0.2085,0.2849,0.1866
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00164050",31,129.302,0.1667,0.0601,0.101
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00165892",50,154.926,0.2002,0.2522,0.163
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00165287",21,184.664,0.2738,0.2223,0.014
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00162800",77,173.819,0.208,0.1931,0.1032
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00165920",47,170.544,0.2273,0.2134,0.154
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00160349",63,133.915,0.1928,0.1769,0.1648
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00166836",57,175.854,0.2253,0.2083,0.1067
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00167729",27,137.444,0.1738,0.0775,0.0753
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00168828",48,153.103,0.2046,0.2276,0.2095
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00161287",70,178.038,0.2021,0.1798,0.1241
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00164732",36,154.463,0.2242,0.2347,0.2058
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00164739",45,162.596,0.184,0.2208,0.2941
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00168046",41,153.113,0.25,0.2601,0.1134
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00160617",40,173.447,0.2598,0.2577,0.074
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00165896",36,169.243,0.2221,0.2457,0.1613
"RED RIVER W.W. LOCK & DAM #3","LA00582","72h","USC00164734",40,140.152,0.2098,0.2106,0.2557
"STILLWATER - NORTH DAM","NY00316","24h","USC00308248",74,62.338,0.1717,0.2474,0.1472
"STILLWATER - NORTH DAM","NY00316","24h","USC00302239",38,58.445,0.157,0.0933,0.1343
"STILLWATER - NORTH DAM","NY00316","24h","USC00300668",75,61.241,0.1671,0.2339,0.1707
"STILLWATER - NORTH DAM","NY00316","24h","USC00306184",67,65.648,0.1699,0.2282,0.1005
"STILLWATER - NORTH DAM","NY00316","24h","USC00302234",26,62.919,0.1402,0.1568,0.0753
"STILLWATER - NORTH DAM","NY00316","24h","USC00308944",93,59.815,0.194,0.2861,0.1988
"STILLWATER - NORTH DAM","NY00316","24h","USC00300500",61,53.875,0.155,0.1446,0.1608
"STILLWATER - NORTH DAM","NY00316","24h","USC00306941",37,56.512,0.1817,0.1573,0.2037
"STILLWATER - NORTH DAM","NY00316","24h","USC00304912",128,60.144,0.1816,0.2054,0.171
"STILLWATER - NORTH DAM","NY00316","24h","USC00307348",44,52.915,0.1425,0.1115,0.1051
"STILLWATER - NORTH DAM","NY00316","24h","USC00304944",59,65.335,0.197,0.242,0.1716
"STILLWATER - NORTH DAM","NY00316","24h","USC00305987",25,71.927,0.1928,0.2425,0.1378
"STILLWATER - NORTH DAM","NY00316","24h","USC00307944",50,57.436,0.1494,0.2035,0.1571
"STILLWATER - NORTH DAM","NY00316","24h","USC00300780",40,61.421,0.1602,0.0993,0.1714
"STILLWATER - NORTH DAM","NY00316","24h","USC00300746",23,74.01,0.1975,0.3066,0.1686
"STILLWATER - NORTH DAM","NY00316","24h","USC00303851",102,73.543,0.1788,0.2105,0.1129
"STILLWATER - NORTH DAM","NY00316","24h","USC00302917",34,69.542,0.2081,0.2376,0.211
"STILLWATER - NORTH DAM","NY00316","24h","USC00303961",78,64.194,0.183,0.1931,0.2243
"STILLWATER - NORTH DAM","NY00316","24h","USC00300785",78,74.676,0.1721,0.1889,0.1957
"STILLWATER - NORTH DAM","NY00316","24h","USC00308631",84,55.876,0.1524,0.1236,0.1478
"STILLWATER - NORTH DAM","NY00316","24h","USC00300706",35,55.903,0.1645,0.2841,0.2238
"STILLWATER - NORTH DAM","NY00316","24h","USC00303916",44,73.784,0.1743,0.1823,0.1468
"STILLWATER - NORTH DAM","NY00316","24h","USC00303346",84,58.987,0.1794,0.1726,0.1746
"STILLWATER - NORTH DAM","NY00316","24h","USC00304102",123,63.692,0.1689,0.1207,0.1314
"STILLWATER - NORTH DAM","NY00316","24h","USC00306623",61,69.66,0.1324,0.2785,0.2476
"STILLWATER - NORTH DAM","NY00316","24h","USC00309000",124,62.134,0.1799,0.1957,0.1436
"STILLWATER - NORTH DAM","NY00316","24h","USC00305714",57,60.001,0.1607,0.2033,0.1734
"STILLWATER - NORTH DAM","NY00316","24h","USC00303889",56,68.583,0.1693,0.1385,0.1798
"STILLWATER - NORTH DAM","NY00316","24h","USC00305711",34,56.925,0.1935,0.3233,0.1694
"STILLWATER - NORTH DAM","NY00316","24h","USC00308578",81,69.69,0.1889,0.1746,0.1127
"STILLWATER - NORTH DAM","NY00316","24h","US1NYOD0002",21,74.489,0.1376,0.1953,0.2502
"STILLWATER - NORTH DAM","NY00316","24h","USC00308080",28,60.737,0.1351,0.1759,0.1582
"STILLWATER - NORTH DAM","NY00316","24h","USC00308455",42,61.485,0.1909,0.1395,0.1498
"STILLWATER - NORTH DAM","NY00316","24h","USW00014743",93,59.762,0.1766,0.2237,0.1578
"STILLWATER - NORTH DAM","NY00316","24h","USC00302045",45,64.239,0.1913,0.1161,0.0532
"STILLWATER - NORTH DAM","NY00316","24h","USC00301664",85,58.692,0.1849,0.2127,0.1633
"STILLWATER - NORTH DAM","NY00316","24h","USW00094790",76,55.734,0.1869,0.1287,0.1771
"STILLWATER - NORTH DAM","NY00316","24h","USW00014717",55,63.502,0.1668,0.1323,0.176
"STILLWATER - NORTH DAM","NY00316","24h","USC00307413",67,67.232,0.1633,0.2798,0.2176
"STILLWATER - NORTH DAM","NY00316","24h","USC00300608",55,64.591,0.154,0.1471,0.1057
"STILLWATER - NORTH DAM","NY00316","24h","USC00306411",39,54.608,0.1817,0.0054,0.1293
"STILLWATER - NORTH DAM","NY00316","24h","USC00300077",40,55.684,0.1889,0.1783,0.1828
"STILLWATER - NORTH DAM","NY00316","24h","USC00309055",30,62.12,0.1705,0.3254,0.2432
"STILLWATER - NORTH DAM","NY00316","24h","USW00094740",28,55.443,0.1778,0.0929,0.245
"STILLWATER - NORTH DAM","NY00316","24h","USC00306957",28,59.664,0.1861,0.1576,0.1692
"STILLWATER - NORTH DAM","NY00316","24h","USC00307472",33,49.22,0.1591,0.0849,0.0703
"STILLWATER - NORTH DAM","NY00316","24h","USW00094794",58,64.535,0.1623,0.071,0.1335
"STILLWATER - NORTH DAM","NY00316","72h","USC00308248",74,77.636,0.1613,0.2167,0.1568
"STILLWATER - NORTH DAM","NY00316","72h","USC00302239",38,73.409,0.1459,0.21,0.1514
"STILLWATER - NORTH DAM","NY00316","72h","USC00300668",75,82.717,0.1494,0.2434,0.1491
"STILLWATER - NORTH DAM","NY00316","72h","USC00306184",67,84.997,0.1421,0.1759,0.1244
"STILLWATER - NORTH DAM","NY00316","72h","USC00302234",26,77.167,0.1495,0.1791,0.1698
"STILLWATER - NORTH DAM","NY00316","72h","USC00308944",93,72.719,0.16,0.176,0.1492
"STILLWATER - NORTH DAM","NY00316","72h","USC00300500",61,66.874,0.1463,0.1071,0.1077
"STILLWATER - NORTH DAM","NY00316","72h","USC00306941",37,71.307,0.187,0.2345,0.1196
"STILLWATER - NORTH DAM","NY00316","72h","USC00304912",128,72.331,0.1673,0.1687,0.1603
"STILLWATER - NORTH DAM","NY00316","72h","USC00307348",44,64.892,0.1448,0.1615,0.1885
"STILLWATER - NORTH DAM","NY00316","72h","USC00304944",59,77.126,0.1677,0.1735,0.1896
"STILLWATER - NORTH DAM","NY00316","72h","USC00305987",25,84.435,0.1739,0.265,0.159
"STILLWATER - NORTH DAM","NY00316","72h","USC00307944",50,75.239,0.1724,0.169,0.1623
"STILLWATER - NORTH DAM","NY00316","72h","USC00300780",40,75.471,0.173,0.1873,0.2817
"STILLWATER - NORTH DAM","NY00316","72h","USC00303851",102,92.344,0.1522,0.1163,0.1033
"STILLWATER - NORTH DAM","NY00316","72h","USC00302917",34,82.339,0.2017,0.1953,0.0889
"STILLWATER - NORTH DAM","NY00316","72h","USC00303961",78,84.794,0.161,0.1998,0.2017
"STILLWATER - NORTH DAM","NY00316","72h","USC00300785",78,92.097,0.1545,0.194,0.1897
"STILLWATER - NORTH DAM","NY00316","72h","USC00308631",84,69.189,0.1555,0.1097,0.1958
"STILLWATER - NORTH DAM","NY00316","72h","USC00300706",35,68.907,0.1418,0.1083,0.1249
"STILLWATER - NORTH DAM","NY00316","72h","USC00303916",44,92.136,0.1908,0.171,0.1084
"STILLWATER - NORTH DAM","NY00316","72h","USC00303346",84,72.226,0.1544,0.1678,0.159
"STILLWATER - NORTH DAM","NY00316","72h","USC00304102",123,76.982,0.1681,0.1825,0.1373
"STILLWATER - NORTH DAM","NY00316","72h","USC00306623",61,90.986,0.1453,0.0677,0.0216
"STILLWATER - NORTH DAM","NY00316","72h","USC00309000",124,76.098,0.1544,0.154,0.1732
"STILLWATER - NORTH DAM","NY00316","72h","USC00305714",57,73.856,0.1416,0.1819,0.1734
"STILLWATER - NORTH DAM","NY00316","72h","USC00303889",56,86.783,0.1441,0.0648,0.1209
"STILLWATER - NORTH DAM","NY00316","72h","USC00305711",34,71.218,0.1828,0.2676,0.1112
"STILLWATER - NORTH DAM","NY00316","72h","USC00308578",81,84.853,0.1581,0.0552,0.1122
"STILLWATER - NORTH DAM","NY00316","72h","US1NYOD0002",21,93.249,0.1191,0.1285,0.1275
"STILLWATER - NORTH DAM","NY00316","72h","USC00308080",28,75.436,0.1551,0.1883,0.0241
"STILLWATER - NORTH DAM","NY00316","72h","USC00308455",42,72.053,0.1705,0.1567,0.169
"STILLWATER - NORTH DAM","NY00316","72h","USW00014743",93,70.363,0.1498,0.2151,0.2075
"STILLWATER - NORTH DAM","NY00316","72h","USC00302045",45,79.157,0.1836,0.1473,0.0886
"STILLWATER - NORTH DAM","NY00316","72h","USC00301664",85,74.01,0.1664,0.1591,0.1819
"STILLWATER - NORTH DAM","NY00316","72h","USW00094790",76,66.675,0.1551,0.0818,0.2068
"STILLWATER - NORTH DAM","NY00316","72h","USW00014717",55,78.907,0.1687,0.1251,0.1222
"STILLWATER - NORTH DAM","NY00316","72h","USC00307413",67,82.706,0.1687,0.2522,0.1068
"STILLWATER - NORTH DAM","NY00316","72h","USC00300608",55,79.057,0.1542,0.1529,0.0637
"STILLWATER - NORTH DAM","NY00316","72h","USC00306411",39,69.15,0.1658,-0.01,0.1378
"STILLWATER - NORTH DAM","NY00316","72h","USC00300077",40,66.669,0.1586,0.192,0.1651
"STILLWATER - NORTH DAM","NY00316","72h","USC00309055",30,71.544,0.1597,0.2303,0.1996
"STILLWATER - NORTH DAM","NY00316","72h","USC00306957",28,70.294,0.1565,0.2939,0.1299
"STILLWATER - NORTH DAM","NY00316","72h","USC00307472",33,63.588,0.1463,0.0964,0.2002
"STILLWATER - NORTH DAM","NY00316","72h","USW00094794",58,77.729,0.1721,0.1589,0.0824
"G200A CONTROL STRUCTURE","FL36022","24h","USC00088368",23,106.151,0.2478,0.2742,0.15
"G200A CONTROL STRUCTURE","FL36022","24h","USC00080737",22,103.374,0.2781,0.4546,0.3017
"G200A CONTROL STRUCTURE","FL36022","24h","USC00080611",76,116.1,0.2143,0.2954,0.217
"G200A CONTROL STRUCTURE","FL36022","24h","USC00081654",46,105.508,0.2175,0.3251,0.1777
"G200A CONTROL STRUCTURE","FL36022","24h","USC00082298",64,100.708,0.1712,0.2952,0.1789
"G200A CONTROL STRUCTURE","FL36022","24h","USC00081276",60,111.595,0.2132,0.3156,0.2326
"G200A CONTROL STRUCTURE","FL36022","24h","USC00085895",104,98.01,0.1774,0.2807,0.2504
"G200A CONTROL STRUCTURE","FL36022","24h","USC00085184",24,134.423,0.2338,0.1803,0.1764
"G200A CONTROL STRUCTURE","FL36022","24h","USC00085182",47,132.467,0.1986,0.1876,0.1695
"G200A CONTROL STRUCTURE","FL36022","24h","USC00084210",40,105.952,0.1731,0.2354,0.1416
"G200A CONTROL STRUCTURE","FL36022","24h","USC00086657",24,113.899,0.187,0.177,0.1467
"G200A CONTROL STRUCTURE","FL36022","24h","USC00084866",25,90.771,0.208,0.3832,0.349
"G200A CONTROL STRUCTURE","FL36022","24h","USC00086406",38,114.728,0.1642,0.2583,0.1918
"G200A CONTROL STRUCTURE","FL36022","24h","USC00083171",27,138.153,0.2584,0.19,0.1679
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012885",28,129.454,0.2525,0.0807,0.1014
"G200A CONTROL STRUCTURE","FL36022","24h","USC00084662",67,102.823,0.2149,0.3222,0.2349
"G200A CONTROL STRUCTURE","FL36022","24h","USC00087254",51,153.277,0.2686,0.2197,0.1242
"G200A CONTROL STRUCTURE","FL36022","24h","USC00083163",106,145.215,0.2512,0.2628,0.2024
"G200A CONTROL STRUCTURE","FL36022","24h","USW00092805",28,126.693,0.2183,0.0482,0.1575
"G200A CONTROL STRUCTURE","FL36022","24h","USC00082114",24,117.186,0.2179,0.2561,0.2975
"G200A CONTROL STRUCTURE","FL36022","24h","USW00092809",27,119.508,0.2358,0.1505,0.1857
"G200A CONTROL STRUCTURE","FL36022","24h","USC00088780",55,108.973,0.2068,0.2089,0.1584
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012849",27,164.331,0.3301,0.3624,0.3175
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012844",85,140.641,0.2022,0.1173,0.1979
"G200A CONTROL STRUCTURE","FL36022","24h","USC00084198",56,135.007,0.2302,0.2559,0.1771
"G200A CONTROL STRUCTURE","FL36022","24h","US1FLPB0013",20,135.99,0.2046,0.121,0.2022
"G200A CONTROL STRUCTURE","FL36022","24h","USC00083168",36,146.809,0.2511,0.3518,0.3285
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012882",28,108.436,0.2256,0.1156,0.1646
"G200A CONTROL STRUCTURE","FL36022","24h","USC00086485",54,92.786,0.2123,0.2495,0.1831
"G200A CONTROL STRUCTURE","FL36022","24h","USC00086315",23,113.978,0.2045,0.4156,0.2624
"G200A CONTROL STRUCTURE","FL36022","24h","USC00089520",27,152.508,0.2693,0.3234,0.1666
"G200A CONTROL STRUCTURE","FL36022","24h","USC00083909",82,135.231,0.2385,0.3043,0.2267
"G200A CONTROL STRUCTURE","FL36022","24h","USC00085667",27,138.647,0.2586,0.352,0.2928
"G200A CONTROL STRUCTURE","FL36022","24h","USC00082850",75,117.05,0.2507,0.3227,0.2028
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012839",78,141.338,0.2552,0.2776,0.2088
"G200A CONTROL STRUCTURE","FL36022","24h","USC00086480",20,105.717,0.1941,0.4114,0.2991
"G200A CONTROL STRUCTURE","FL36022","24h","USC00087304",25,130.926,0.2686,0.168,0.0788
"G200A CONTROL STRUCTURE","FL36022","24h","USC00086078",72,112.355,0.2408,0.2746,0.1275
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012894",27,103.081,0.2222,0.2914,0.3357
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012859",49,111.529,0.1816,0.2223,0.1268
"G200A CONTROL STRUCTURE","FL36022","24h","USW00012888",28,104.945,0.2231,0.1994,0.3327
"G200A CONTROL STRUCTURE","FL36022","72h","USC00088368",23,128.723,0.2528,0.2106,0.1723
"G200A CONTROL STRUCTURE","FL36022","72h","USC00080737",22,140.412,0.2558,0.4726,0.3855
"G200A CONTROL STRUCTURE","FL36022","72h","USC00080611",76,145.199,0.1835,0.202,0.139
"G200A CONTROL STRUCTURE","FL36022","72h","USC00081654",46,133.985,0.1955,0.2534,0.1965
"G200A CONTROL STRUCTURE","FL36022","72h","USC00081276",60,151.364,0.193,0.1898,0.1886
"G200A CONTROL STRUCTURE","FL36022","72h","USC00085184",24,169.984,0.2049,0.109,0.1501
"G200A CONTROL STRUCTURE","FL36022","72h","USC00085182",47,164.949,0.1869,0.0486,0.0552
"G200A CONTROL STRUCTURE","FL36022","72h","USC00084210",40,123.492,0.1749,0.1857,0.1216
"G200A CONTROL STRUCTURE","FL36022","72h","USC00086657",24,140.96,0.189,0.2473,0.0899
"G200A CONTROL STRUCTURE","FL36022","72h","USC00084866",25,129.228,0.2036,0.435,0.3452
"G200A CONTROL STRUCTURE","FL36022","72h","USC00083171",27,163.9,0.2417,0.0858,0.131
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012885",28,169.832,0.2705,0.096,0.0779
"G200A CONTROL STRUCTURE","FL36022","72h","USC00084662",67,129.675,0.1891,0.2793,0.1909
"G200A CONTROL STRUCTURE","FL36022","72h","USC00087254",51,189.758,0.264,0.2743,0.1632
"G200A CONTROL STRUCTURE","FL36022","72h","USC00083163",106,185.355,0.2356,0.2503,0.1929
"G200A CONTROL STRUCTURE","FL36022","72h","US1FLBW0007",20,184.916,0.1957,0.0094,-0.0305
"G200A CONTROL STRUCTURE","FL36022","72h","USW00092805",28,160.857,0.2095,0.0028,0.182
"G200A CONTROL STRUCTURE","FL36022","72h","USC00082114",24,166.006,0.1877,0.1154,0.2283
"G200A CONTROL STRUCTURE","FL36022","72h","USW00092809",27,152.017,0.2348,0.1305,0.2196
"G200A CONTROL STRUCTURE","FL36022","72h","USC00088780",55,142.239,0.2027,0.2636,0.1572
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012849",27,193.144,0.2971,0.2657,0.296
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012844",85,177.313,0.1846,0.1323,0.181
"G200A CONTROL STRUCTURE","FL36022","72h","USC00084198",56,177.793,0.234,0.3059,0.1944
"G200A CONTROL STRUCTURE","FL36022","72h","US1FLPB0013",20,163.734,0.1774,0.1002,0.2788
"G200A CONTROL STRUCTURE","FL36022","72h","USC00083168",36,193.969,0.251,0.406,0.3244
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012882",28,147.305,0.2289,0.1375,0.2151
"G200A CONTROL STRUCTURE","FL36022","72h","USC00086485",54,118.963,0.2099,0.2249,0.1654
"G200A CONTROL STRUCTURE","FL36022","72h","USC00086315",23,146.914,0.1581,0.2884,0.3004
"G200A CONTROL STRUCTURE","FL36022","72h","USC00084050",25,210.038,0.2911,0.2422,0.1235
"G200A CONTROL STRUCTURE","FL36022","72h","USC00089520",27,189.73,0.2339,0.2142,0.1663
"G200A CONTROL STRUCTURE","FL36022","72h","USC00083909",82,177.558,0.2176,0.2539,0.1744
"G200A CONTROL STRUCTURE","FL36022","72h","USC00085667",27,180.284,0.2419,0.3279,0.2608
"G200A CONTROL STRUCTURE","FL36022","72h","USC00082850",75,158.625,0.2536,0.3019,0.1934
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012839",78,178.643,0.2196,0.2514,0.1758
"G200A CONTROL STRUCTURE","FL36022","72h","USC00086480",20,138.262,0.2489,0.3489,0.1068
"G200A CONTROL STRUCTURE","FL36022","72h","USC00087304",25,159.671,0.2287,0.0628,0.0199
"G200A CONTROL STRUCTURE","FL36022","72h","USC00086078",72,151.71,0.205,0.2781,0.1713
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012894",27,133.919,0.2479,0.1767,0.2008
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012859",49,140.278,0.2022,0.2041,0.2042
"G200A CONTROL STRUCTURE","FL36022","72h","USW00012888",28,144.307,0.2237,0.1934,0.2734
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00031140",38,103.083,0.1966,0.2174,0.151
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00034934",43,107.297,0.2105,0.339,0.3213
"H. K. THATCHER LOCK & DAM","AR01515","24h","USW00093992",120,102.656,0.1971,0.2392,0.1993
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00032475",21,115.658,0.2251,0.2464,0.2396
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00031152",128,106.442,0.1841,0.1874,0.1677
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00168669",47,103.191,0.1503,0.2039,0.136
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00033556",24,100.283,0.1542,0.1784,0.1219
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00031730",92,106.667,0.1838,0.2497,0.23
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00037582",107,109.281,0.2014,0.2072,0.1189
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00032540",85,110.862,0.1725,0.2186,0.1508
"H. K. THATCHER LOCK & DAM","AR01515","24h","USW00053961",23,125.15,0.2676,0.3233,0.2703
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00163079",62,109.362,0.1864,0.2504,0.1717
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00165908",37,110.749,0.1835,0.2999,0.1901
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00034548",64,116.222,0.2305,0.3769,0.2534
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00168795",21,110.186,0.2606,0.248,0.206
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00160253",26,111.075,0.2027,0.1941,0.2252
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00164131",39,103.357,0.1899,0.2147,0.1995
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00036768",63,106.103,0.1922,0.2382,0.2128
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00030800",56,109.047,0.1987,0.215,0.1753
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00036174",41,101.152,0.1887,0.1516,0.1307
"H. K. THATCHER LOCK & DAM","AR01515","24h","USW00053919",83,103.701,0.1795,0.057,0.1103
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00168785",64,107.664,0.1928,0.2621,0.2368
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00164355",71,106.685,0.1657,0.164,0.1302
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00160537",84,107.062,0.1762,0.2004,0.1841
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00161411",107,111.055,0.1845,0.2904,0.2387
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00168067",108,111.478,0.2143,0.3146,0.2511
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00033074",37,110.755,0.1892,0.2329,0.179
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00035866",107,108.091,0.2206,0.2393,0.1706
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00036823",24,108.042,0.2173,0.2567,0.244
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00036804",43,108.793,0.1972,0.2534,0.1891
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00160277",65,117.186,0.1767,0.1925,0.1581
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00166308",45,97.667,0.1712,0.2028,0.1057
"H. K. THATCHER LOCK & DAM","AR01515","24h","USC00037038",47,95.636,0.1792,0.2369,0.229
