"site","site_id","duration","station","n","mean","Lcv","Lskew","Lkurt"
"MESSALONSKEE LAKE","ME00106","72h","USC00179826",59,82.891,0.1891,0.1824,0.1605
"MESSALONSKEE LAKE","ME00106","72h","USC00172740",20,64.277,0.1431,0.2113,0.0793
"MESSALONSKEE LAKE","ME00106","72h","USC00170177",23,95.517,0.1754,0.2493,0.1547
"MESSALONSKEE LAKE","ME00106","72h","USC00175736",34,99.322,0.1777,0.1444,0.0777
"MESSALONSKEE LAKE","ME00106","72h","USW00014605",78,89.729,0.182,0.2653,0.1403
"MESSALONSKEE LAKE","ME00106","72h","USC00172539",29,86.793,0.1741,0.2074,0.1756
"MESSALONSKEE LAKE","ME00106","72h","USC00174927",117,81.587,0.1611,0.1523,0.0643
"MESSALONSKEE LAKE","ME00106","72h","USC00173046",109,91.174,0.1805,0.265,0.1593
"MESSALONSKEE LAKE","ME00106","72h","USC00172765",119,91.976,0.1746,0.2257,0.208
"MESSALONSKEE LAKE","ME00106","72h","USC00173567",48,83.398,0.168,0.1182,0.1315
"MESSALONSKEE LAKE","ME00106","72h","USC00173570",29,106.733,0.2074,0.3024,0.1728
"MESSALONSKEE LAKE","ME00106","72h","USC00178817",25,96.869,0.1974,0.2431,0.0436
"MESSALONSKEE LAKE","ME00106","72h","USC00171628",72,80.676,0.1743,0.2491,0.1669
"MESSALONSKEE LAKE","ME00106","72h","USC00175675",62,95.348,0.1799,0.1381,0.1131
"MESSALONSKEE LAKE","ME00106","72h","USC00176705",23,92.279,0.1628,0.1408,0.1662
"MESSALONSKEE LAKE","ME00106","72h","USC00174324",40,91.788,0.1953,0.1432,0.0966
"MESSALONSKEE LAKE","ME00106","72h","USC00179593",49,114.319,0.1965,0.2602,0.2592
"MESSALONSKEE LAKE","ME00106","72h","USC00170480",86,97.151,0.1924,0.217,0.2105
"MESSALONSKEE LAKE","ME00106","72h","USC00170600",60,94.151,0.1656,0.121,0.133
"MESSALONSKEE LAKE","ME00106","72h","USC00174566",114,92.84,0.1837,0.2383,0.1578
"MESSALONSKEE LAKE","ME00106","72h","USW00094623",28,102.389,0.2214,0.3178,0.1863
"MESSALONSKEE LAKE","ME00106","72h","USC00177325",58,96.25,0.1708,0.1144,0.1655
"MESSALONSKEE LAKE","ME00106","72h","USC00177330",61,85.255,0.1883,0.2097,0.1214
"MESSALONSKEE LAKE","ME00106","72h","USC00172048",33,109.086,0.2021,0.1423,0.103
"MESSALONSKEE LAKE","ME00106","72h","USC00170409",35,105.042,0.2272,0.1936,0.1088
"MESSALONSKEE LAKE","ME00106","72h","USC00177250",40,94.814,0.1609,0.1173,0.0338
"MESSALONSKEE LAKE","ME00106","72h","USC00179538",26,91.515,0.1843,0.2001,0.0942
"MESSALONSKEE LAKE","ME00106","72h","USC00176881",28,96.732,0.1969,0.1975,0.1495
"MESSALONSKEE LAKE","ME00106","72h","USW00014611",59,94.774,0.1967,0.2246,0.2173
"MESSALONSKEE LAKE","ME00106","72h","USC00173417",34,84.866,0.1899,0.1354,0.1411
"MESSALONSKEE LAKE","ME00106","72h","USW00014606",73,85.088,0.1806,0.2335,0.1776
"MESSALONSKEE LAKE","ME00106","72h","USC00176856",29,111.886,0.2184,0.2359,0.0987
"MESSALONSKEE LAKE","ME00106","72h","USC00177940",20,86.453,0.2091,0.2367,0.1204
"MESSALONSKEE LAKE","ME00106","72h","USC00170655",21,96.751,0.2262,0.1332,0.0935
"MESSALONSKEE LAKE","ME00106","72h","USC00171975",50,82.336,0.1733,0.1462,0.1159
"MESSALONSKEE LAKE","ME00106","72h","USC00173295",31,111.745,0.2423,0.2757,0.0889
"MESSALONSKEE LAKE","ME00106","72h","USC00174781",59,83.519,0.1649,0.128,0.1546
"MESSALONSKEE LAKE","ME00106","72h","USC00170217",21,107.14,0.1777,0.0012,0.0566
"MESSALONSKEE LAKE","ME00106","72h","USC00177037",53,77.891,0.1919,0.1643,0.1119
"MESSALONSKEE LAKE","ME00106","72h","USC00177039",30,74.472,0.1798,0.1402,0.0678
"MESSALONSKEE LAKE","ME00106","72h","USC00175875",57,96.35,0.1878,0.1336,0.1917
"MESSALONSKEE LAKE","ME00106","72h","USW00094644",24,91.992,0.198,0.2145,0.2491
"MESSALONSKEE LAKE","ME00106","72h","USC00176430",79,78.495,0.1765,0.231,0.1184
"MESSALONSKEE LAKE","ME00106","72h","USC00170398",21,82.773,0.1751,0.1367,0.1422
"MESSALONSKEE LAKE","ME00106","72h","USW00014622",25,82.993,0.2153,0.1481,0.1998
"MESSALONSKEE LAKE","ME00106","72h","USC00172700",37,76.752,0.2185,0.2408,0.1566
"MESSALONSKEE LAKE","ME00106","72h","USC00176420",35,81.797,0.2007,0.1555,0.0826
"MESSALONSKEE LAKE","ME00106","72h","USC00172695",39,67.336,0.1644,0.2083,0.2394
"MESSALONSKEE LAKE","ME00106","72h","USC00170844",60,101.419,0.1845,0.2047,0.2017
"MESSALONSKEE LAKE","ME00106","72h","USC00175347",32,79.886,0.1544,0.1083,0.1222
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00218939",45,56.902,0.1809,0.1257,0.1742
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00210989",71,59.752,0.1883,0.2671,0.1734
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00211840",27,62.878,0.238,0.3573,0.3872
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00214096",45,60.558,0.1529,0.1171,0.132
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00212645",32,65.293,0.2458,0.2768,0.1988
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00213921",24,58.054,0.1629,0.0822,0.1319
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00218543",75,53.848,0.1917,0.2552,0.2884
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00218421",29,69.37,0.2135,0.2901,0.2583
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00212576",28,59.369,0.2518,0.3985,0.3076
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00218419",125,67.223,0.2054,0.2905,0.2637
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USW00014913",78,64.278,0.1834,0.0917,0.1206
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00210390",47,59.315,0.1434,0.235,0.2491
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USW00094931",59,59.285,0.2396,0.2282,0.2362
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00215298",62,61.104,0.22,0.2219,0.2001
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00218311",91,63.715,0.2114,0.2967,0.259
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00212246",29,59.532,0.1495,0.2813,0.3273
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00213727",32,59.668,0.2088,0.4186,0.2821
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00478349",112,66.115,0.1907,0.2287,0.1642
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00215020",25,60.6,0.2188,0.2864,0.2825
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00212842",33,69.492,0.2256,0.4768,0.4457
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00211630",113,67.169,0.2041,0.2953,0.2779
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00211771",26,68.152,0.2419,0.3289,0.1967
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00219134",34,73.357,0.1721,0.2123,0.2131
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00219101",41,55.659,0.2415,0.2935,0.2772
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00476772",30,64.655,0.2295,0.1854,0.0307
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00472889",43,68.775,0.1886,0.0936,0.2061
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00219173",61,65.534,0.1817,0.2169,0.1721
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00211776",28,62.792,0.2192,0.2269,0.1767
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00471131",55,70.444,0.2219,0.2434,0.1004
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00212555",20,56.082,0.2599,0.5685,0.3907
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00473917",26,50.289,0.2078,0.4972,0.4786
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00213303",110,63.828,0.2052,0.2227,0.1542
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00216213",23,62.577,0.1726,0.1027,0.0892
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00217460",94,61.196,0.1964,0.2378,0.1658
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00215598",82,70.436,0.1986,0.2192,0.1638
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00477892",64,76.36,0.2193,0.2621,0.1339
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00216612",121,64.989,0.199,0.2331,0.2181
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00211074",33,73.436,0.2167,0.3474,0.2568
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00470603",67,65.542,0.221,0.3467,0.3214
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00473186",65,80.765,0.2309,0.2681,0.1757
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00470349",80,64.588,0.2241,0.3375,0.2055
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00474953",59,65.109,0.2173,0.2586,0.1664
"WHITEFACE LAKE SECTION NO. 2","MN00813","24h","USC00470347",20,61.591,0.189,0.0095,0.0814
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00218939",45,70.928,0.1644,0.0992,0.1671
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00210989",71,73.657,0.1746,0.1392,0.0928
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00211840",27,74.477,0.2129,0.3627,0.2492
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00214096",45,76.163,0.1655,0.1341,0.1774
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00212645",32,78.641,0.2146,0.2733,0.1626
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00213921",24,70.697,0.1936,0.2151,0.1652
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00218543",75,67.887,0.2103,0.2741,0.2538
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00218421",29,86.747,0.2175,0.3059,0.2902
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00212576",28,65.648,0.2036,0.3878,0.3183
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00218419",125,81.166,0.1897,0.2474,0.2165
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USW00014913",78,79.215,0.1826,0.1652,0.2028
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00210390",47,76.141,0.1687,0.1199,0.083
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USW00094931",59,75.089,0.2431,0.2384,0.2656
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00215298",62,71.437,0.2035,0.1614,0.1778
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00218311",91,77.104,0.1959,0.263,0.2515
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00212246",29,74.256,0.1711,0.1091,0.0872
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00213727",32,73.742,0.2096,0.2684,0.2217
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00478349",112,81.616,0.2015,0.2412,0.2336
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00215020",25,70.617,0.2104,0.2685,0.2396
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00211630",113,80.973,0.1792,0.2462,0.2004
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00211771",26,75.186,0.2086,0.348,0.1765
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00219134",34,89.743,0.1471,0.0494,0.157
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00219101",41,68.239,0.2134,0.269,0.2927
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00476772",30,78.39,0.2535,0.2585,0.0859
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00219173",61,79.399,0.1866,0.272,0.232
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00211776",28,75.547,0.1865,0.1823,0.1388
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00471131",55,87.357,0.2147,0.2286,0.1252
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00473917",26,65.67,0.2413,0.335,0.1996
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00213303",110,75.542,0.193,0.2009,0.1809
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00216213",23,74.559,0.1856,0.0618,0.1403
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00217460",94,76.38,0.1922,0.2431,0.1622
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00215598",82,87.775,0.1916,0.2371,0.2014
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00477892",64,92.742,0.2125,0.1669,0.1069
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00216612",121,75.277,0.185,0.1737,0.201
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00211074",33,88.502,0.2063,0.3311,0.1865
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00470603",67,80.541,0.2217,0.286,0.2502
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00473186",65,95.177,0.2079,0.2672,0.1725
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00470349",80,81.254,0.221,0.3041,0.1926
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USC00474953",59,78.875,0.2138,0.2339,0.1449
"WHITEFACE LAKE SECTION NO. 2","MN00813","72h","USW00094929",24,75.984,0.2484,0.1563,0.1888
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00218939",45,56.902,0.1809,0.1257,0.1742
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00211840",27,62.878,0.238,0.3573,0.3872
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00210989",71,59.752,0.1883,0.2671,0.1734
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00212645",32,65.293,0.2458,0.2768,0.1988
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00214096",45,60.558,0.1529,0.1171,0.132
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00213921",24,58.054,0.1629,0.0822,0.1319
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00218543",75,53.848,0.1917,0.2552,0.2884
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00212576",28,59.369,0.2518,0.3985,0.3076
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00218421",29,69.37,0.2135,0.2901,0.2583
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USW00094931",59,59.285,0.2396,0.2282,0.2362
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USW00014913",78,64.278,0.1834,0.0917,0.1206
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00210390",47,59.315,0.1434,0.235,0.2491
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00218419",125,67.223,0.2054,0.2905,0.2637
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00215298",62,61.104,0.22,0.2219,0.2001
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00218311",91,63.715,0.2114,0.2967,0.259
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00212246",29,59.532,0.1495,0.2813,0.3273
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00213727",32,59.668,0.2088,0.4186,0.2821
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00215020",25,60.6,0.2188,0.2864,0.2825
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00478349",112,66.115,0.1907,0.2287,0.1642
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00212842",33,69.492,0.2256,0.4768,0.4457
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00211630",113,67.169,0.2041,0.2953,0.2779
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00211771",26,68.152,0.2419,0.3289,0.1967
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00219134",34,73.357,0.1721,0.2123,0.2131
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00219101",41,55.659,0.2415,0.2935,0.2772
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00476772",30,64.655,0.2295,0.1854,0.0307
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00219173",61,65.534,0.1817,0.2169,0.1721
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00472889",43,68.775,0.1886,0.0936,0.2061
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00211776",28,62.792,0.2192,0.2269,0.1767
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00471131",55,70.444,0.2219,0.2434,0.1004
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00212555",20,56.082,0.2599,0.5685,0.3907
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00213303",110,63.828,0.2052,0.2227,0.1542
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00216213",23,62.577,0.1726,0.1027,0.0892
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00217460",94,61.196,0.1964,0.2378,0.1658
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00473917",26,50.289,0.2078,0.4972,0.4786
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00215598",82,70.436,0.1986,0.2192,0.1638
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00216612",121,64.989,0.199,0.2331,0.2181
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00477892",64,76.36,0.2193,0.2621,0.1339
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00211074",33,73.436,0.2167,0.3474,0.2568
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00470603",67,65.542,0.221,0.3467,0.3214
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00473186",65,80.765,0.2309,0.2681,0.1757
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00470349",80,64.588,0.2241,0.3375,0.2055
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00474953",59,65.109,0.2173,0.2586,0.1664
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00472240",33,70.372,0.1902,0.2221,0.2296
"WHITEFACE LAKE SECTION NO. 3","MN00814","24h","USC00470347",20,61.591,0.189,0.0095,0.0814
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00218939",45,70.928,0.1644,0.0992,0.1671
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00211840",27,74.477,0.2129,0.3627,0.2492
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00210989",71,73.657,0.1746,0.1392,0.0928
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00212645",32,78.641,0.2146,0.2733,0.1626
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00214096",45,76.163,0.1655,0.1341,0.1774
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00213921",24,70.697,0.1936,0.2151,0.1652
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00218543",75,67.887,0.2103,0.2741,0.2538
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00212576",28,65.648,0.2036,0.3878,0.3183
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00218421",29,86.747,0.2175,0.3059,0.2902
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USW00094931",59,75.089,0.2431,0.2384,0.2656
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USW00014913",78,79.215,0.1826,0.1652,0.2028
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00210390",47,76.141,0.1687,0.1199,0.083
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00218419",125,81.166,0.1897,0.2474,0.2165
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00215298",62,71.437,0.2035,0.1614,0.1778
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00218311",91,77.104,0.1959,0.263,0.2515
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00212246",29,74.256,0.1711,0.1091,0.0872
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00213727",32,73.742,0.2096,0.2684,0.2217
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00215020",25,70.617,0.2104,0.2685,0.2396
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00478349",112,81.616,0.2015,0.2412,0.2336
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00211630",113,80.973,0.1792,0.2462,0.2004
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00211771",26,75.186,0.2086,0.348,0.1765
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00219134",34,89.743,0.1471,0.0494,0.157
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00219101",41,68.239,0.2134,0.269,0.2927
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00219173",61,79.399,0.1866,0.272,0.232
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00211776",28,75.547,0.1865,0.1823,0.1388
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00471131",55,87.357,0.2147,0.2286,0.1252
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00213303",110,75.542,0.193,0.2009,0.1809
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00216213",23,74.559,0.1856,0.0618,0.1403
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00217460",94,76.38,0.1922,0.2431,0.1622
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00473917",26,65.67,0.2413,0.335,0.1996
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00215598",82,87.775,0.1916,0.2371,0.2014
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00216612",121,75.277,0.185,0.1737,0.201
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00477892",64,92.742,0.2125,0.1669,0.1069
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00211074",33,88.502,0.2063,0.3311,0.1865
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00470603",67,80.541,0.2217,0.286,0.2502
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00473186",65,95.177,0.2079,0.2672,0.1725
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00470349",80,81.254,0.221,0.3041,0.1926
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00474953",59,78.875,0.2138,0.2339,0.1449
"WHITEFACE LAKE SECTION NO. 3","MN00814","72h","USC00472240",33,84.894,0.1895,0.167,0.2643
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00161941",42,129.98,0.2421,0.2564,0.15
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00161232",51,130.225,0.234,0.2322,0.1256
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00163741",45,120.37,0.2497,0.3192,0.1877
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00167421",30,125.633,0.2286,0.278,0.2507
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USW00093915",30,125.871,0.2126,0.2529,0.2179
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00160098",129,126.395,0.2006,0.2214,0.1577
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00164260",25,116.404,0.1514,0.0853,0.0716
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00168513",21,124.284,0.2321,0.3038,0.1741
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00160103",35,117.691,0.1854,0.1795,0.1577
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USW00013935",53,117.294,0.2031,0.1667,0.0937
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00166582",80,121.595,0.2297,0.272,0.145
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00163804",47,111.668,0.2481,0.2201,0.1346
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00165630",34,140.389,0.2128,0.3188,0.2309
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00169803",59,132.154,0.2622,0.3466,0.21
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00169860",25,147.257,0.2736,0.4447,0.1982
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00160639",34,136.557,0.2502,0.208,0.1644
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00169235",41,129.184,0.222,0.184,0.1304
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00167732",33,121.105,0.1968,0.2496,0.1426
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00169809",44,122.564,0.2436,0.2413,0.1067
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00167905",54,110.457,0.2129,0.1908,0.099
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00164696",36,133.739,0.2174,0.3161,0.2314
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00166978",38,131.214,0.2557,0.3319,0.3585
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00165266",98,126.211,0.2321,0.2582,0.1651
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00164288",46,123.231,0.2083,0.2689,0.0947
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00162525",33,111.048,0.2073,0.2455,0.231
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00165081",26,99.114,0.1838,0.2215,0.2426
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00161729",48,129.027,0.2459,0.2978,0.2277
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00164050",31,111.024,0.1516,0.1589,0.1548
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00165892",50,121.385,0.1761,0.2441,0.2114
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00162800",77,136.319,0.1999,0.2932,0.1703
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00165920",47,137.319,0.2195,0.2551,0.1818
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00160349",63,106.328,0.1802,0.212,0.2308
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00166836",57,142.953,0.2205,0.3577,0.2657
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00167729",27,107.442,0.1826,0.3628,0.2337
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00168828",48,128.217,0.1991,0.1929,0.1354
"RED RIVER W.W. LOCK & DAM #3","LA00582","24h","USC00161287",70,146.346,0.2156,0.2429,0.1673
