"site","site_id","duration","station_id","name","lat","lon","elev_m","distance_km","n_years","mean_mm"
"MASON DAM","OR00577","24h","USS0018D06S","Lucky Strike",45.27,-118.85,1514.9,94.2,48,37.61
"MASON DAM","OR00577","24h","USC00109638","WEISER",44.2456,-116.9697,646.2,94.6,85,25.41
"MASON DAM","OR00577","24h","USC00353666","HARPER",43.8667,-117.6167,766,94.7,43,22.42
"MASON DAM","OR00577","24h","USC00354329","JOSEPH",45.3497,-117.2242,1275.3,96.9,75,31.06
"MASON DAM","OR00577","24h","USC00354357","JUNTURA 9 ENE",43.8,-117.9333,862.6,97.2,22,23.45
"MASON DAM","OR00577","24h","USC00357675","SENECA",44.1383,-118.975,1420.4,97.6,70,24.91
"MASON DAM","OR00577","24h","USC00358797","VALE",43.9814,-117.2439,682.8,97.6,95,21.77
"MASON DAM","OR00577","24h","USW00024152","MEACHAM",45.5117,-118.4247,1136.9,99.1,55,46.45
"MASON DAM","OR00577","24h","USS0018F01S","Rock Springs",44.01,-118.84,1612.4,99.4,45,27.36
"MASON DAM","OR00577","24h","USC00352597","ELGIN",45.5669,-117.9239,822,99.6,55,39.29
"MASON DAM","OR00577","24h","USC00352672","ENTERPRISE RS",45.4256,-117.2972,1162.8,100.3,50,26.54
"MASON DAM","OR00577","24h","USC00352415","DREWSEY",43.8081,-118.3775,1071.4,100.7,42,23.6
"MASON DAM","OR00577","72h","USC00355258","MASON DAM",44.6719,-117.9942,1188.7,0.5,32,40.96
"MASON DAM","OR00577","72h","USW00024199","BAKER KBKR",44.7667,-117.8333,1050,16.8,52,29.53
"MASON DAM","OR00577","72h","USS0018E03S","Eilertson Meadows",44.87,-118.11,1679.4,23.6,46,66.7
"MASON DAM","OR00577","72h","USS0018E08S","Gold Center",44.76,-118.31,1649,26.3,46,52.66
"MASON DAM","OR00577","72h","USC00357250","ROCK CREEK",44.9094,-118.0625,1222.9,26.8,86,46.6
"MASON DAM","OR00577","72h","USC00358780","UNITY",44.4367,-118.1886,1228.6,30.2,42,29.08
"MASON DAM","OR00577","72h","USC00354175","IRONSIDE 2 W",44.3247,-117.9964,1193.3,38.7,33,28.19
"MASON DAM","OR00577","72h","USC00350356","AUSTIN 3 S",44.5747,-118.4914,1284.1,40.4,66,42.65
"MASON DAM","OR00577","72h","USC00352482","DURKEE 3 NNW",44.6167,-117.4833,848,41.4,26,27.58
"MASON DAM","OR00577","72h","USC00353430","GRANITE 4 WSW",44.8,-118.5,1506.9,41.9,25,51.58
"MASON DAM","OR00577","72h","USS0018D21S","Wolf Creek",45.07,-118.15,1716,45.7,48,58.49
"MASON DAM","OR00577","72h","USC00356269","OLIVE LAKE",44.7833,-118.6,1812,48.9,25,65.1
"MASON DAM","OR00577","72h","USS0018D09S","Beaver Reservoir",45.15,-118.22,1569.7,55.8,46,53.74
"MASON DAM","OR00577","72h","USC00357955","SPARTA",44.8667,-117.3333,1264.9,56.9,24,49.1
"MASON DAM","OR00577","72h","USS0017D07S","Taylor Green",45.08,-117.55,1749.6,57.5,47,71.24
"MASON DAM","OR00577","72h","USC00358746","UNION",45.1986,-117.8647,846.4,59.5,103,35.22
"MASON DAM","OR00577","72h","USC00356845","PRAIRIE CITY RS",44.4617,-118.7139,1079,61.2,30,36.66
"MASON DAM","OR00577","72h","USS0018E16S","Blue Mountain Spring",44.25,-118.52,1789.2,62.5,48,69.94
"MASON DAM","OR00577","72h","USC00357160","RICHLAND",44.7656,-117.1597,675.1,67.2,58,33.88
"MASON DAM","OR00577","72h","USC00354098","HUNTINGTON",44.3564,-117.255,643.1,68.8,78,37.03
"MASON DAM","OR00577","72h","USS0017D06S","Moss Springs",45.27,-117.69,1755.6,70.8,46,91.68
"MASON DAM","OR00577","72h","USC00358079","STARKEY",45.2333,-118.45,1036.9,71.7,22,40.76
"MASON DAM","OR00577","72h","USC00354622","LA GRANDE",45.3167,-118.0747,839.7,71.9,45,41.82
"MASON DAM","OR00577","72h","USS0018D08S","County Line",45.19,-118.55,1472.2,72,46,43.44
"MASON DAM","OR00577","72h","USS0018E18S","Lake Creek R.S.",44.21,-118.64,1597.2,72.3,45,51.86
"MASON DAM","OR00577","72h","USC00351926","COVE 1 E",45.3081,-117.7925,958.6,72.5,62,54.19
"MASON DAM","OR00577","72h","USC00351852","CORNUCOPIA",45,-117.2,1434.1,72.9,32,97.2
"MASON DAM","OR00577","72h","USC00353604","HALFWAY",44.8772,-117.1094,808.6,73.9,84,52.63
"MASON DAM","OR00577","72h","USS0017D08S","Schneider Meadows",45,-117.17,1645.9,74.9,46,103.52
"MASON DAM","OR00577","72h","USC00359176","WESTFALL",43.9903,-117.7183,926.6,79.1,32,29.5
"MASON DAM","OR00577","72h","USC00354291","JOHN DAY",44.4233,-118.9594,933.6,80.9,68,31.56
"MASON DAM","OR00577","72h","USS0018D20S","Bowman Springs",45.36,-118.47,1380.7,84.9,48,51.46
"MASON DAM","OR00577","72h","USC00350723","BEULAH",43.9092,-118.1522,996.7,85.7,60,31.98
"MASON DAM","OR00577","72h","USC00355020","LONG CREEK",44.7136,-119.1017,1140,87.2,52,36.85
"MASON DAM","OR00577","72h","USS0017D02S","Aneroid Lake #2",45.21,-117.19,2255.5,87.4,45,83.49
"MASON DAM","OR00577","72h","USC00350631","BEECH CREEK",44.5667,-119.1167,1437.1,89.1,39,39.35
"MASON DAM","OR00577","72h","USC00358726","UKIAH",45.1358,-118.9389,1016.8,90.1,66,36.88
"MASON DAM","OR00577","72h","USS0019E07S","Starr Ridge",44.26,-119.02,1600.2,93,46,40.32
"MASON DAM","OR00577","72h","USS0017D18S","Mt. Howard",45.27,-117.17,2411,93.2,46,79.44
"MASON DAM","OR00577","72h","USS0018D06S","Lucky Strike",45.27,-118.85,1514.9,94.2,48,51.06
"MASON DAM","OR00577","72h","USC00109638","WEISER",44.2456,-116.9697,646.2,94.6,85,33.08
"MASON DAM","OR00577","72h","USC00353666","HARPER",43.8667,-117.6167,766,94.7,43,27.67
"MASON DAM","OR00577","72h","USC00354329","JOSEPH",45.3497,-117.2242,1275.3,96.9,75,39.14
"MASON DAM","OR00577","72h","USC00357675","SENECA",44.1383,-118.975,1420.4,97.6,70,31.98
"MASON DAM","OR00577","72h","USC00358797","VALE",43.9814,-117.2439,682.8,97.6,95,27.5
"MASON DAM","OR00577","72h","USW00024152","MEACHAM",45.5117,-118.4247,1136.9,99.1,55,69.26
"MASON DAM","OR00577","72h","USS0018F01S","Rock Springs",44.01,-118.84,1612.4,99.4,45,38.26
"MASON DAM","OR00577","72h","USC00352597","ELGIN",45.5669,-117.9239,822,99.6,55,55.74
"MASON DAM","OR00577","72h","USC00352672","ENTERPRISE RS",45.4256,-117.2972,1162.8,100.3,50,33.26
"MASON DAM","OR00577","72h","USC00352415","DREWSEY",43.8081,-118.3775,1071.4,100.7,42,30.9
"POINT OF ROCKS","CO00384","24h","USC00057950","STERLING",40.6278,-103.2083,1211.3,18.2,90,47.07
"POINT OF ROCKS","CO00384","24h","USC00052947","FLEMING 3SW",40.6483,-102.8594,1299.7,37.5,26,56.67
"POINT OF ROCKS","CO00384","24h","USC00052944","FLEMING",40.6844,-102.8397,1292.4,37.7,59,50.94
"POINT OF ROCKS","CO00384","24h","USC00054945","LEROY 5 WSW",40.5147,-102.9908,1359.7,38,133,51.32
"POINT OF ROCKS","CO00384","24h","USC00051996","CROOK",40.86,-102.8031,1130.5,39.9,26,52.28
"POINT OF ROCKS","CO00384","24h","USW00024030","SIDNEY MUNI AP",41.0992,-102.9864,1307,42.1,64,50.98
"POINT OF ROCKS","CO00384","24h","US10chey021","SIDNEY 0.9 NNW",41.1554,-102.9844,1282.9,47.5,22,46.05
"POINT OF ROCKS","CO00384","24h","USC00256880","POTTER",41.2183,-103.3206,1350.3,48.4,71,49.52
"POINT OF ROCKS","CO00384","24h","USC00055922","NEW RAYMER",40.6089,-103.8461,1457.9,52.7,38,49.88
"POINT OF ROCKS","CO00384","24h","USC00055934","NEW RAYMER 21 N",40.9319,-103.8678,1578.9,53.2,37,47.25
"POINT OF ROCKS","CO00384","24h","USC00257830","SIDNEY 6NNW",41.2292,-103.0214,1321.9,53.5,108,49.24
"POINT OF ROCKS","CO00384","24h","USC00054460","KAUFFMAN 4 SSE",40.85,-103.9,1600.2,53.8,48,40.03
"POINT OF ROCKS","CO00384","24h","US1COPH0037","HAXTUN 0.2 N",40.6455,-102.6284,1229.9,56,21,44.26
"POINT OF ROCKS","CO00384","24h","USC00251361","BUSHNELL 15S",41.0103,-103.8769,1589.2,57.1,24,45.12
"POINT OF ROCKS","CO00384","24h","USC00254440","KIMBALL 2NE",41.2453,-103.6344,1435,59.8,109,48.86
"POINT OF ROCKS","CO00384","24h","USC00057515","SEDGWICK 5 S",40.8656,-102.5161,1218,63.8,67,51.67
"POINT OF ROCKS","CO00384","24h","US10chey019","GURLEY 1.3 W",41.3264,-102.9948,1310.9,64.3,22,54.04
"POINT OF ROCKS","CO00384","24h","USC00057513","SEDGWICK",40.9383,-102.5253,1092.4,64.6,38,55.28
"POINT OF ROCKS","CO00384","24h","USC00254900","LODGEPOLE",41.1489,-102.6361,1170.1,66.6,102,50.76
"POINT OF ROCKS","CO00384","24h","USW00024015","AKRON WASHINGTON CO AP",40.1744,-103.2147,1428,68.1,86,50.07
"POINT OF ROCKS","CO00384","24h","USC00056192","OTIS 11 NE",40.2667,-102.8333,1274.1,68.3,41,44.75
"POINT OF ROCKS","CO00384","24h","USC00050109","AKRON 4 E",40.155,-103.1417,1384.4,70.9,77,53.66
"POINT OF ROCKS","CO00384","24h","USC00252145","DALTON",41.4086,-102.9661,1303.9,73.7,92,57.55
"POINT OF ROCKS","CO00384","24h","USC00254903","LODGEPOLE 8N",41.2661,-102.6586,1197.9,73.9,28,50.02
"POINT OF ROCKS","CO00384","24h","USC00059297","YUMA 10 NW",40.2097,-102.812,1277.7,74.6,35,51.37
"POINT OF ROCKS","CO00384","24h","US1COMR0083","BRUSH 7.3 SSE",40.1539,-103.6024,1311.9,75.7,20,50.15
"POINT OF ROCKS","CO00384","24h","USC00053038","FT MORGAN",40.2569,-103.87,1333.8,77.8,101,44.52
"POINT OF ROCKS","CO00384","24h","USC00487235","PINE BLUFFS",41.1833,-104.0667,1546.6,80.5,63,43.25
"POINT OF ROCKS","CO00384","24h","USC00054082","HOLYOKE",40.5453,-102.3411,1152.1,82.5,104,53.92
"POINT OF ROCKS","CO00384","24h","USC00059213","WOODROW 6NNE",40.075,-103.5678,1335,83,34,48.28
"POINT OF ROCKS","CO00384","24h","USC00487240","PINE BLUFFS 5W",41.1722,-104.1583,1578.9,86.4,24,37.89
"POINT OF ROCKS","CO00384","24h","USC00059295","YUMA",40.1236,-102.7217,1260,86.8,103,51.61
"POINT OF ROCKS","CO00384","24h","USC00251149","BRIDGEPORT 18WSW",41.5639,-103.3678,1264.6,87,21,40.65
"POINT OF ROCKS","CO00384","72h","USC00057950","STERLING",40.6278,-103.2083,1211.3,18.2,90,56.13
"POINT OF ROCKS","CO00384","72h","US10chey037","SIDNEY 14.1 WSW",41.0622,-103.2221,1323.1,31,21,64.13
"POINT OF ROCKS","CO00384","72h","USC00052947","FLEMING 3SW",40.6483,-102.8594,1299.7,37.5,26,60.73
"POINT OF ROCKS","CO00384","72h","USC00052944","FLEMING",40.6844,-102.8397,1292.4,37.7,59,61.39
"POINT OF ROCKS","CO00384","72h","USC00054945","LEROY 5 WSW",40.5147,-102.9908,1359.7,38,133,60.35
"POINT OF ROCKS","CO00384","72h","USC00051996","CROOK",40.86,-102.8031,1130.5,39.9,26,62.72
"POINT OF ROCKS","CO00384","72h","USW00024030","SIDNEY MUNI AP",41.0992,-102.9864,1307,42.1,64,60.64
"POINT OF ROCKS","CO00384","72h","US10chey021","SIDNEY 0.9 NNW",41.1554,-102.9844,1282.9,47.5,22,59.01
"POINT OF ROCKS","CO00384","72h","USC00256880","POTTER",41.2183,-103.3206,1350.3,48.4,71,60.36
"POINT OF ROCKS","CO00384","72h","USC00055922","NEW RAYMER",40.6089,-103.8461,1457.9,52.7,38,57.88
"POINT OF ROCKS","CO00384","72h","USC00055934","NEW RAYMER 21 N",40.9319,-103.8678,1578.9,53.2,37,58.7
"POINT OF ROCKS","CO00384","72h","USC00257830","SIDNEY 6NNW",41.2292,-103.0214,1321.9,53.5,108,62.24
"POINT OF ROCKS","CO00384","72h","USC00054460","KAUFFMAN 4 SSE",40.85,-103.9,1600.2,53.8,48,48.38
"POINT OF ROCKS","CO00384","72h","USC00254440","KIMBALL 2NE",41.2453,-103.6344,1435,59.8,109,59.16
"POINT OF ROCKS","CO00384","72h","USC00057515","SEDGWICK 5 S",40.8656,-102.5161,1218,63.8,67,61.81
"POINT OF ROCKS","CO00384","72h","US10chey019","GURLEY 1.3 W",41.3264,-102.9948,1310.9,64.3,22,63.63
"POINT OF ROCKS","CO00384","72h","USC00057513","SEDGWICK",40.9383,-102.5253,1092.4,64.6,38,65.09
"POINT OF ROCKS","CO00384","72h","USC00254900","LODGEPOLE",41.1489,-102.6361,1170.1,66.6,102,63.23
"POINT OF ROCKS","CO00384","72h","USW00024015","AKRON WASHINGTON CO AP",40.1744,-103.2147,1428,68.1,86,58.83
"POINT OF ROCKS","CO00384","72h","USC00050109","AKRON 4 E",40.155,-103.1417,1384.4,70.9,77,61.7
"POINT OF ROCKS","CO00384","72h","USC00252145","DALTON",41.4086,-102.9661,1303.9,73.7,92,70.46
"POINT OF ROCKS","CO00384","72h","USC00254903","LODGEPOLE 8N",41.2661,-102.6586,1197.9,73.9,28,62.76
"POINT OF ROCKS","CO00384","72h","USC00059297","YUMA 10 NW",40.2097,-102.812,1277.7,74.6,35,60.44
"POINT OF ROCKS","CO00384","72h","US1COMR0083","BRUSH 7.3 SSE",40.1539,-103.6024,1311.9,75.7,20,60.87
"POINT OF ROCKS","CO00384","72h","USC00053038","FT MORGAN",40.2569,-103.87,1333.8,77.8,101,53.57
"POINT OF ROCKS","CO00384","72h","USC00487235","PINE BLUFFS",41.1833,-104.0667,1546.6,80.5,63,54.33
"POINT OF ROCKS","CO00384","72h","USC00054082","HOLYOKE",40.5453,-102.3411,1152.1,82.5,104,64.84
"POINT OF ROCKS","CO00384","72h","USC00059213","WOODROW 6NNE",40.075,-103.5678,1335,83,34,59.57
"POINT OF ROCKS","CO00384","72h","USC00487240","PINE BLUFFS 5W",41.1722,-104.1583,1578.9,86.4,24,47.16
"POINT OF ROCKS","CO00384","72h","USC00059295","YUMA",40.1236,-102.7217,1260,86.8,103,58.98
"POINT OF ROCKS","CO00384","72h","USC00251149","BRIDGEPORT 18WSW",41.5639,-103.3678,1264.6,87,21,51.59
"POTOMAC RIVER DAM #4","MD00078","24h","USC00183410","FROSTBURG",39.65,-78.9333,652.9,96.4,68,72.1
"POTOMAC RIVER DAM #4","MD00078","24h","USC00183415","FROSTBURG 2",39.6597,-78.9361,661.4,96.8,55,70.58
"POTOMAC RIVER DAM #4","MD00078","24h","USC00361073","BUCKSTOWN 1 SE",40.0631,-78.8422,749.8,107.4,20,64.39
"POTOMAC RIVER DAM #4","MD00078","24h","USC00365684","MEYERSDALE",39.8167,-79.0167,641,108,22,68.92
"POTOMAC RIVER DAM #4","MD00078","24h","USC00365686","MEYERSDALE 2 SSW",39.7808,-79.0411,609.6,108.7,57,63.12
"POTOMAC RIVER DAM #4","MD00078","24h","USC00183795","GRANTSVILLE",39.7,-79.15,726,115.6,39,59.28
"POTOMAC RIVER DAM #4","MD00078","24h","USC00362298","DUNLO",40.2872,-78.7242,719.3,116.8,22,65.88
"POTOMAC RIVER DAM #4","MD00078","24h","USC00368395","SPRINGS 1 SW",39.7333,-79.1667,762.9,117.8,32,66.42
"POTOMAC RIVER DAM #4","MD00078","24h","USC00440720","BIG MEADOWS",38.5217,-78.4356,1079,120.2,58,118.55
"POTOMAC RIVER DAM #4","MD00078","24h","USC00368244","SOMERSET",39.9969,-79.0833,640.1,121.1,76,59.87
"POTOMAC RIVER DAM #4","MD00078","24h","USC00368249","SOMERSET MAIN STREET",40.0167,-79.0833,655.9,122.1,58,65.5
"POTOMAC RIVER DAM #4","MD00078","24h","USC00180881","BITTINGER 2 NW",39.6167,-79.25,823.9,122.7,24,57.56
"POTOMAC RIVER DAM #4","MD00078","24h","USC00466293","MT STORM",39.2833,-79.2333,869,123.1,22,61.46
"POTOMAC RIVER DAM #4","MD00078","24h","USC00361895","CRESSON 2 SE",40.45,-78.5667,775.1,123.6,33,66.88
"POTOMAC RIVER DAM #4","MD00078","24h","USW00004726","JOHNSTOWN CAMBRIA CO AP",40.315,-78.8308,694,125.1,26,60.93
"POTOMAC RIVER DAM #4","MD00078","24h","US1MDGR0004","MC HENRY 4.8 SSE",39.4854,-79.3183,761.1,128,20,72.48
"POTOMAC RIVER DAM #4","MD00078","24h","USC00185832","MC HENRY 2 NW",39.5833,-79.3667,816.9,132.4,24,61.89
"POTOMAC RIVER DAM #4","MD00078","24h","USC00468536","STONY RIVER DAM",39.1333,-79.3,1036.9,132.9,43,66.87
"POTOMAC RIVER DAM #4","MD00078","24h","USC00362466","EBENSBURG",40.4833,-78.7167,637,133.6,41,61.82
"POTOMAC RIVER DAM #4","MD00078","24h","USC00460527","BAYARD",39.2728,-79.3683,735.2,134.7,110,65.04
"POTOMAC RIVER DAM #4","MD00078","24h","USC00364839","LAUREL SUMMIT",40.1692,-79.1411,832.1,135,29,70.91
"POTOMAC RIVER DAM #4","MD00078","24h","USC00186620","OAKLAND 1 SE",39.4131,-79.4003,737.6,135.4,116,63.74
"POTOMAC RIVER DAM #4","MD00078","24h","USC00364836","LAUREL MTN",40.2003,-79.1883,841.2,140.2,22,64.33
"POTOMAC RIVER DAM #4","MD00078","24h","USC00183402","FRIENDSVILLE 2 W",39.6667,-79.45,609.9,140.4,24,61.47
"POTOMAC RIVER DAM #4","MD00078","24h","USC00361255","CARROLLTOWN 1 NNE",40.5833,-78.7,634,142.1,47,60.98
"POTOMAC RIVER DAM #4","MD00078","24h","USC00462211","DAVIS 3SE",39.1025,-79.4264,1138.4,144.3,25,68.36
"POTOMAC RIVER DAM #4","MD00078","24h","USC00461393","CANAAN VALLEY",39.05,-79.4167,990.3,145.5,51,65.35
"POTOMAC RIVER DAM #4","MD00078","24h","USC00461397","CANAAN VALLEY #2",39.0483,-79.4406,991.8,147.5,20,64.33
"POTOMAC RIVER DAM #4","MD00078","24h","USC00468777","TERRA ALTA #1",39.4467,-79.5469,801.6,147.7,52,64.88
"POTOMAC RIVER DAM #4","MD00078","24h","USC00468807","THOMAS",39.15,-79.5,917.4,148.9,60,65.69
"POTOMAC RIVER DAM #4","MD00078","24h","USW00003733","ELKINS 21 ENE",39.0131,-79.4742,1033.3,151.6,22,64.07
"POTOMAC RIVER DAM #4","MD00078","24h","USC00360736","BLAIRSVILLE 6 ENE",40.45,-79.15,624.2,154.9,40,67.47
"POTOMAC RIVER DAM #4","MD00078","24h","USC00361350","CHALK HILL 2 ENE",39.8481,-79.5897,603.5,155.9,34,64.13
"POTOMAC RIVER DAM #4","MD00078","24h","USC00460143","ALPENA 1 NW",38.9167,-79.6667,921.1,171,29,66.8
"POTOMAC RIVER DAM #4","MD00078","24h","USC00468433","SPRUCE KNOB",38.6833,-79.5167,929.9,171.4,38,68.28
"POTOMAC RIVER DAM #4","MD00078","72h","USC00183410","FROSTBURG",39.65,-78.9333,652.9,96.4,68,92.66
"POTOMAC RIVER DAM #4","MD00078","72h","USC00183415","FROSTBURG 2",39.6597,-78.9361,661.4,96.8,55,88.56
"POTOMAC RIVER DAM #4","MD00078","72h","USC00361073","BUCKSTOWN 1 SE",40.0631,-78.8422,749.8,107.4,20,72.7
"POTOMAC RIVER DAM #4","MD00078","72h","USC00365684","MEYERSDALE",39.8167,-79.0167,641,108,22,82.11
"POTOMAC RIVER DAM #4","MD00078","72h","USC00365686","MEYERSDALE 2 SSW",39.7808,-79.0411,609.6,108.7,57,78.68
"POTOMAC RIVER DAM #4","MD00078","72h","USC00183795","GRANTSVILLE",39.7,-79.15,726,115.6,39,77.54
"POTOMAC RIVER DAM #4","MD00078","72h","USC00362298","DUNLO",40.2872,-78.7242,719.3,116.8,22,74.8
"POTOMAC RIVER DAM #4","MD00078","72h","USC00368395","SPRINGS 1 SW",39.7333,-79.1667,762.9,117.8,32,84.73
"POTOMAC RIVER DAM #4","MD00078","72h","USC00368244","SOMERSET",39.9969,-79.0833,640.1,121.1,76,76.29
"POTOMAC RIVER DAM #4","MD00078","72h","USC00368249","SOMERSET MAIN STREET",40.0167,-79.0833,655.9,122.1,58,83.12
"POTOMAC RIVER DAM #4","MD00078","72h","USC00180881","BITTINGER 2 NW",39.6167,-79.25,823.9,122.7,24,78.62
"POTOMAC RIVER DAM #4","MD00078","72h","USC00466293","MT STORM",39.2833,-79.2333,869,123.1,22,78.97
"POTOMAC RIVER DAM #4","MD00078","72h","USC00361895","CRESSON 2 SE",40.45,-78.5667,775.1,123.6,33,84.73
"POTOMAC RIVER DAM #4","MD00078","72h","USW00004726","JOHNSTOWN CAMBRIA CO AP",40.315,-78.8308,694,125.1,26,82.07
"POTOMAC RIVER DAM #4","MD00078","72h","US1MDGR0004","MC HENRY 4.8 SSE",39.4854,-79.3183,761.1,128,20,90.78
"POTOMAC RIVER DAM #4","MD00078","72h","USC00185832","MC HENRY 2 NW",39.5833,-79.3667,816.9,132.4,24,79.52
"POTOMAC RIVER DAM #4","MD00078","72h","USC00468536","STONY RIVER DAM",39.1333,-79.3,1036.9,132.9,43,88.11
"POTOMAC RIVER DAM #4","MD00078","72h","USC00362466","EBENSBURG",40.4833,-78.7167,637,133.6,41,82.2
"POTOMAC RIVER DAM #4","MD00078","72h","USC00460527","BAYARD",39.2728,-79.3683,735.2,134.7,110,87.27
"POTOMAC RIVER DAM #4","MD00078","72h","USC00364839","LAUREL SUMMIT",40.1692,-79.1411,832.1,135,29,88.86
"POTOMAC RIVER DAM #4","MD00078","72h","USC00186620","OAKLAND 1 SE",39.4131,-79.4003,737.6,135.4,116,80.63
"POTOMAC RIVER DAM #4","MD00078","72h","USC00188315","SINES DEEP CREEK",39.5228,-79.4131,621.8,136.1,37,83.05
"POTOMAC RIVER DAM #4","MD00078","72h","USC00364836","LAUREL MTN",40.2003,-79.1883,841.2,140.2,22,85.06
"POTOMAC RIVER DAM #4","MD00078","72h","USC00183402","FRIENDSVILLE 2 W",39.6667,-79.45,609.9,140.4,24,80.28
"POTOMAC RIVER DAM #4","MD00078","72h","USC00361255","CARROLLTOWN 1 NNE",40.5833,-78.7,634,142.1,47,79.5
"POTOMAC RIVER DAM #4","MD00078","72h","USC00462211","DAVIS 3SE",39.1025,-79.4264,1138.4,144.3,25,87.72
"POTOMAC RIVER DAM #4","MD00078","72h","USC00461393","CANAAN VALLEY",39.05,-79.4167,990.3,145.5,51,83.3
"POTOMAC RIVER DAM #4","MD00078","72h","USC00461397","CANAAN VALLEY #2",39.0483,-79.4406,991.8,147.5,20,83.54
"POTOMAC RIVER DAM #4","MD00078","72h","USC00468777","TERRA ALTA #1",39.4467,-79.5469,801.6,147.7,52,87.07
"POTOMAC RIVER DAM #4","MD00078","72h","USC00468807","THOMAS",39.15,-79.5,917.4,148.9,60,89.21
"POTOMAC RIVER DAM #4","MD00078","72h","USC00360736","BLAIRSVILLE 6 ENE",40.45,-79.15,624.2,154.9,40,87.6
"POTOMAC RIVER DAM #4","MD00078","72h","USC00361350","CHALK HILL 2 ENE",39.8481,-79.5897,603.5,155.9,34,80.26
"POTOMAC RIVER DAM #4","MD00078","72h","USC00460143","ALPENA 1 NW",38.9167,-79.6667,921.1,171,29,90.92
"POTOMAC RIVER DAM #4","MD00078","72h","USC00468433","SPRUCE KNOB",38.6833,-79.5167,929.9,171.4,38,81.98
"LAKE SHERBURNE","MT00572","24h","USS0013A27S","Many Glacier",48.8,-113.67,1493.5,11.3,48,62.84
"LAKE SHERBURNE","MT00572","24h","USW00004130","ST. MARY 1 SSW",48.7411,-113.4331,1388.4,11.6,23,44.91
"LAKE SHERBURNE","MT00572","24h","USC00247292","ST MARY",48.7386,-113.4294,1389.9,12,24,57.14
"LAKE SHERBURNE","MT00572","24h","USC00240392","BABB 6 NE",48.9389,-113.3719,1310.6,16.5,82,49.87
"LAKE SHERBURNE","MT00572","24h","USS0013A19S","Flattop Mtn.",48.8,-113.86,1920.2,25,48,68.77
"LAKE SHERBURNE","MT00572","24h","CA003054722","MOUNTAIN VIEW BIRDSEYE",49.1167,-113.7333,1408,35.6,39,59.99
"LAKE SHERBURNE","MT00572","24h","CA003051165","CAMERON FALLS",49.05,-113.9167,1311,38,21,62.82
"LAKE SHERBURNE","MT00572","24h","CA003057240","WATERTON PARK HQ",49.05,-113.9167,1280,38,25,55.61
"LAKE SHERBURNE","MT00572","24h","CA003031000","CALDWELL",49.1667,-113.6333,1286,38.5,71,57.82
"LAKE SHERBURNE","MT00572","24h","CA003031320","CARDSTON",49.1333,-113.25,1193,39.3,75,49.83
"LAKE SHERBURNE","MT00572","24h","CA003057243","WATERTON RIVER CABIN",49.1167,-113.8333,1281,39.3,31,59.18
"LAKE SHERBURNE","MT00572","24h","USC00248809","W GLACIER",48.5003,-113.9847,959.5,49.9,77,41.24
"LAKE SHERBURNE","MT00572","24h","USS0013A24S","Emery Creek",48.43,-113.94,1325.9,53.9,46,46.17
"LAKE SHERBURNE","MT00572","24h","USC00246615","POLEBRIDGE",48.7647,-114.2842,1072.9,56.3,52,32.69
"LAKE SHERBURNE","MT00572","24h","USC00242301","DEL BONITA",48.9983,-112.7886,1321.9,56.8,48,47.09
"LAKE SHERBURNE","MT00572","24h","USC00247978","SUMMIT",48.3161,-113.3542,1595,58.3,40,50.71
"LAKE SHERBURNE","MT00572","24h","USS0013A26S","Pike Creek",48.3,-113.33,1807.5,60.4,46,52.97
"LAKE SHERBURNE","MT00572","24h","USC00241919","COLUMBIA FALLS 5 SW",48.3167,-114.2,939.1,75.7,47,37.38
"LAKE SHERBURNE","MT00572","24h","USC00248902","WHITEFISH",48.4081,-114.3594,944.9,77.3,69,35.67
"LAKE SHERBURNE","MT00572","24h","USC00244558","KALISPELL GLACIER AP",48.3042,-114.2642,903.1,79.9,129,29.52
"LAKE SHERBURNE","MT00572","24h","USS0013A25S","Noisy Basin",48.16,-113.95,1841,80.7,48,83.77
"LAKE SHERBURNE","MT00572","24h","CA003035201","PINCHER CREEK",49.5,-113.95,1155,80.9,20,53.92
"LAKE SHERBURNE","MT00572","24h","CA003035220","PINCHER CREEK TOWN",49.5167,-113.9667,1145,83.1,53,52.21
"LAKE SHERBURNE","MT00572","24h","USC00246218","OLNEY",48.5497,-114.5739,964.7,83.2,48,36.23
"LAKE SHERBURNE","MT00572","24h","USC00242104","CRESTON",48.1881,-114.1339,894.6,84.3,77,37.11
"LAKE SHERBURNE","MT00572","24h","CA003050600","BEAVER MINES",49.4667,-114.1833,1257,85.8,94,55.11
"LAKE SHERBURNE","MT00572","24h","USS0013A15S","Badger Pass",48.13,-113.02,2103.1,86,45,59.7
"LAKE SHERBURNE","MT00572","24h","USC00247362","SANTA RITA 20 N",48.9833,-112.3167,1246.6,89.7,25,40.04
"LAKE SHERBURNE","MT00572","24h","CA003035420","RAYMOND",49.45,-112.7,957,91.4,30,46.44
"LAKE SHERBURNE","MT00572","24h","CA003031924","COWLEY CREEBANK RANCH",49.5667,-114.0833,1171,91.7,30,36.9
"LAKE SHERBURNE","MT00572","24h","USS0014A11S","Grave Creek",48.91,-114.77,1310.6,91.8,47,63.58
"LAKE SHERBURNE","MT00572","24h","USC00244563","KALISPELL",48.1892,-114.3114,896.1,91.8,26,30.37
"LAKE SHERBURNE","MT00572","24h","USS0014A12S","Stahl Peak",48.91,-114.86,1837.9,98.3,48,73.61
