"site","site_id","duration","station_id","name","lat","lon","elev_m","distance_km","n_years","mean_mm"
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00418433","SNYDER",32.71,-100.9111,706.8,156.8,101,86.71
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00417206","POST",33.1983,-101.3747,792.8,157.4,112,91.23
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00415363","LORENZO",33.6667,-101.5333,966.2,157.6,28,101.62
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00342944","ERICK",35.2164,-99.8628,627.9,157.9,109,92.6
"TRUSCOTT BRINE LAKE","TX05996","72h","USW00023072","CLARENDON",34.9325,-100.8903,823,159.1,102,93.51
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00418235","SHAMROCK",35.2,-100.25,708.1,160.6,59,90.1
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00418236","SHAMROCK #2",35.215,-100.2503,719.3,162.2,53,90.37
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00417743","ROSCOE",32.4481,-100.5264,725.4,163.1,88,94.28
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00418373","SLATON",33.4325,-101.6583,942.7,173.5,74,86.26
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00415770","MC LEAN",35.2361,-100.5922,802.2,174.4,46,97.15
"TRUSCOTT BRINE LAKE","TX05996","72h","USC00414960","TUSCOLA 2NW",32.2261,-99.8172,611.4,174.6,54,111.06
"HARRIMAN","VT00025","24h","USC00437401","SOMERSET",42.9667,-72.95,634,19.6,41,75.92
"HARRIMAN","VT00025","24h","USC00302366","E JEWETT",42.2344,-74.1444,606.9,118.4,31,117.05
"HARRIMAN","VT00025","24h","USC00307799","SLIDE MTN",42.0167,-74.4167,807.7,150.6,61,116.49
"HARRIMAN","VT00025","24h","USC00300393","BALSAM LAKE",42.0333,-74.6,793.1,162.2,23,80.32
"HARRIMAN","VT00025","24h","USC00300746","BLUE MTN LAKE 2 N",43.8667,-74.4333,670.9,171.4,23,74.01
"HARRIMAN","VT00025","72h","USC00437401","SOMERSET",42.9667,-72.95,634,19.6,41,100.33
"HARRIMAN","VT00025","72h","USC00302366","E JEWETT",42.2344,-74.1444,606.9,118.4,31,140.94
"HARRIMAN","VT00025","72h","USC00307799","SLIDE MTN",42.0167,-74.4167,807.7,150.6,61,151.49
"HARRIMAN","VT00025","72h","USC00300393","BALSAM LAKE",42.0333,-74.6,793.1,162.2,23,108.14
"HARRIMAN","VT00025","72h","USC00300746","BLUE MTN LAKE 2 N",43.8667,-74.4333,670.9,171.4,23,92.5
"BOR PINEVIEW","UT10132","24h","USC00426869","PINEVIEW DAM",41.2578,-111.8378,1505.7,0.4,83,52.9
"BOR PINEVIEW","UT10132","24h","USC00426404","OGDEN PIONEER PH",41.2439,-111.9467,1325.9,8.9,71,44.19
"BOR PINEVIEW","UT10132","24h","USC00424135","HUNTSVILLE MONASTERY",41.2403,-111.7131,1566.7,10.9,36,41.59
"BOR PINEVIEW","UT10132","24h","USC00428885","UINTAH",41.15,-111.9167,1473.1,13.3,21,41.51
"BOR PINEVIEW","UT10132","24h","USC00426414","OGDEN SUGAR FACTORY",41.2319,-112.0283,1304.5,15.8,76,37.46
"BOR PINEVIEW","UT10132","24h","USW00024126","OGDEN HINKLEY AP",41.1942,-112.0169,1356.1,16.1,31,33.93
"BOR PINEVIEW","UT10132","24h","USS0011H08S","Ben Lomond Peak",41.38,-111.94,2438.4,16.1,48,105.96
"BOR PINEVIEW","UT10132","24h","USS0011H25S","Little Bear",41.41,-111.83,1994.6,17.3,48,53.7
"BOR PINEVIEW","UT10132","24h","USC00429346","WEBER BASIN PUMP PLT 3",41.1092,-111.9125,1493.5,17.3,58,46.2
"BOR PINEVIEW","UT10132","24h","USC00427318","RIVERDALE",41.15,-112,1341.1,17.7,64,40.32
"BOR PINEVIEW","UT10132","24h","USW00024101","OGDEN HILL AFB",41.1167,-111.9667,1459.1,18.6,22,36.09
"BOR PINEVIEW","UT10132","24h","USC00422726","FARMINGTON 3 NW",41.0203,-111.9328,1335,27.2,48,43.36
"BOR PINEVIEW","UT10132","24h","USC00425826","MORGAN",41.0367,-111.6711,1546.9,28.2,78,32.16
"BOR PINEVIEW","UT10132","24h","USS0011J11S","Farmington",40.99,-111.82,2438.4,29.5,48,73.84
"BOR PINEVIEW","UT10132","24h","USC00420924","BRIGHAM CITY",41.4833,-112.0333,1324.1,30,38,40.42
"BOR PINEVIEW","UT10132","24h","USS0011H55S","Dry Bread Pond",41.41,-111.54,2545.1,30.5,48,38.86
"BOR PINEVIEW","UT10132","24h","USC00422721","FARMINGTON",40.9833,-111.9,1302.1,30.6,35,41.58
"BOR PINEVIEW","UT10132","24h","USS0011H59S","Lightning Ridge",41.36,-111.49,2503.9,31.6,22,46.31
"BOR PINEVIEW","UT10132","24h","USS0011J12S","Farmington Lower",40.97,-111.81,2066.2,31.8,23,69.64
"BOR PINEVIEW","UT10132","24h","USS0011H21S","Horse Ridge",41.31,-111.45,2487.2,33.3,48,46.77
"BOR PINEVIEW","UT10132","24h","USC00420928","BRIGHAM CITY WASTE PLT",41.5242,-112.0436,1292.4,34.4,51,38.5
"BOR PINEVIEW","UT10132","24h","USS0011J68S","Parrish Creek",40.93,-111.81,2359.2,36.2,27,68.46
"BOR PINEVIEW","UT10132","24h","USC00421731","CORINNE",41.5481,-112.1106,1289.3,39.6,67,38.11
"BOR PINEVIEW","UT10132","24h","USC00420506","BEAR RIVER REFUGE",41.4667,-112.2667,1284.1,42.6,43,33.78
"BOR PINEVIEW","UT10132","24h","USS0011J37S","Hardscrabble",40.87,-111.72,2209.8,44,33,57.93
"BOR PINEVIEW","UT10132","24h","USC00423671","HARDWARE RCH",41.6,-111.5667,1694.7,44.7,24,31.23
"BOR PINEVIEW","UT10132","24h","USC00420820","BOUNTIFUL-VAL VERDA",40.8547,-111.8903,1383.8,44.7,33,41.63
"BOR PINEVIEW","UT10132","24h","USC00420194","ANTELOPE ISLAND",40.9333,-112.1667,1289.9,45,20,38.56
"BOR PINEVIEW","UT10132","24h","USC00425194","LOGAN 5 SW EXP FARM",41.6661,-111.8914,1367.9,45.9,55,35.77
"BOR PINEVIEW","UT10132","24h","USC00422385","ECHO DAM",40.9656,-111.4336,1667.3,46.9,86,29.62
"BOR PINEVIEW","UT10132","24h","USS0011J64S","Lookout Peak",40.84,-111.71,2499.4,47.4,38,63.44
"BOR PINEVIEW","UT10132","24h","USS0011J69S","Louis Meadow",40.83,-111.76,2042.2,47.8,27,57.4
"BOR PINEVIEW","UT10132","24h","USC00421446","CITY CREEK WTP",40.815,-111.8322,1627.6,48.9,69,48.16
"BOR PINEVIEW","UT10132","24h","USW00024120","COALVILLE",40.9139,-111.3983,1691.6,53.1,68,31.04
"BOR PINEVIEW","UT10132","24h","USC00425182","LOGAN RADIO KVNU",41.735,-111.8564,1364,53.4,68,33.84
"BOR PINEVIEW","UT10132","24h","USC00427606","SALT LAKE TRIAD CTR",40.7708,-111.8964,1304.5,54,24,33.1
"BOR PINEVIEW","UT10132","24h","USC00428922","UNIV OF UTAH",40.7667,-111.8333,1463,54.3,31,39.65
"BOR PINEVIEW","UT10132","24h","USW00024175","SALT LAKE CITY",40.7667,-111.8833,1311.9,54.4,27,32.49
"BOR PINEVIEW","UT10132","24h","USC00425186","LOGAN UTAH ST UNIV",41.7456,-111.8033,1460,54.6,110,34.42
"BOR PINEVIEW","UT10132","24h","USW00024127","SALT LAKE CITY INTL AP",40.7706,-111.965,1288.4,54.8,78,32.24
"BOR PINEVIEW","UT10132","24h","USC00425190","LOGAN USU EXP STN",41.7667,-111.8167,1406,56.9,29,36.43
"BOR PINEVIEW","UT10132","24h","USC00425892","MTN DELL DAM",40.7486,-111.7233,1652,57.2,91,42.88
"BOR PINEVIEW","UT10132","24h","USC00428817","TREMONTON",41.7108,-112.1636,1313.7,57.3,30,35.44
"BOR PINEVIEW","UT10132","24h","USC00428631","TERMINAL",40.75,-112,1289.9,57.7,32,33.46
"BOR PINEVIEW","UT10132","24h","USS0011H37S","Bug Lake",41.68,-111.42,2423.2,58.9,48,41.43
"BOR PINEVIEW","UT10132","24h","USW00094128","LOGAN CACHE AP",41.7864,-111.8519,1355.8,59.1,28,28.15
"BOR PINEVIEW","UT10132","72h","USC00426869","PINEVIEW DAM",41.2578,-111.8378,1505.7,0.4,83,73.25
"BOR PINEVIEW","UT10132","72h","USC00426404","OGDEN PIONEER PH",41.2439,-111.9467,1325.9,8.9,71,57.27
"BOR PINEVIEW","UT10132","72h","USC00424135","HUNTSVILLE MONASTERY",41.2403,-111.7131,1566.7,10.9,36,57.86
"BOR PINEVIEW","UT10132","72h","USC00428885","UINTAH",41.15,-111.9167,1473.1,13.3,21,55.54
"BOR PINEVIEW","UT10132","72h","USS0011H30S","Ben Lomond Trail",41.38,-111.92,1776.7,15.4,46,114.22
"BOR PINEVIEW","UT10132","72h","USC00426414","OGDEN SUGAR FACTORY",41.2319,-112.0283,1304.5,15.8,76,49.48
"BOR PINEVIEW","UT10132","72h","USW00024126","OGDEN HINKLEY AP",41.1942,-112.0169,1356.1,16.1,31,45.49
"BOR PINEVIEW","UT10132","72h","USS0011H08S","Ben Lomond Peak",41.38,-111.94,2438.4,16.1,48,151.3
"BOR PINEVIEW","UT10132","72h","USS0011H25S","Little Bear",41.41,-111.83,1994.6,17.3,48,81.87
"BOR PINEVIEW","UT10132","72h","USC00429346","WEBER BASIN PUMP PLT 3",41.1092,-111.9125,1493.5,17.3,58,64.52
"BOR PINEVIEW","UT10132","72h","USC00427318","RIVERDALE",41.15,-112,1341.1,17.7,64,51.57
"BOR PINEVIEW","UT10132","72h","USW00024101","OGDEN HILL AFB",41.1167,-111.9667,1459.1,18.6,22,48.86
"BOR PINEVIEW","UT10132","72h","USC00422726","FARMINGTON 3 NW",41.0203,-111.9328,1335,27.2,48,57.09
"BOR PINEVIEW","UT10132","72h","USC00425826","MORGAN",41.0367,-111.6711,1546.9,28.2,78,43.46
"BOR PINEVIEW","UT10132","72h","USS0011J11S","Farmington",40.99,-111.82,2438.4,29.5,48,105.18
"BOR PINEVIEW","UT10132","72h","USC00420924","BRIGHAM CITY",41.4833,-112.0333,1324.1,30,38,52.75
"BOR PINEVIEW","UT10132","72h","USS0011H55S","Dry Bread Pond",41.41,-111.54,2545.1,30.5,48,62.25
"BOR PINEVIEW","UT10132","72h","USC00422721","FARMINGTON",40.9833,-111.9,1302.1,30.6,35,55.82
"BOR PINEVIEW","UT10132","72h","USS0011H59S","Lightning Ridge",41.36,-111.49,2503.9,31.6,22,70.64
"BOR PINEVIEW","UT10132","72h","USS0011J12S","Farmington Lower",40.97,-111.81,2066.2,31.8,23,95.45
"BOR PINEVIEW","UT10132","72h","USS0011H21S","Horse Ridge",41.31,-111.45,2487.2,33.3,48,76.04
"BOR PINEVIEW","UT10132","72h","USC00420928","BRIGHAM CITY WASTE PLT",41.5242,-112.0436,1292.4,34.4,51,50.42
"BOR PINEVIEW","UT10132","72h","USS0011J68S","Parrish Creek",40.93,-111.81,2359.2,36.2,27,91.67
"BOR PINEVIEW","UT10132","72h","USC00423842","HENEFER",41.0167,-111.5,1615.4,39,20,43.1
"BOR PINEVIEW","UT10132","72h","USC00421731","CORINNE",41.5481,-112.1106,1289.3,39.6,67,46.36
"BOR PINEVIEW","UT10132","72h","USC00420506","BEAR RIVER REFUGE",41.4667,-112.2667,1284.1,42.6,43,42.65
"BOR PINEVIEW","UT10132","72h","USS0011J37S","Hardscrabble",40.87,-111.72,2209.8,44,33,80.39
"BOR PINEVIEW","UT10132","72h","USC00423671","HARDWARE RCH",41.6,-111.5667,1694.7,44.7,24,44.36
"BOR PINEVIEW","UT10132","72h","USC00420820","BOUNTIFUL-VAL VERDA",40.8547,-111.8903,1383.8,44.7,33,56.74
"BOR PINEVIEW","UT10132","72h","USC00420194","ANTELOPE ISLAND",40.9333,-112.1667,1289.9,45,20,45.37
"BOR PINEVIEW","UT10132","72h","USC00425194","LOGAN 5 SW EXP FARM",41.6661,-111.8914,1367.9,45.9,55,49.16
"BOR PINEVIEW","UT10132","72h","USC00422385","ECHO DAM",40.9656,-111.4336,1667.3,46.9,86,37.8
"BOR PINEVIEW","UT10132","72h","USS0011J69S","Louis Meadow",40.83,-111.76,2042.2,47.8,27,78.57
"BOR PINEVIEW","UT10132","72h","USC00421446","CITY CREEK WTP",40.815,-111.8322,1627.6,48.9,69,62.54
"BOR PINEVIEW","UT10132","72h","USW00024120","COALVILLE",40.9139,-111.3983,1691.6,53.1,68,40.4
"BOR PINEVIEW","UT10132","72h","USC00425182","LOGAN RADIO KVNU",41.735,-111.8564,1364,53.4,68,45.92
"BOR PINEVIEW","UT10132","72h","USC00427606","SALT LAKE TRIAD CTR",40.7708,-111.8964,1304.5,54,24,41.34
"BOR PINEVIEW","UT10132","72h","USC00428922","UNIV OF UTAH",40.7667,-111.8333,1463,54.3,31,52.41
"BOR PINEVIEW","UT10132","72h","USW00024175","SALT LAKE CITY",40.7667,-111.8833,1311.9,54.4,27,43.06
"BOR PINEVIEW","UT10132","72h","USC00425186","LOGAN UTAH ST UNIV",41.7456,-111.8033,1460,54.6,110,46.6
"BOR PINEVIEW","UT10132","72h","USW00024127","SALT LAKE CITY INTL AP",40.7706,-111.965,1288.4,54.8,78,40.94
"BOR PINEVIEW","UT10132","72h","USC00425190","LOGAN USU EXP STN",41.7667,-111.8167,1406,56.9,29,44.95
"BOR PINEVIEW","UT10132","72h","USC00425892","MTN DELL DAM",40.7486,-111.7233,1652,57.2,91,55.1
"BOR PINEVIEW","UT10132","72h","USC00428817","TREMONTON",41.7108,-112.1636,1313.7,57.3,30,49.01
"BOR PINEVIEW","UT10132","72h","USC00428631","TERMINAL",40.75,-112,1289.9,57.7,32,40.17
"BOR PINEVIEW","UT10132","72h","USS0011H37S","Bug Lake",41.68,-111.42,2423.2,58.9,48,64.31
"BOR PINEVIEW","UT10132","72h","USC00427578","SALTAIR SALT PLT",40.7667,-112.1167,1283.2,59,36,37.36
"BOR PINEVIEW","UT10132","72h","USW00094128","LOGAN CACHE AP",41.7864,-111.8519,1355.8,59.1,28,41.34
"TOM MILLER DAM","TX01086","24h","USC00411481","CARR RCH",30.1667,-99.1167,609.9,128.6,40,93.1
"TOM MILLER DAM","TX01086","24h","USC00412040","COTTONWOOD 2NW",30.1806,-99.1539,647.1,132,54,97.13
"TOM MILLER DAM","TX01086","24h","USC00413954","HARPER 3ENE",30.3086,-99.203,643.1,136,80,98
"TOM MILLER DAM","TX01086","24h","USC00415449","LYNXHAVEN RCH",29.9667,-99.45,609.9,164.1,28,90.04
"TOM MILLER DAM","TX01086","24h","USC00414375","HUNT 10 W",30.0631,-99.505,612.6,167.2,32,91.96
"TOM MILLER DAM","TX01086","24h","USC00416257","NELSON RCH",29.95,-99.5167,647.7,170.8,22,103.19
"TOM MILLER DAM","TX01086","72h","USC00411481","CARR RCH",30.1667,-99.1167,609.9,128.6,40,112.11
"TOM MILLER DAM","TX01086","72h","USC00412040","COTTONWOOD 2NW",30.1806,-99.1539,647.1,132,54,115.73
"TOM MILLER DAM","TX01086","72h","USC00413954","HARPER 3ENE",30.3086,-99.203,643.1,136,80,119.05
"TOM MILLER DAM","TX01086","72h","USC00415449","LYNXHAVEN RCH",29.9667,-99.45,609.9,164.1,28,106.73
"TOM MILLER DAM","TX01086","72h","USC00414375","HUNT 10 W",30.0631,-99.505,612.6,167.2,32,102.95
"TOM MILLER DAM","TX01086","72h","USC00416257","NELSON RCH",29.95,-99.5167,647.7,170.8,22,131.1
"ANTERO","CO00351","24h","USC00051071","BUENA VISTA 2S",38.8247,-106.1275,2424.4,27.1,100,28.21
"ANTERO","CO00351","24h","USC00054742","LAKE GEORGE 8 SW",38.9069,-105.4719,2585,37.7,69,29.22
"ANTERO","CO00351","24h","USC00057370","SALIDA",38.5328,-106.0158,2182.4,51.7,74,34.12
"ANTERO","CO00351","24h","USC00052965","FLORISSANT FOSSIL BEDS",38.9128,-105.285,2560.9,53.5,33,34.32
"ANTERO","CO00351","24h","USC00050454","BAILEY",39.4053,-105.4764,2362.8,58.8,79,38.91
"ANTERO","CO00351","24h","USC00051528","CHEESMAN",39.2203,-105.2783,2095.5,59.2,121,38.09
"ANTERO","CO00351","24h","US1COJF0081","CONIFER 3.9 SE",39.4839,-105.2434,2560.3,78.7,22,48.3
"ANTERO","CO00351","24h","US1COFM0021","COTOPAXI 4.8 SSE",38.3086,-105.6417,2275.9,78.7,23,40.91
"ANTERO","CO00351","24h","US1COCC0001","EVERGREEN 6.5 WSW",39.61,-105.44,2468,79.5,24,49.07
"ANTERO","CO00351","24h","USC00057460","SARGENTS",38.4036,-106.4239,2582,79.6,65,28.33
"ANTERO","CO00351","24h","USC00053261","GEORGETOWN",39.7053,-105.6997,2596.9,81.5,68,33.02
"ANTERO","CO00351","24h","USC00051294","CANON CITY",38.46,-105.2256,1639.2,82.6,107,40.24
"ANTERO","CO00351","24h","USC00058022","STRONTIA SPRINGS DAM",39.4342,-105.1211,1784.6,83.1,43,45.92
"ANTERO","CO00351","24h","US1COFM0019","CANON CITY 1.3 ENE",38.4507,-105.2192,1628.5,83.8,22,44.31
"ANTERO","CO00351","24h","USC00055730","MONUMENT 2 WSW",39.0833,-104.9333,2239.1,83.8,43,46.88
"ANTERO","CO00351","24h","USC00050370","ASPEN",39.1833,-106.8333,2416.5,83.8,46,29.74
"ANTERO","CO00351","24h","USC00055507","MEREDITH",39.3619,-106.7422,2385.1,84,34,29.17
"ANTERO","CO00351","24h","USC00050372","ASPEN 1SW",39.1853,-106.8381,2491.7,84.3,45,33.57
"ANTERO","CO00351","24h","US1COJF0157","EVERGREEN 4.2 SSE",39.5795,-105.2789,2378,84.5,23,41.23
"ANTERO","CO00351","24h","US1COFM0034","CANON CITY 2.5 ENE",38.4523,-105.1967,1627,85,22,39.53
"ANTERO","CO00351","24h","USC00056280","PALMER LAKE",39.1167,-104.9119,2182.7,86.1,21,49.39
"ANTERO","CO00351","24h","USS0006K45S","Beaver Ck Village",39.6,-106.51,2590.8,86.2,23,29.33
"ANTERO","CO00351","24h","USC00057249","ROXBOROUGH SP",39.43,-105.0694,1889.8,86.5,21,47.2
"ANTERO","CO00351","24h","USC00054293","INTER CANYON",39.5728,-105.2192,2188.5,87.2,33,49.13
"ANTERO","CO00351","24h","USC00052790","EVERGREEN",39.6381,-105.315,2134.2,87.8,59,43.12
"ANTERO","CO00351","24h","US1COJF0128","KITTREDGE 2.5 SSE",39.6183,-105.2793,2475,87.9,23,45.94
"ANTERO","CO00351","24h","USC00054452","KASSLER",39.4903,-105.0953,1675.8,88.7,106,47.24
"ANTERO","CO00351","24h","USC00054234","IDAHO SPRINGS",39.75,-105.5167,2302.8,90.7,58,39.32
"ANTERO","CO00351","24h","US1COEP0037","COLORADO SPRINGS 5.7 WNW",38.9052,-104.8491,2012.9,91,21,42.85
"ANTERO","CO00351","24h","US1COEP0158","COLORADO SPRINGS 2.7 WSW",38.8161,-104.8645,1914.1,91.2,20,58.32
"ANTERO","CO00351","24h","US1COEP0064","COLORADO SPRINGS 2.1 NW",38.8497,-104.8537,1887.9,91.4,23,50.67
"ANTERO","CO00351","24h","USC00057510","SEDALIA 4 SSE",39.3858,-104.945,1831.5,93.1,58,47.66
"ANTERO","CO00351","24h","USC00056410","PENROSE",38.45,-105.0667,1649.9,93.6,44,35.3
"ANTERO","CO00351","24h","US1COEP0058","IVYWILD 0.6 E",38.7989,-104.8386,1847.1,93.9,21,58.23
"ANTERO","CO00351","72h","USC00051071","BUENA VISTA 2S",38.8247,-106.1275,2424.4,27.1,100,35.72
"ANTERO","CO00351","72h","USC00054742","LAKE GEORGE 8 SW",38.9069,-105.4719,2585,37.7,69,39.75
"ANTERO","CO00351","72h","USC00057370","SALIDA",38.5328,-106.0158,2182.4,51.7,74,41.83
"ANTERO","CO00351","72h","USC00052965","FLORISSANT FOSSIL BEDS",38.9128,-105.285,2560.9,53.5,33,43.82
"ANTERO","CO00351","72h","USC00050454","BAILEY",39.4053,-105.4764,2362.8,58.8,79,51.46
"ANTERO","CO00351","72h","USC00051528","CHEESMAN",39.2203,-105.2783,2095.5,59.2,121,47.69
"ANTERO","CO00351","72h","US1COJF0081","CONIFER 3.9 SE",39.4839,-105.2434,2560.3,78.7,22,65.36
"ANTERO","CO00351","72h","US1COFM0021","COTOPAXI 4.8 SSE",38.3086,-105.6417,2275.9,78.7,23,49.68
"ANTERO","CO00351","72h","US1COCC0001","EVERGREEN 6.5 WSW",39.61,-105.44,2468,79.5,24,69.76
"ANTERO","CO00351","72h","USC00057460","SARGENTS",38.4036,-106.4239,2582,79.6,65,37.83
"ANTERO","CO00351","72h","USC00053261","GEORGETOWN",39.7053,-105.6997,2596.9,81.5,68,43.86
"ANTERO","CO00351","72h","USC00051294","CANON CITY",38.46,-105.2256,1639.2,82.6,107,49.01
"ANTERO","CO00351","72h","USC00058022","STRONTIA SPRINGS DAM",39.4342,-105.1211,1784.6,83.1,43,61.83
"ANTERO","CO00351","72h","US1COFM0019","CANON CITY 1.3 ENE",38.4507,-105.2192,1628.5,83.8,22,51.76
"ANTERO","CO00351","72h","USC00055730","MONUMENT 2 WSW",39.0833,-104.9333,2239.1,83.8,43,57.71
"ANTERO","CO00351","72h","USC00050370","ASPEN",39.1833,-106.8333,2416.5,83.8,46,41.76
"ANTERO","CO00351","72h","USC00055507","MEREDITH",39.3619,-106.7422,2385.1,84,34,38.08
"ANTERO","CO00351","72h","USC00050372","ASPEN 1SW",39.1853,-106.8381,2491.7,84.3,45,47.51
"ANTERO","CO00351","72h","US1COJF0157","EVERGREEN 4.2 SSE",39.5795,-105.2789,2378,84.5,23,58.6
"ANTERO","CO00351","72h","US1COFM0034","CANON CITY 2.5 ENE",38.4523,-105.1967,1627,85,22,46.79
"ANTERO","CO00351","72h","USC00056280","PALMER LAKE",39.1167,-104.9119,2182.7,86.1,21,60.81
"ANTERO","CO00351","72h","USC00054293","INTER CANYON",39.5728,-105.2192,2188.5,87.2,33,66.91
"ANTERO","CO00351","72h","USC00052790","EVERGREEN",39.6381,-105.315,2134.2,87.8,59,57
"ANTERO","CO00351","72h","US1COJF0128","KITTREDGE 2.5 SSE",39.6183,-105.2793,2475,87.9,23,64.68
"ANTERO","CO00351","72h","USW00093073","ASPEN PITKIN CO AP SARDY FLD",39.23,-106.8706,2339.9,88.3,28,32.21
"ANTERO","CO00351","72h","USC00054452","KASSLER",39.4903,-105.0953,1675.8,88.7,106,58.86
"ANTERO","CO00351","72h","USC00054234","IDAHO SPRINGS",39.75,-105.5167,2302.8,90.7,58,50.02
"ANTERO","CO00351","72h","US1COEP0037","COLORADO SPRINGS 5.7 WNW",38.9052,-104.8491,2012.9,91,21,58.13
"ANTERO","CO00351","72h","US1COEP0064","COLORADO SPRINGS 2.1 NW",38.8497,-104.8537,1887.9,91.4,23,63.3
"ANTERO","CO00351","72h","USC00057510","SEDALIA 4 SSE",39.3858,-104.945,1831.5,93.1,58,60.98
"ANTERO","CO00351","72h","US1COEP0058","IVYWILD 0.6 E",38.7989,-104.8386,1847.1,93.9,21,64.45
"ANTERO","CO00351","72h","US1COJF0212","LITTLETON 6.4 W",39.6082,-105.1371,1783.1,94.9,23,58.37
"ANTERO","CO00351","72h","US1COFM0050","PENROSE 2.3 NNW",38.4622,-105.0277,1709.9,95.3,21,52.6
"MASON DAM","OR00577","24h","USC00355258","MASON DAM",44.6719,-117.9942,1188.7,0.5,32,31.78
"MASON DAM","OR00577","24h","USW00024199","BAKER KBKR",44.7667,-117.8333,1050,16.8,52,23.61
"MASON DAM","OR00577","24h","USS0018E03S","Eilertson Meadows",44.87,-118.11,1679.4,23.6,46,44.99
"MASON DAM","OR00577","24h","USS0018E08S","Gold Center",44.76,-118.31,1649,26.3,46,33.13
"MASON DAM","OR00577","24h","USC00357250","ROCK CREEK",44.9094,-118.0625,1222.9,26.8,86,31.92
"MASON DAM","OR00577","24h","USC00358780","UNITY",44.4367,-118.1886,1228.6,30.2,42,22.84
"MASON DAM","OR00577","24h","USC00354175","IRONSIDE 2 W",44.3247,-117.9964,1193.3,38.7,33,22.43
"MASON DAM","OR00577","24h","USC00350356","AUSTIN 3 S",44.5747,-118.4914,1284.1,40.4,66,30.61
"MASON DAM","OR00577","24h","USC00352482","DURKEE 3 NNW",44.6167,-117.4833,848,41.4,26,21.01
"MASON DAM","OR00577","24h","USC00353430","GRANITE 4 WSW",44.8,-118.5,1506.9,41.9,25,35.48
"MASON DAM","OR00577","24h","USS0018D21S","Wolf Creek",45.07,-118.15,1716,45.7,48,41.62
"MASON DAM","OR00577","24h","USC00356269","OLIVE LAKE",44.7833,-118.6,1812,48.9,25,40.49
"MASON DAM","OR00577","24h","USS0018D09S","Beaver Reservoir",45.15,-118.22,1569.7,55.8,46,37.25
"MASON DAM","OR00577","24h","USC00357955","SPARTA",44.8667,-117.3333,1264.9,56.9,24,35.89
"MASON DAM","OR00577","24h","USS0017D07S","Taylor Green",45.08,-117.55,1749.6,57.5,47,47.57
"MASON DAM","OR00577","24h","USC00358746","UNION",45.1986,-117.8647,846.4,59.5,103,26.76
"MASON DAM","OR00577","24h","USC00356845","PRAIRIE CITY RS",44.4617,-118.7139,1079,61.2,30,27.82
"MASON DAM","OR00577","24h","USC00357160","RICHLAND",44.7656,-117.1597,675.1,67.2,58,27.74
"MASON DAM","OR00577","24h","USC00354098","HUNTINGTON",44.3564,-117.255,643.1,68.8,78,27.92
"MASON DAM","OR00577","24h","USS0017D06S","Moss Springs",45.27,-117.69,1755.6,70.8,46,59.6
"MASON DAM","OR00577","24h","USC00358079","STARKEY",45.2333,-118.45,1036.9,71.7,22,29.05
"MASON DAM","OR00577","24h","USC00354622","LA GRANDE",45.3167,-118.0747,839.7,71.9,45,34.51
"MASON DAM","OR00577","24h","USS0018D08S","County Line",45.19,-118.55,1472.2,72,46,32.2
"MASON DAM","OR00577","24h","USS0018E18S","Lake Creek R.S.",44.21,-118.64,1597.2,72.3,45,34.06
"MASON DAM","OR00577","24h","USC00351926","COVE 1 E",45.3081,-117.7925,958.6,72.5,62,38.78
"MASON DAM","OR00577","24h","USC00351852","CORNUCOPIA",45,-117.2,1434.1,72.9,32,60.62
"MASON DAM","OR00577","24h","USC00353604","HALFWAY",44.8772,-117.1094,808.6,73.9,84,39.49
"MASON DAM","OR00577","24h","USS0017D08S","Schneider Meadows",45,-117.17,1645.9,74.9,46,64.77
"MASON DAM","OR00577","24h","USC00359176","WESTFALL",43.9903,-117.7183,926.6,79.1,32,21.91
"MASON DAM","OR00577","24h","USC00354291","JOHN DAY",44.4233,-118.9594,933.6,80.9,68,24.56
"MASON DAM","OR00577","24h","USS0016E10S","Bear Saddle",44.61,-116.98,1883.7,81,45,49.44
"MASON DAM","OR00577","24h","USS0018D20S","Bowman Springs",45.36,-118.47,1380.7,84.9,48,37.85
"MASON DAM","OR00577","24h","USC00350723","BEULAH",43.9092,-118.1522,996.7,85.7,60,25.32
"MASON DAM","OR00577","24h","USC00355020","LONG CREEK",44.7136,-119.1017,1140,87.2,52,29.93
"MASON DAM","OR00577","24h","USS0017D02S","Aneroid Lake #2",45.21,-117.19,2255.5,87.4,45,53.84
"MASON DAM","OR00577","24h","USC00350631","BEECH CREEK",44.5667,-119.1167,1437.1,89.1,39,28.7
"MASON DAM","OR00577","24h","USC00358726","UKIAH",45.1358,-118.9389,1016.8,90.1,66,28.52
"MASON DAM","OR00577","24h","USS0019E07S","Starr Ridge",44.26,-119.02,1600.2,93,46,26.78
"MASON DAM","OR00577","24h","USS0017D18S","Mt. Howard",45.27,-117.17,2411,93.2,46,52.04
